# /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/CVs/binaryShannonEntropy.py --model /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/POPC/1/450K/1POPC.psf --traj /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/POPC/1/450K/fixed_1POPC_100.dcd --lipid_list /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/POPC/lipidList.dat --r /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/POPC/450K/avgRcutoff.dat
# radius	14.5
# Avg Binary Entropy	Upper Leaflet BSE         	Lower Leaflet BSE	likeUp	likeLo	unlikeUp        	unlikeLo
344.0026032592385 	 347.6151490604493 	 340.39005745802774 	 194.38375468544237 	 189.81801940541007 	 153.23139437500697 	 150.57203805261764
336.99643509031546 	 335.5509200680342 	 338.44195011259666 	 185.0748792706193 	 190.2747109309153 	 150.47604079741492 	 148.16723918168137
338.94618952003276 	 325.37902185104247 	 352.51335718902305 	 178.90249107034583 	 196.4597866655922 	 146.47653078069663 	 156.05357052343086
337.389031805656 	 334.26794527471634 	 340.5101183365956 	 185.59233349930398 	 188.2095772859663 	 148.67561177541234 	 152.30054105062933
340.68211706332033 	 327.6611209674633 	 353.70311315917735 	 182.40227982592953 	 195.22683584178705 	 145.2588411415338 	 158.4762773173903
341.1395993695671 	 349.280462807267 	 332.9987359318673 	 194.48840444879295 	 183.30161271946952 	 154.79205835847407 	 149.6971232123978
336.0403559397171 	 332.6800895245734 	 339.40062235486073 	 181.9743781492431 	 191.0229235678044 	 150.70571137533034 	 148.37769878705632
338.4018853441456 	 333.39336636056686 	 343.41040432772434 	 184.57312695537922 	 189.99702342242466 	 148.82023940518764 	 153.41338090529968
338.54525011303826 	 330.2405190874455 	 346.849981138631 	 183.57530914116248 	 192.76536401798538 	 146.66520994628303 	 154.08461712064562
338.28645970607704 	 335.8364061099576 	 340.7365133021965 	 185.73362502710285 	 190.89396896599112 	 150.10278108285476 	 149.84254433620538
337.0590020953074 	 338.8701920295481 	 335.24781216106675 	 187.848116944147 	 186.04792749981146 	 151.02207508540107 	 149.19988466125528
338.86244869075233 	 341.17305959623496 	 336.55183778526975 	 188.11296308967755 	 185.22838840971116 	 153.06009650655741 	 151.3234493755586
339.10471956230776 	 342.5887648226353 	 335.6206743019803 	 191.24912562889492 	 184.85480321460076 	 151.33963919374037 	 150.7658710873795
334.8506115203986 	 339.05117970754407 	 330.65004333325317 	 188.92067117940914 	 183.4819832842054 	 150.13050852813495 	 147.16806004904774
339.3662084442693 	 338.54292838791974 	 340.18948850061884 	 188.67332799165314 	 190.5617332451229 	 149.8696003962666 	 149.6277552554959
338.7984259098965 	 335.7329986013143 	 341.86385321847865 	 184.7035576392177 	 191.4664607057647 	 151.02944096209663 	 150.397392512714
334.1721615499338 	 333.7947846609803 	 334.5495384388872 	 185.8251129978659 	 185.51456214607865 	 147.96967166311444 	 149.0349762928086
336.7013642732852 	 344.49922661650646 	 328.90350193006395 	 190.81332266659703 	 180.91458702039986 	 153.6859039499094 	 147.9889149096641
339.48757038019073 	 342.1069916960533 	 336.8681490643281 	 188.35318877915333 	 184.16991690550506 	 153.75380291689996 	 152.6982321588231
340.3366461914627 	 342.83041596783266 	 337.84287641509275 	 189.58631050530684 	 185.7425059746061 	 153.24410546252582 	 152.1003704404866
336.9052444257619 	 345.7008578133181 	 328.10963103820575 	 190.62507488729705 	 179.40865421996483 	 155.07578292602108 	 148.70097681824092
338.49429189760235 	 337.8749698645902 	 339.1136139306145 	 186.63569594460085 	 189.27466928847844 	 151.23927391998933 	 149.8389446421361
337.6441132454349 	 335.33979972762745 	 339.9484267632423 	 188.21672765162054 	 187.29662817482424 	 147.1230720760069 	 152.65179858841805
336.4637126154867 	 346.0316871346581 	 326.8957380963153 	 191.51537053322465 	 177.5791026902345 	 154.51631660143346 	 149.31663540608082
338.0325047093872 	 340.7049304941136 	 335.36007892466074 	 190.28273438040262 	 185.69386141145083 	 150.422196113711 	 149.66621751320992
336.64922147771307 	 335.85876518649025 	 337.4396777689359 	 186.5092949329193 	 184.95117008802174 	 149.34947025357096 	 152.48850768091413
333.22657163086865 	 332.85060186014573 	 333.60254140159157 	 184.76638299802292 	 186.58233060070614 	 148.08421886212284 	 147.0202108008854
337.34067547233485 	 344.2375135029613 	 330.44383744170847 	 190.9269301103493 	 184.23092704256194 	 153.31058339261202 	 146.21291039914652
336.9228094535497 	 340.3186135174062 	 333.52700538969316 	 189.91593918968312 	 186.25718124195575 	 150.4026743277231 	 147.26982414773744
334.55951449820174 	 329.38538703203847 	 339.733641964365 	 183.28938351206787 	 186.14120335042315 	 146.09600351997062 	 153.59243861394185
336.94156266129045 	 337.79540127048176 	 336.08772405209913 	 187.49029943397733 	 185.79090883047502 	 150.3051018365044 	 150.2968152216241
335.4402223253298 	 330.3487037676698 	 340.53174088298977 	 183.8464227918218 	 186.7999347453653 	 146.502280975848 	 153.7318061376245
337.6668449543141 	 338.9769973019006 	 336.3566926067276 	 187.1138478885257 	 186.2296217238189 	 151.8631494133749 	 150.1270708829087
341.4443587939181 	 347.8890564860844 	 334.99966110175177 	 189.7523179962341 	 184.94922373874672 	 158.1367384898503 	 150.05043736300505
331.9768887580951 	 328.8734378880947 	 335.08033962809543 	 181.07191593058215 	 188.59263053768916 	 147.80152195751256 	 146.48770909040627
341.38007231774236 	 337.58460290736184 	 345.1755417281228 	 187.03444249421796 	 191.39963446070522 	 150.5501604131439 	 153.7759072674176
340.4756609068384 	 336.3285448790773 	 344.62277693459953 	 185.40310291637286 	 191.49861049582535 	 150.92544196270447 	 153.12416643877418
339.96578998993004 	 342.3801310145848 	 337.5514489652753 	 189.10272224315895 	 187.61714957703413 	 153.27740877142583 	 149.93429938824116
331.55863134114486 	 326.80229989862056 	 336.31496278366916 	 181.61416811985765 	 188.83725372561813 	 145.1881317787629 	 147.47770905805103
339.4695673608843 	 339.87463433236087 	 339.0645003894077 	 189.6994363112569 	 187.8508460796084 	 150.17519802110397 	 151.2136543097993
339.49162889900333 	 343.7697901465537 	 335.2134676514529 	 189.72992682731197 	 185.99648307482488 	 154.03986331924173 	 149.21698457662805
335.8571892573921 	 337.0138038359013 	 334.70057467888296 	 185.5344153358774 	 186.14149245512874 	 151.47938850002387 	 148.5590822237542
343.2337281353349 	 345.4700087972474 	 340.9974474734225 	 189.10300473091263 	 188.34134544603418 	 156.36700406633474 	 152.6561020273883
338.1862939872417 	 331.06479769263615 	 345.3077902818472 	 182.95140295596948 	 191.40406056750925 	 148.11339473666666 	 153.90372971433794
334.2090765859109 	 336.4950741168135 	 331.9230790550083 	 186.81066278150843 	 184.9945409212894 	 149.68441133530504 	 146.92853813371892
336.2320481334891 	 344.5519716032006 	 327.9121246637776 	 190.38660464659256 	 182.37770143668317 	 154.16536695660804 	 145.53442322709446
331.2224303161298 	 336.97260495440963 	 325.47225567784994 	 185.19554626616042 	 179.838126815747 	 151.7770586882492 	 145.63412886210298
339.3512591002954 	 341.4302110583383 	 337.27230714225254 	 189.62925625012616 	 186.41825918390248 	 151.80095480821208 	 150.8540479583501
338.6572582524472 	 334.94280203353287 	 342.37171447136154 	 188.57157142593476 	 189.05546764935295 	 146.3712306075981 	 153.31624682200862
335.39030775123456 	 338.88086298553264 	 331.8997525169365 	 188.14837198263305 	 181.95693493016338 	 150.73249100289962 	 149.94281758677306
338.0099213694559 	 341.0532470628286 	 334.96659567608333 	 188.84993132148597 	 184.52053205361307 	 152.2033157413426 	 150.4460636224703
338.7855740667169 	 338.53886411623625 	 339.0322840171976 	 192.09353226351425 	 187.59454145332123 	 146.44533185272203 	 151.43774256387636
339.4158360539391 	 336.7716400302937 	 342.0600320775845 	 187.84981307113065 	 188.750083621811 	 148.92182695916304 	 153.30994845577348
336.6868764700423 	 334.5772716428042 	 338.7964812972805 	 184.9107662362533 	 189.91461920605968 	 149.6665054065509 	 148.88186209122077
333.37796858847656 	 335.3063032421378 	 331.4496339348153 	 183.856800533968 	 182.8241618811305 	 151.4495027081698 	 148.62547205368486
339.2178702270665 	 342.6398406661491 	 335.7958997879839 	 191.02864904454037 	 186.37534401544718 	 151.6111916216087 	 149.42055577253674
339.7123085991131 	 349.65026705544074 	 329.77435014278547 	 195.61348674314488 	 179.90954108138033 	 154.03678031229583 	 149.86480906140517
333.89414507267844 	 342.42787695845465 	 325.36041318690224 	 191.9116431660292 	 180.17524938052742 	 150.51623379242545 	 145.18516380637482
337.10092342685857 	 343.06055010302066 	 331.1412967506965 	 189.590782924541 	 180.4426326467648 	 153.46976717847966 	 150.69866410393172
338.6776066598467 	 334.6511421655734 	 342.70407115411996 	 186.40146745603374 	 190.3506179111352 	 148.24967470953965 	 152.35345324298476
335.5481701302117 	 337.29255110992705 	 333.80378915049636 	 188.66383656052002 	 184.42102735282728 	 148.62871454940702 	 149.38276179766908
341.3030037704848 	 347.9700982569875 	 334.6359092839821 	 194.73474479283692 	 184.7567535085323 	 153.2353534641506 	 149.8791557754498
338.0803402746229 	 335.9708378226502 	 340.18984272659566 	 187.22562945260657 	 189.51216486121203 	 148.7452083700436 	 150.67767786538363
334.9290279428647 	 329.2172242146171 	 340.6408316711123 	 180.58461842546805 	 189.58621593877808 	 148.63260578914907 	 151.0546157323342
339.50368221112706 	 340.69207388554594 	 338.31529053670823 	 189.90747366293994 	 188.3431988726407 	 150.78460022260597 	 149.97209166406753
337.9161434911749 	 343.8327906457791 	 331.9994963365708 	 191.29564719419346 	 182.85160765848465 	 152.53714345158562 	 149.14788867808616
338.4425042721954 	 327.92855561110343 	 348.9564529332873 	 179.25003397266735 	 194.18068532135715 	 148.6785216384361 	 154.7757676119302
336.296719146227 	 336.75273538852673 	 335.84070290392737 	 186.2309671195565 	 186.19194681470188 	 150.52176826897025 	 149.6487560892255
338.7037126332354 	 339.93298013782726 	 337.47444512864354 	 188.42654560112888 	 188.93069855561214 	 151.5064345366984 	 148.5437465730314
331.648931050855 	 325.8875959891295 	 337.41026611258053 	 176.52706174207145 	 188.5240178232307 	 149.3605342470581 	 148.8862482893498
337.30412278086965 	 334.2349711310865 	 340.3732744306527 	 183.92162872887764 	 188.44828123760811 	 150.3133424022089 	 151.92499319304457
333.4584812947926 	 336.8020858584619 	 330.1148767311233 	 188.9386279013416 	 180.56426209463606 	 147.86345795712032 	 149.5506146364872
336.8500719220145 	 339.8968380454064 	 333.80330579862255 	 188.38123591619285 	 185.72220017998072 	 151.51560212921353 	 148.08110561864186
334.43220205512745 	 335.27020052627506 	 333.59420358397983 	 183.58663615704492 	 186.374955907177 	 151.68356436923014 	 147.21924767680284
339.6479278908569 	 338.11715024488876 	 341.1787055368251 	 188.02583054011336 	 188.4094364425645 	 150.09131970477543 	 152.7692690942606
335.68555437218845 	 337.3344706229753 	 334.03663812140155 	 185.5255865247524 	 184.2620047030209 	 151.80888409822288 	 149.77463341838066
336.4496461576081 	 342.0441994564023 	 330.8550928588138 	 190.64247171735565 	 183.57282408462203 	 151.40172773904663 	 147.28226877419178
336.28413238126114 	 332.3260516553057 	 340.24221310721657 	 183.25595176497782 	 190.39601374250128 	 149.07009989032787 	 149.84619936471532
339.8413750170697 	 348.4930682140483 	 331.18968182009104 	 192.77327964195598 	 182.96388082959987 	 155.71978857209234 	 148.22580099049117
337.0268686582325 	 341.31750027887017 	 332.7362370375948 	 190.0915789933754 	 185.59282067859857 	 151.22592128549476 	 147.1434163589962
340.3068512370057 	 342.0556204858141 	 338.5580819881973 	 190.51756046652227 	 187.84605707952028 	 151.53806001929178 	 150.71202490867697
339.7279100874747 	 331.4621737422853 	 347.99364643266415 	 182.5980806119406 	 192.8814184252318 	 148.8640931303447 	 155.11222800743238
340.1911387286004 	 341.9257191380341 	 338.4565583191667 	 191.0257130134032 	 186.3715517146936 	 150.90000612463092 	 152.08500660447305
338.71398056076987 	 336.25877347591097 	 341.1691876456288 	 185.91999537021238 	 189.1722406626716 	 150.33877810569857 	 151.9969469829572
333.20724846423593 	 325.85894842892935 	 340.55554849954257 	 180.12349228409434 	 189.92433615719736 	 145.73545614483498 	 150.6312123423452
340.5667233881874 	 339.89659061361533 	 341.2368561627595 	 184.05535409060846 	 190.87333876131848 	 155.84123652300687 	 150.36351740144107
337.1819806990194 	 332.03549341268865 	 342.32846798535013 	 180.99819354272051 	 192.0170645292404 	 151.03729986996817 	 150.31140345610976
339.55541898664245 	 337.3168957858826 	 341.7939421874023 	 188.10552789197143 	 190.0715631582673 	 149.21136789391116 	 151.722379029135
334.6182786185152 	 338.4627042627999 	 330.7738529742306 	 188.86176092064565 	 182.15780260201683 	 149.6009433421542 	 148.61605037221375
337.6667220249627 	 345.0632844704004 	 330.270159579525 	 194.09720210106727 	 180.5355338124657 	 150.96608236933315 	 149.7346257670593
341.63647586214825 	 337.0491694766707 	 346.22378224762576 	 186.7939664346996 	 194.0634144987184 	 150.25520304197116 	 152.16036774890736
337.13443499720404 	 342.49473732346365 	 331.7741326709444 	 192.18403109941292 	 182.35929232464838 	 150.31070622405073 	 149.41484034629605
334.4386069309869 	 341.36236400669407 	 327.51484985527975 	 187.09273869517256 	 177.04901049428872 	 154.2696253115215 	 150.46583936099103
