# /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/CVs/segregationIndex.py --model /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/POPC/1/450K/1POPC.psf --traj /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/POPC/1/450K/fixed_1POPC_100.dcd --lipid_list /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/POPC/lipidList_NO_CHOL.dat --r /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/POPC/450K/avgRcutoff_NO_CHOL.dat
# segregationIndex	DPPC	POPC
1.003082123990152 	 0.505066250974279	0.498015873015873
0.9808651820456673 	 0.487693710118505	0.4931714719271624
0.9858569427962734 	 0.48791609667122665	0.4979408461250468
1.0074524280880097 	 0.5027372262773723	0.5047152018106374
0.9972360410548349 	 0.5006790402897239	0.49655700076511095
0.9929198079542807 	 0.49089253187613846	0.5020272760781422
0.9881398152211399 	 0.4946833102172908	0.49345650500384913
0.9924727591761986 	 0.49821109123434704	0.49426166794185156
0.9964220796104672 	 0.5011266336187472	0.49529544599172
0.9855954575570638 	 0.49495875343721357	0.49063670411985016
1.0072979211089284 	 0.5082331998219849	0.4990647212869435
1.02009613862953 	 0.516725352112676	0.503370786516854
1.0079099248698893 	 0.5061784897025171	0.5017314351673721
0.9943368632705772 	 0.5046480743691899	0.48968878890138734
0.9623778093991159 	 0.4808548530721282	0.48152295632698766
0.988861190409178 	 0.5008912655971479	0.48796992481203005
1.00431196818178 	 0.5060690943043884	0.49824287387739163
1.005814116612786 	 0.4979253112033195	0.5078888054094666
1.0310826912703588 	 0.5183199285075961	0.5127627627627628
1.0280936108522316 	 0.5162162162162162	0.5118773946360153
1.0202254912670123 	 0.5144429160935351	0.5057825751734772
0.9742032167687978 	 0.4872021182700794	0.4870010984987184
0.97760743478599 	 0.48886869604725125	0.48873873873873874
1.035629506568243 	 0.5220956719817768	0.5135338345864662
0.9950451076198084 	 0.4982014388489209	0.4968436687708875
1.0129524315705554 	 0.5140845070422535	0.49886792452830186
0.989811457991988 	 0.49704679691049525	0.49276466108149275
0.9819662206226016 	 0.49605609114811566	0.4859101294744859
0.9672828565170446 	 0.48040571692023976	0.48687713959680484
1.0098088967257506 	 0.5099913119026933	0.49981758482305727
0.9967580268206416 	 0.49843400447427294	0.4983240223463687
0.9939613976549359 	 0.4932003626473255	0.5007610350076104
0.9949150622258256 	 0.49910394265232977	0.49581111957349583
1.016210871040575 	 0.5006852444038373	0.5155256266367377
