# /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/CVs/segregationIndex.py --model /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/POPC/1/450K/1POPC.psf --traj /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/POPC/1/450K/fixed_1POPC_100.dcd --lipid_list /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/POPC/lipidList_NO_CHOL.dat --r /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/POPC/450K/avgRcutoff_NO_CHOL.dat
# segregationIndex	DPPC	POPC
0.9657259651394549 	 0.49032258064516127	0.4754033844942936
0.9899019497467391 	 0.4961590600994126	0.4937428896473265
1.0172418567812616 	 0.5069537909376401	0.5102880658436214
0.9872739023642267 	 0.49109653233364575	0.49617737003058104
0.9652431618644663 	 0.48427968090098544	0.48096348096348096
1.0019064753966425 	 0.5022872827081427	0.49961919268849964
1.0240382945757143 	 0.5173814898419865	0.5066568047337278
1.0138632162661736 	 0.5138632162661737	0.5
1.0152375692954694 	 0.5078651685393258	0.5073724007561436
1.0085753433813456 	 0.5043478260869565	0.504227517294389
0.9658811905810663 	 0.47583985273815005	0.4900413378429162
1.0151070972291993 	 0.5170556552962298	0.49805144193296963
1.0188768751322148 	 0.5159206275957545	0.5029562475364604
0.994123792467166 	 0.5009009009009009	0.4932228915662651
0.9747839916143861 	 0.48791609667122665	0.4868678949431595
1.0048239725069603 	 0.5038795070743952	0.5009444654325652
1.0009703025209093 	 0.5034770514603616	0.49749325106054765
0.9482034378308336 	 0.47770419426048566	0.47049924357034795
0.9657088127358759 	 0.49044585987261147	0.47526295286326453
0.99199505822932 	 0.49523809523809526	0.49675696299122474
1.0129660651321235 	 0.5183840217884703	0.49458204334365324
0.9836947960927327 	 0.4926634059582036	0.4910313901345291
1.0093174447021978 	 0.5024630541871922	0.5068543905150056
0.9945875953645099 	 0.5018018018018018	0.49278579356270813
1.0459073711182427 	 0.5243342516069789	0.5215731195112638
1.0009006739586785 	 0.4965197215777262	0.5043809523809524
0.9854593015627671 	 0.49316317228805834	0.4922961292747088
0.9997574963024394 	 0.5055432372505543	0.49421425905188504
0.9933914796858425 	 0.49413886384129846	0.4992526158445441
1.0098319571847973 	 0.5102133454380391	0.4996186117467582
0.9659056623790634 	 0.48435374149659866	0.4815519208824648
0.9911390197104483 	 0.4997732426303855	0.4913657770800628
1.0156532616596514 	 0.5130077590141487	0.5026455026455027
1.0129203241109757 	 0.5119787045252884	0.5009416195856874
0.9689894824580857 	 0.48409405255878285	0.48489542989930284
1.0282857312410454 	 0.5218978102189781	0.5063879210220673
1.017134590171346 	 0.5148514851485149	0.502283105022831
0.9979861086460071 	 0.5044289044289044	0.4935572042171027
0.9859939917782228 	 0.5009310986964618	0.485062893081761
1.009924572848546 	 0.5133362483602973	0.4965883244882487
1.004239178937974 	 0.5042391789379741	0.5
1.016221138767338 	 0.5124617402710975	0.5037593984962406
0.995900471057749 	 0.49250936329588013	0.5033911077618689
0.9837744889881467 	 0.4931506849315068	0.49062380405663986
1.0263240829178548 	 0.514519056261343	0.5118050266565118
0.9830897463129259 	 0.48923499770957396	0.49385474860335193
0.9891947547033046 	 0.4988962472406181	0.49029850746268655
1.006033887611678 	 0.5004633920296571	0.5055704955820207
0.9836396030848061 	 0.4884579870729455	0.4951816160118606
0.9914852917162387 	 0.494949494949495	0.49653579676674364
0.9890824316416515 	 0.4881450488145049	0.5009373828271466
1.0222250240724644 	 0.5109353187529083	0.5112897053195561
0.9985917888686264 	 0.5049683830171635	0.49362340585146286
0.9896820083916398 	 0.4954379562043796	0.49424405218726014
0.9787931279103994 	 0.4889502762430939	0.48984285166730546
0.994944042032486 	 0.5056637970095151	0.4892802450229709
0.9855320721909535 	 0.4966261808367072	0.4889058913542464
1.0089127359072267 	 0.5079654073736914	0.5009473285335354
1.072608039871467 	 0.5330316742081448	0.5395763656633222
