# /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/CVs/cumulativeHardEnrichment.py --model /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/DIPC/2/423K/2DIPC.psf --traj /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/DIPC/2/423K/fixed_2DIPC_100.dcd --lipid_list /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/DIPC/lipidList_NO_CHOL.dat --r /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/DIPC/423K/avgRcutoff_NO_CHOL.dat
# cumEnrichmentAVG	DPPC-DPPC	DIPC-DIPC
2.4363520095472238 	 1.1422760852574068	1.294075924289817
2.498047696305109 	 1.1781056765517528	1.319942019753356
2.3981756478239804 	 1.1354158406695238	1.2627598071544566
2.4535899249644313 	 1.1740701062122854	1.2795198187521462
2.427365937335321 	 1.154736828443671	1.27262910889165
2.406544411699068 	 1.1412912666009127	1.2652531450981552
2.4388354501306004 	 1.1525904561067057	1.286244994023895
2.434316555610746 	 1.1675757155673454	1.2667408400434006
2.5011857548374836 	 1.175162942262689	1.3260228125747948
2.4159636122818013 	 1.1436301790977055	1.2723334331840959
2.47686554636863 	 1.1772953146577323	1.2995702317108977
2.4828360627298727 	 1.1628197187339522	1.3200163439959207
2.471029166693123 	 1.1662856142442486	1.3047435524488746
2.4275450403646537 	 1.1458552910839024	1.2816897492807513
2.4103090883954907 	 1.1558477087177388	1.254461379677752
2.406212507352255 	 1.143556803133451	1.2626557042188038
2.396364311374784 	 1.1366215699399405	1.2597427414348434
2.3802958632272273 	 1.146892589813648	1.2334032734135794
2.3855124050011485 	 1.1453640443312871	1.2401483606698611
2.4381050746985284 	 1.1571944459820158	1.2809106287165128
2.4500806962881185 	 1.1612012926764907	1.2888794036116278
2.485760445279462 	 1.1639518041189256	1.3218086411605368
2.443578645203038 	 1.1613542913039185	1.2822243538991198
2.3972735476275817 	 1.1445751592063629	1.2526983884212186
2.475790600925288 	 1.1679077897595078	1.30788281116578
2.4531800187950363 	 1.160749345382622	1.2924306734124142
2.408947108114402 	 1.1425421053216138	1.266405002792788
2.4369279020910044 	 1.1539848491225773	1.2829430529684274
2.4427135036697587 	 1.1719227730756474	1.2707907305941115
2.4176703299251647 	 1.151642685075575	1.2660276448495895
2.456301717759571 	 1.1676422884759896	1.2886594292835816
2.4308168063174818 	 1.1490528098386177	1.281763996478864
2.3962941577842605 	 1.1448358319276153	1.2514583258566452
2.3953609785713077 	 1.1400932787351366	1.255267699836171
2.4300849682073418 	 1.159871496922038	1.2702134712853037
2.4286491868191034 	 1.1492051996289314	1.279443987190172
2.406253806555184 	 1.1437968514049084	1.2624569551502756
2.3852283138634185 	 1.1336048412029112	1.2516234726605076
2.4275888399386476 	 1.1533674669636267	1.2742213729750211
2.4236790035380977 	 1.1514155212749546	1.2722634822631433
2.3804022393828457 	 1.131965338292153	1.2484369010906926
2.447502817260001 	 1.1734501900117555	1.2740526272482455
2.4402204553925 	 1.164793374076348	1.2754270813161521
2.4070886787539734 	 1.1485401393183308	1.2585485394356426
2.4097549015973865 	 1.1517895064496604	1.2579653951477259
2.420550475156859 	 1.1356560383733831	1.2848944367834763
2.399635982231728 	 1.1421612733885778	1.2574747088431502
2.427578750445851 	 1.1550415799708609	1.27253717047499
2.414911267899793 	 1.1503546425611098	1.2645566253386833
2.4537916969152747 	 1.1500547119845568	1.3037369849307177
2.506114170592089 	 1.1808660667030495	1.3252481038890398
2.4151493119533765 	 1.1454401821850406	1.2697091297683358
2.5064738030241536 	 1.1711481351467699	1.335325667877384
2.4454967862851555 	 1.152746655116606	1.2927501311685496
2.4747516484602343 	 1.1709540584426055	1.3037975900176288
2.425898462464243 	 1.139845020431081	1.2860534420331622
2.4299977431807753 	 1.157632331755015	1.2723654114257603
2.4018962873562812 	 1.1503545765885148	1.2515417107677664
2.4384458027462808 	 1.166504162368307	1.2719416403779737
2.4810916165367134 	 1.161623135287318	1.3194684812493955
2.427860387000981 	 1.1549647517736426	1.2728956352273384
2.3945208493187056 	 1.1409501103643667	1.253570738954339
2.4028135008550517 	 1.141711014925654	1.261102485929398
2.4406358894333873 	 1.1579749612044221	1.2826609282289652
2.3819199771583706 	 1.1307579760267326	1.251162001131638
2.461494729823266 	 1.1645607732385423	1.2969339565847238
2.4305395402941086 	 1.1711165774876195	1.259422962806489
2.4094818292526075 	 1.1509604312870758	1.2585213979655316
2.497751555389867 	 1.1676290816972679	1.3301224736925992
2.442077064442155 	 1.1599475603957567	1.2821295040463982
2.401647823417881 	 1.1558680630802511	1.24577976033763
2.4547537339393957 	 1.16110037892807	1.2936533550113256
2.3959780707503704 	 1.1288928819923663	1.2670851887580041
2.490015108693761 	 1.1799493106325252	1.310065798061236
2.4631154207216284 	 1.1639073761414218	1.2992080445802068
2.3730113964942543 	 1.1307761218366847	1.2422352746575696
2.517563496838473 	 1.1802238451046918	1.3373396517337812
2.429863505222128 	 1.144667678066631	1.2851958271554969
2.3449122511167984 	 1.1370412941940602	1.2078709569227382
2.4317279188885026 	 1.1680401263953195	1.2636877924931833
2.451593034649008 	 1.1645193100071696	1.2870737246418384
2.4416264734751723 	 1.1631701553291782	1.278456318145994
2.372412587997229 	 1.1330408333204791	1.2393717546767498
2.453168717991078 	 1.1562982736962093	1.2968704442948686
2.3791849864855683 	 1.1428124218993179	1.2363725645862504
2.4240129207115113 	 1.1491465745843787	1.2748663461271326
2.460606526681995 	 1.1874357250433598	1.2731708016386354
2.512070115285366 	 1.1746928295799606	1.3373772857054056
2.4342398869461075 	 1.1375237057973444	1.2967161811487629
2.4160214363907095 	 1.150587440081376	1.2654339963093335
2.413230710167679 	 1.1623757581821432	1.2508549519855356
2.3773254699693656 	 1.125054414388886	1.2522710555804792
2.4613832837930483 	 1.1658605615676056	1.2955227222254426
2.3958002860187597 	 1.1399500502855409	1.2558502357332189
2.384768225064408 	 1.1461437970499762	1.2386244280144318
2.454223376203691 	 1.1659001564135625	1.2883232197901289
2.353328822108403 	 1.1184226130720263	1.2349062090363767
2.370638795252469 	 1.1322368804250766	1.2384019148273921
2.454910696259372 	 1.1547020490311901	1.3002086472281815
2.453958438653201 	 1.157974476534649	1.2959839621185523
2.4530960171230314 	 1.1623794742784765	1.2907165428445548
2.432537594319985 	 1.1419625014753287	1.2905750928446567
2.4988276525960984 	 1.1611402701715416	1.337687382424557
2.5002172144522268 	 1.1676072084442974	1.3326100060079291
2.393101033709355 	 1.1207243640055062	1.272376669703849
2.425600629934223 	 1.1608360392415655	1.2647645906926575
2.4168251060834223 	 1.1598330713213023	1.2569920347621197
