# /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/CVs/cumulativeHardEnrichment.py --model /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/DIPC/1/298K/1DIPC.psf --traj /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/DIPC/1/298K/fixed_1DIPC_100.dcd --lipid_list /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/DIPC/lipidList.dat --r /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/DIPC/298K/avgRcutoff.dat
# cumEnrichmentAVG	DPPC-DPPC	DIPC-DIPC	CHOL-CHOL
3.4853901421631224 	 1.1486752461231426	1.1685004100657008	1.168214485974279
3.7481158888956205 	 1.2391898755833788	1.3251764407905697	1.1837495725216722
3.9974448899871393 	 1.3038413579382389	1.439625052409528	1.2539784796393723
3.9879041491797143 	 1.2892606853160176	1.4843373832801872	1.2143060805835093
4.020726783395285 	 1.310469441360799	1.4959227076535362	1.2143346343809502
4.057086482638283 	 1.3286945510766508	1.5095801564748932	1.2188117750867389
4.121016506625215 	 1.352776764795732	1.554935540161532	1.213304201667951
4.12540334238338 	 1.3547765795426332	1.5678200234907154	1.2028067393500315
4.144384450763425 	 1.341318102657104	1.5723565743876498	1.2307097737186712
4.182016410841619 	 1.3802365020208587	1.5689370898203536	1.2328428190004068
4.160017693574795 	 1.3538492012992236	1.5870160113629166	1.219152480912655
4.191919920073884 	 1.4053065161165825	1.5803722132281974	1.2062411907291044
4.182031506742095 	 1.3720006741849722	1.587070366728088	1.2229604658290347
4.271799071617584 	 1.36645632149683	1.632758383069108	1.2725843670516466
4.292457669849827 	 1.390035532756231	1.6503028802908637	1.2521192568027322
4.379137483933252 	 1.4097556953986539	1.6855691636045878	1.2838126249300101
4.32982729324744 	 1.4210980917607707	1.6594101375600998	1.24931906392657
4.302552950357574 	 1.3995638718518182	1.6563435099556352	1.2466455685501203
4.319553896157911 	 1.4144119904040329	1.6578913155643349	1.247250590189544
4.272021537406152 	 1.4187784580304608	1.6321677631676685	1.2210753162080223
4.26246108345171 	 1.3874872598606882	1.644840887019961	1.230132936571061
4.299054314495985 	 1.4033488064883524	1.6486731230381744	1.2470323849694576
4.318330074535302 	 1.3920752681036523	1.6738002356830441	1.2524545707486059
4.41673099030622 	 1.421376740058609	1.6963994639181514	1.2989547863294604
4.547742565661404 	 1.460830301569079	1.744639564593494	1.3422726994988317
4.506925862327679 	 1.4522497974429358	1.7572003047500215	1.2974757601347218
4.51352883549763 	 1.4492464311565145	1.792338805606835	1.2719435987342806
4.518719839480346 	 1.4388219465585599	1.7688413416754436	1.3110565512463426
4.47566141262954 	 1.4565579525613952	1.7534756501855533	1.2656278098825917
4.511047572800414 	 1.4479442669783424	1.768559734978988	1.2945435708430832
4.5642951808858445 	 1.457292386796204	1.809527659064449	1.2974751350251914
4.522149974236656 	 1.443531519423506	1.7917865418717447	1.2868319129414059
4.566473070527331 	 1.4663195673044913	1.7913149615215	1.3088385417013393
4.645866306004117 	 1.491770784781946	1.8252270218867177	1.3288684993354531
4.564320276118771 	 1.4570602902595557	1.8066121961149837	1.3006477897442315
4.625200340814271 	 1.4794211967902289	1.822446504399045	1.3233326396249963
4.630737060549219 	 1.5092010928676585	1.8137355005723241	1.3078004671092365
4.600460801395903 	 1.4807497936760892	1.8095766750491689	1.3101343326706454
4.671303735697251 	 1.526360582195386	1.8471898394066573	1.2977533140952073
4.662906550719301 	 1.5005617683280308	1.8538140290895657	1.3085307533017043
4.701401814333334 	 1.5054193169032914	1.8606672919958749	1.3353152054341677
4.644327531641123 	 1.4722844307648129	1.8528620375200147	1.3191810633562948
4.6096335104220865 	 1.473620835800031	1.8300781768013854	1.3059344978206704
4.697540089756783 	 1.493594329069106	1.8803670164221813	1.3235787442654963
4.747687716317455 	 1.4934298116441547	1.8600626222738592	1.3941952823994415
4.651563131525371 	 1.4736273962612931	1.7996360607917117	1.3782996744723666
4.62297464962087 	 1.4681441174591066	1.816813343483377	1.3380171886783867
4.751999902805558 	 1.4981442430559007	1.9011118798016589	1.3527437799479984
4.688626126395796 	 1.4826339973393856	1.8582620009815116	1.347730128074899
4.683050945359456 	 1.5006807643741191	1.8379302228499945	1.344439958135343
4.652034066189681 	 1.4936673027444114	1.8148553378318035	1.3435114256134657
4.661544712387703 	 1.481076430947928	1.854937754459584	1.3255305269801907
4.652191553414075 	 1.5049660099276383	1.8525570023146267	1.2946685411718097
4.699064359243387 	 1.500472824986515	1.8720961149076407	1.3264954193492313
4.716610420862928 	 1.5082371559762588	1.8763948679816083	1.3319783969050603
4.6811628234928 	 1.5037795860062162	1.8427771249297478	1.3346061125568354
4.684809214019369 	 1.5226696093924288	1.8561798984196969	1.3059597062072439
4.720154822522816 	 1.512317549886954	1.90500539043421	1.302831882201652
4.645800125191557 	 1.494907522710353	1.8214841700978164	1.3294084323833875
4.699785048642683 	 1.5056061480488347	1.8648447561079617	1.3293341444858862
4.656823167490263 	 1.5083752600150406	1.8433558517276245	1.3050920557475976
4.658624803121871 	 1.4990628799212957	1.8479215254176693	1.3116403977829063
4.620053370553753 	 1.4705796803404203	1.849142794062882	1.3003308961504518
4.672571517084924 	 1.5032707135013927	1.8404636073951328	1.328837196188398
4.6582397571447824 	 1.4826811421909523	1.8302913769817937	1.3452672379720367
4.601392651912908 	 1.482202475494565	1.8206156922793615	1.2985744841389821
4.605624715359488 	 1.4751182738856192	1.8233213066568443	1.3071851348170245
4.614746223664028 	 1.491995487945455	1.8224089270610357	1.300341808657537
4.668690598851235 	 1.496732025695596	1.8601054450142813	1.3118531281413577
4.751155469067018 	 1.5252069031826796	1.9107217903739255	1.3152267755104126
4.763404017935033 	 1.5273154044987711	1.906049745099299	1.3300388683369635
4.6848160718676946 	 1.5192391346329774	1.8527199916293997	1.3128569456053176
4.824172689855283 	 1.5224516492578246	1.9415302216282173	1.3601908189692409
4.8041023297138175 	 1.5333316315951828	1.9273422028972589	1.3434284952213762
4.7879392267362775 	 1.5259653097312187	1.933768135693579	1.3282057813114798
4.807417244513541 	 1.5390620253988678	1.9283962328026831	1.33995898631199
4.788526321288788 	 1.5335876535014448	1.914108803896942	1.3408298638904006
4.767770393205197 	 1.5028408257720727	1.9172603802837567	1.347669187149368
4.817243240905213 	 1.5588169533998015	1.9469302643627482	1.3114960231426631
4.692460266530845 	 1.4920255962563194	1.860018000017286	1.3404166702572398
4.679781808849563 	 1.513389685442521	1.870141434733151	1.2962506886738905
4.667994340301612 	 1.5030604083264478	1.84453022422881	1.3204037077463542
4.6176357398972225 	 1.4818296633418662	1.8463133368367608	1.2894927397185962
4.742517659296032 	 1.4978152268100315	1.88682295034617	1.3578794821398312
4.683129801626997 	 1.5014538997091955	1.8618751230117985	1.3198007789060022
4.613471117328998 	 1.5055129280781947	1.8258868919861375	1.2820712972646653
4.724867863200401 	 1.5106149518487018	1.8798495521041996	1.3344033592474993
4.733502247398228 	 1.5149950137755888	1.8870080825558238	1.331499151066815
4.743075717619163 	 1.521111126719556	1.8931632114576538	1.3288013794419535
4.65899827860849 	 1.4987784311985026	1.8582893290122482	1.301930518397738
4.690199931796057 	 1.487145156932994	1.8785369097088256	1.324517865154237
4.6724888999949545 	 1.5196320152885563	1.8448774612805905	1.3079794234258082
4.776823293452489 	 1.51169291261321	1.9082120416030657	1.3569183392362134
4.793681491158747 	 1.526937384142212	1.9324164274860185	1.3343276795305161
4.846368284741773 	 1.5280102618672162	1.9551236187731587	1.3632344041013988
4.842238538236141 	 1.5261853897891053	1.930115065332549	1.3859380831144865
4.807748013191844 	 1.5291171657677443	1.9411371672782218	1.3374936801458785
