# /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/CVs/cumulativeHardEnrichment.py --model /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/POPC/1/323K/1POPC.psf --traj /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/POPC/1/323K/fixed_1POPC_100.dcd --lipid_list /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/POPC/lipidList.dat --r /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/POPC/323K/avgRcutoff.dat
# cumEnrichmentAVG	DPPC-DPPC	POPC-POPC	CHOL-CHOL
3.5835081228052097 	 1.194222649006662	1.1552221345683813	1.2340633392301665
3.4709332828540327 	 1.1555959771417803	1.143887811213292	1.1714494944989604
3.5066520290570455 	 1.1645840059769301	1.1729024631624796	1.169165559917636
3.5314849008895868 	 1.1641195742247739	1.1759741523737024	1.1913911742911107
3.5671157754689005 	 1.1608070711867322	1.2013697026567725	1.2049390016253958
3.4255863731133367 	 1.158732747148636	1.1470283759653164	1.1198252499993846
3.529408140095365 	 1.16231487111925	1.1353115963356712	1.231781672640444
3.4254592251139258 	 1.1442179693783205	1.1183466483851827	1.1628946073504225
3.372574864538187 	 1.1163208722579159	1.142010264715734	1.1142437275645372
3.4530589235990288 	 1.12745061377399	1.1473743772190605	1.178233932605978
3.489324453639305 	 1.1832131166032487	1.1630581837552973	1.1430531532807593
3.508298989784842 	 1.1519622773110498	1.1484394568911382	1.2078972555826542
3.438110683407467 	 1.1375712475422761	1.108100489833927	1.1924389460312637
3.4272856945202026 	 1.1166898489158066	1.1202348960552218	1.1903609495491743
3.3918147740590907 	 1.1371790011682992	1.1198086498266244	1.1348271230641673
3.4858851223437437 	 1.1636607864779682	1.1437791448999526	1.178445190965823
3.4089970660043436 	 1.146119363714714	1.143780344605092	1.1190973576845376
3.583908661699966 	 1.1773586232975841	1.16089206912559	1.2456579692767917
3.482130708939868 	 1.1489972204181886	1.158493065215033	1.1746404233066463
3.5081381048001146 	 1.155448188375788	1.1343761849403635	1.218313731483963
3.452737584870921 	 1.1525097867288705	1.150157725939628	1.1500700722024226
3.4330929588498775 	 1.1381796281228367	1.1240553721378586	1.1708579585891825
3.4878979778574255 	 1.1416917906086423	1.1626402638308195	1.1835659234179634
3.4363626108900838 	 1.1490116127902563	1.1455191762772161	1.1418318218226111
3.4879925084696675 	 1.1863260679705945	1.1300576378692224	1.1716088026298508
3.5339562176873636 	 1.1744851628313142	1.166205811230288	1.1932652436257611
3.524359987975902 	 1.157151963253698	1.157151963253698	1.210056061468506
3.4363132253070616 	 1.169668540550528	1.1297801449851137	1.13686453977142
3.5058441259191193 	 1.1577580250507529	1.1530564696190744	1.195029631249292
