# /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/CVs/cumulativeHardEnrichment.py --model /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/POPC/1/450K/1POPC.psf --traj /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/POPC/1/450K/fixed_1POPC_100.dcd --lipid_list /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/POPC/lipidList.dat --r /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/POPC/450K/avgRcutoff.dat
# cumEnrichmentAVG	DPPC-DPPC	POPC-POPC	CHOL-CHOL
3.573203176319602 	 1.194222649006662	1.1449171880827735	1.2340633392301665
3.6432489055915656 	 1.169297920751353	1.1513325659662426	1.32261841887397
3.7472890298918387 	 1.1622830083734637	1.1639163938208519	1.421089627697523
3.7508414783678488 	 1.1801687872504778	1.1627437482665546	1.4079289428508164
3.733372186921035 	 1.1948622044820947	1.1484964256175614	1.3900135568213785
3.7528372579268727 	 1.169489679949886	1.1854057219482468	1.3979418560287402
3.6783408513577265 	 1.1771424882916954	1.1472087494055483	1.3539896136604828
3.701583147111808 	 1.1935325366625658	1.137610949053055	1.3704396613961873
3.6764124588314044 	 1.19107557842091	1.1520348233665376	1.3333020570439569
3.6894754269820282 	 1.1668203028009771	1.1478493666759817	1.3748057575050696
3.6674946274573053 	 1.1982002491151733	1.1488632236399101	1.3204311547022218
3.778356178171061 	 1.2252945117998646	1.1584633697183748	1.3945982966528216
3.6880185779249035 	 1.1958733965874508	1.1533267926654331	1.3388183886720193
3.681213576928026 	 1.2044957746451896	1.138476865355631	1.3382409369272048
3.607917278684039 	 1.1578394457858403	1.126288107084332	1.3237897258138664
3.6341537112652635 	 1.1838003419691643	1.124928168999059	1.3254252002970404
3.708895391258068 	 1.2042083577060336	1.1588693598626099	1.345817673689425
3.7354491527534517 	 1.166133029132346	1.1744630058280232	1.3948531177930825
3.787547635384227 	 1.2351036434423317	1.191573905451849	1.3608700864900465
3.7262124025910808 	 1.2265315576983022	1.1744787204274385	1.3252021244653402
3.652445276973988 	 1.2086656408686205	1.1593206793572326	1.284458956748135
3.625137603392837 	 1.1632392369544409	1.1393835240576862	1.32251484238071
3.675339908006214 	 1.1542485981764539	1.1333356496149305	1.3877556602148293
3.755848248958886 	 1.2159150908982923	1.1835365397385003	1.3563966183220935
3.6775539622668156 	 1.1906903414358851	1.1689098472241972	1.317953773606733
3.660298408873059 	 1.2252839021583273	1.1487286400022696	1.2862858667124621
3.569389602523695 	 1.1733779012936862	1.1337386092309392	1.2622730919990697
3.6450289931675517 	 1.1995202450333617	1.1202400414767253	1.3252687066574642
3.6218660507672795 	 1.1449915409070872	1.1350896443985516	1.3417848654616407
3.6410550926848946 	 1.2026864327908537	1.153523214383858	1.2848454455101828
3.65914606781708 	 1.1806906820893066	1.154392254343892	1.3240631313838818
3.6866220288114917 	 1.185371794423529	1.164217976511248	1.3370322578767149
3.704188139721956 	 1.1918389082301206	1.1428947570794736	1.369454474412362
3.8944510890036494 	 1.1949962987250715	1.2078191189872038	1.491635671291374
3.5312036052362474 	 1.174715310668931	1.1006951424489566	1.25579315211836
3.767468153794791 	 1.1814591886802774	1.1440637312795996	1.4419452338349141
3.687663892810329 	 1.189562732163628	1.1682209080659582	1.3298802525807427
3.714432783677012 	 1.1520417615869956	1.1493915949525784	1.412999427137438
3.529056652395166 	 1.1562395790007212	1.1265229737951183	1.246294099599327
3.6784241723649496 	 1.1892462824094092	1.1578579927870867	1.331319897168454
3.7362412270235694 	 1.2024757150609955	1.1728433385912096	1.3609221733713643
3.7452003710168356 	 1.2192734738710185	1.1687582987713812	1.3571685983744357
3.785249261490379 	 1.2021126478828772	1.1662041132521002	1.4169325003554019
3.7638125105453786 	 1.2115918750516506	1.176708406676425	1.375512228817303
3.5415495626069435 	 1.1365252375922665	1.1476218879734263	1.2574024370412507
3.711272405736518 	 1.232592783196571	1.1381587897725647	1.3405208327673823
3.6334913255246963 	 1.2229768585127097	1.1516284553790834	1.2588860116329033
3.683261348289588 	 1.1966342403608714	1.1538073523170418	1.3328197556116752
3.6567512814655387 	 1.1752772897753334	1.119290785233072	1.3621832064571329
3.6852619554716872 	 1.1992901430392449	1.172480840752485	1.3134909716799577
3.7354105159417283 	 1.1980279370471156	1.1608046228173212	1.376577956077291
3.6076577594231045 	 1.1641572413413743	1.1019784881740349	1.3415220299076953
3.634225502219235 	 1.1805185966195042	1.104613377738458	1.3490935278612728
3.636956298836436 	 1.1878086013321116	1.1544326703545156	1.2947150271498087
3.636091304149878 	 1.2206363626099639	1.1339508877238869	1.2815040538160274
3.6449875032198547 	 1.1761934147278317	1.1390983793627991	1.3296957091292236
3.700325517570831 	 1.1891340395580259	1.1764565561260367	1.3347349218867683
3.5652034871639486 	 1.1889305391673983	1.1589254554393953	1.2173474925571552
3.7444719776039856 	 1.2286225387709857	1.1988331660485745	1.3170162727844255
3.6461682814764163 	 1.1679118557533354	1.1653795454328828	1.3128768802901978
3.641943496603518 	 1.1772541474632296	1.156630711105568	1.3080586380347201
3.649551749214268 	 1.1978914889140384	1.1435678678816776	1.308092392418552
3.6458436022946277 	 1.1684860526453082	1.1539980142755502	1.3233595353737693
3.6524025297405034 	 1.2065720845053285	1.1540681442404983	1.2917623009946766
3.7333607145172345 	 1.1694895681291846	1.130910304863743	1.4329608415243071
3.7152231175459143 	 1.201427066740147	1.1274815403733587	1.3863145104324086
3.7442264994775805 	 1.2060982434520613	1.1663978620897963	1.3717303939357226
3.67946473376245 	 1.213509953170448	1.1525531700212794	1.3134016105707227
3.711843776268121 	 1.1637808605173972	1.1293799820171984	1.4186829337335256
3.7687189445211295 	 1.2410368713502304	1.1712242799543535	1.3564577932165456
3.740409982746769 	 1.227419981748846	1.166225052016221	1.3467649489817022
3.727986307134153 	 1.2017121639589265	1.1506600563666538	1.3756140868085724
3.760408612232835 	 1.2012087746564049	1.1341467431891097	1.4250530943873205
3.671250929133561 	 1.2267974111038507	1.1377929962215083	1.3066605218082017
3.7693004560392875 	 1.2103850705540347	1.1630513720830007	1.3958640134022522
3.6458976368447726 	 1.216058663039497	1.1486481105470334	1.2811908632582423
3.643992070755951 	 1.1692564511569754	1.1881114774811732	1.2866241421178026
3.6496649428393564 	 1.1785458081609548	1.1413728258289964	1.329746308849405
3.749907995521185 	 1.2068513199225968	1.1692487696667535	1.3738079059318347
3.5553631915501747 	 1.1506168451141936	1.1506849365047027	1.2540614099312781
3.66942608385248 	 1.1863256139801397	1.13333068676907	1.3497697831032702
3.7077238923578424 	 1.1793167174823243	1.1642503335453493	1.3641568413301683
3.660544049736417 	 1.1502006360912753	1.1644967669942972	1.3458466466508443
3.7592291910698803 	 1.1878901710901104	1.1569328050737848	1.4144062149059853
3.604256811165685 	 1.160855466520365	1.181423409831512	1.2619779348138085
3.745342570547525 	 1.1946830615811512	1.1785850403873548	1.3720744685790192
3.654013827993163 	 1.1980751879726077	1.154346911058982	1.301591728961573
3.733498114886852 	 1.1890446627540983	1.1508356683680008	1.393617783764753
3.6056418539386845 	 1.1694127829039278	1.1429954543711467	1.29323361666361
