# /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/CVs/segregationIndex.py --model /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/POPC/1/450K/1POPC.psf --traj /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/POPC/1/450K/fixed_1POPC_100.dcd --lipid_list /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/POPC/lipidList.dat --r /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/POPC/450K/avgRcutoff.dat
# segregationIndex	DPPC	POPC	CHOL
0.9416051517152789 	 0.39260830051499546	0.3882443928847641	0.16075245831551946
0.9304875907408676 	 0.3770260747004933	0.3857566765578635	0.16770483948251078
0.9484996102076189 	 0.37386443046820406	0.3870779976717113	0.18755718206770358
0.959881319763726 	 0.3857192859642982	0.3922603342128408	0.18190169958658706
0.9535894153379931 	 0.38523162661093696	0.38653960690887434	0.18181818181818182
0.9538906440729541 	 0.3783783783783784	0.39284684164984135	0.18266542404473438
0.9308423530596481 	 0.3783592644978784	0.3836026331538001	0.16888045540796964
0.941198005288664 	 0.3869399096908649	0.3802236609770453	0.17403443462075385
0.9453270327504525 	 0.38908327501749473	0.3858106127235415	0.1704331450094162
0.9411837403780257 	 0.38095238095238093	0.38326506729081333	0.17696629213483145
0.9473747026200517 	 0.3923050498110615	0.38801628853984876	0.16705336426914152
0.9697278767297847 	 0.3990482664853841	0.38911407064273307	0.18156553960166744
0.9454472736043849 	 0.3883426966292135	0.38902147971360385	0.1680830972615675
0.9341728652005105 	 0.3864406779661017	0.3807580174927114	0.1669741697416974
0.9139960326228963 	 0.3699897225077081	0.37554585152838427	0.16846045858680392
0.9365235518289887 	 0.3882556131260794	0.3780949606757938	0.17017297802711548
0.9460075956918172 	 0.39232718060079624	0.38433734939759034	0.16934306569343066
0.9580212783708185 	 0.3823008849557522	0.3975301381946486	0.17819025522041762
0.9737407034371005 	 0.4024982650936849	0.4	0.17124243834341554
0.9668155871423567 	 0.40112005600280015	0.3972643473089503	0.16843118383060635
0.9460065915518712 	 0.39872068230277186	0.38966438966438965	0.15762151958470977
0.9241884039011738 	 0.37589376915219613	0.37924151696606784	0.16905311778290993
0.922906026510146 	 0.3711624698171783	0.3754325259515571	0.1763110307414105
0.9789946612079587 	 0.4046610169491525	0.3996489174956115	0.17468472676319477
0.9404469182571998 	 0.38633193863319387	0.38816362053959963	0.1659513590844063
0.9486434054950624 	 0.3967391304347826	0.390431187241583	0.16147308781869688
0.9176547433450044 	 0.3785467128027682	0.38352104327208064	0.15558698727015557
0.9279118347471975 	 0.3845108695652174	0.3740838463793609	0.16931711880261927
0.9166181573161623 	 0.3692416725726435	0.3783624002364765	0.16901408450704225
0.9501323982284441 	 0.39823609226594303	0.3879920702350609	0.16390423572744015
0.9398470495744585 	 0.3849343469246717	0.38793853290808933	0.1669741697416974
0.9337379604585311 	 0.3804195804195804	0.3877430760164997	0.16557530402245088
0.94704370861488 	 0.3813762410133516	0.3883089770354906	0.17735849056603772
0.987320818680385 	 0.38755304101838756	0.40410557184750734	0.1956622058144901
0.8942339957127717 	 0.3785129847029527	0.36135207897098415	0.15436893203883495
0.9575266572767785 	 0.3819130434782609	0.38509316770186336	0.19052044609665428
0.9557023731571854 	 0.39140976792518184	0.3973201281677833	0.1669724770642202
0.9400174750139226 	 0.3744194355126831	0.38504894690002966	0.18054909260120985
0.8947785065816669 	 0.3720259552992069	0.37110311750599523	0.1516494337764648
0.9407382050747733 	 0.38716502115655854	0.38690651725154823	0.16666666666666666
0.9668713735259687 	 0.39930313588850175	0.3927752293577982	0.17479300827966882
0.9577399982936393 	 0.3972847445516256	0.38968824940047964	0.170767004341534
0.9723256143372914 	 0.39100346020761245	0.3968066232998226	0.18451553082985628
0.9585267792297492 	 0.39008849557522124	0.39293201557352503	0.1755062680810029
0.8977624567051301 	 0.3660176991150442	0.37819025522041766	0.15355450236966825
0.9548205142244036 	 0.40069565217391306	0.3833233353329334	0.17080152671755724
0.939636991263421 	 0.4063976735732461	0.38044126416219437	0.15279805352798054
0.938245218941683 	 0.3854419410745234	0.383601756954612	0.16920152091254753
0.9231350974995914 	 0.3746498599439776	0.37670609645131936	0.17177914110429449
0.941464163423017 	 0.3872325499824623	0.39149689991142606	0.16273471352912855
0.9431559246115577 	 0.3871657754010695	0.38461538461538464	0.1713747645951036
0.9013931007120123 	 0.3682777399591559	0.36268221574344023	0.1704331450094162
0.9177458472877627 	 0.3789103690685413	0.36625637946562595	0.1725790987535954
0.9318973479532606 	 0.3845070422535211	0.3841841251106521	0.1632061805890874
0.9429511617295093 	 0.40211267605633805	0.3820627802690583	0.15877570540411287
0.9304838456378527 	 0.38432188692334374	0.37628865979381443	0.1698732989206945
0.9568446566015301 	 0.38716356107660455	0.3950332082009818	0.17464788732394365
0.9180056825852454 	 0.38427043808209727	0.3853051778999132	0.14843006660323502
0.9740417791951773 	 0.40453418349273823	0.40498072932107915	0.16452686638135997
0.9310150762039493 	 0.3840631730078966	0.387701317715959	0.1592505854800937
0.9255214830719726 	 0.38519045923816303	0.37850332273909276	0.1618277010947168
0.9415310163723244 	 0.3910806174957118	0.38432510885341076	0.16612529002320187
0.9351012017578313 	 0.3820146392471244	0.38657407407407407	0.16651248843663274
0.938768699525031 	 0.39150121908742597	0.3865447034523458	0.16072277698525916
0.9353113115949656 	 0.3752635277582572	0.37389249852333134	0.186155285313377
0.9409882028703745 	 0.3842398884239888	0.38077858880778587	0.1759697256385998
0.9618825098363551 	 0.3987229514012061	0.3878681831437737	0.17529137529137528
0.9504892402664709 	 0.3988938817836156	0.3874162540052432	0.16417910447761194
0.9294929710765627 	 0.3718130311614731	0.3762019230769231	0.1814780168381665
0.9709870998825307 	 0.4074074074074074	0.38974970202622167	0.17382999044890163
