# /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/CVs/wDBSCANanalysisSpecies.py --model /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/DIPC/1/323K/1DIPC.psf --traj /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/DIPC/1/323K/fixed_1DIPC_100.dcd --lipid_list /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/DIPC/lipidList_NO_CHOL.dat --r /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/DIPC/323K/avgRcutoff_NO_CHOL.dat
# Individual Species Contribution :	 DPPC-DPPC	DIPC-DIPC
# weighted-Mean-cluster-lipid	 wStd-cluster-lipid	        Silhouette Coefficent
18.223214285714285	16.747474747474747 8.16537749699102	5.932862484455823 0.44427299357326094	0.4690199549952573
185.24657534246575	71.57142857142857 87.66148790018602	38.07799855020529 -0.06120476481526276	0.1457892312532584
97.72839506172839	54.8099173553719 65.09821873607109	27.239165425009283 0.05824667759730109	0.2633831664429567
245.0580474934037	87.40077821011673 88.9646801185098	53.41634864810898 0.03472916860176077	0.0990589112716068
152.1457800511509	116.84057971014492 95.12534052806737	56.12476349994542 0.02575081652188605	0.13634788525212474
108.80115273775216	54.55686274509804 56.03553009187081	23.354801789529706 0.04245475314242371	0.24054179108737406
141.24043715846994	78.65530303030303 71.5366626460945	46.207848628865776 0.00795587385732295	0.2546497215702229
192.60054347826087	83.24028268551237 96.01214653528649	35.4615035772948 -0.04183102792656525	0.14128290746683256
90.81016042780749	47.47709923664122 42.85947443882302	23.659912516487925 0.12582102295745706	0.2850122229917351
83.05833333333334	53.80916030534351 51.586975504158666	19.117001946357863 0.19083221329034003	0.28937990583544304
113.16879795396419	47.55350553505535 47.404631933326016	30.602617533282114 0.05399987084931844	0.2736675694477205
132.3550135501355	87.35249042145594 65.31608560339446	57.219399320062415 0.05515136512625638	0.03680480739933257
140.92977528089887	84.06367041198502 92.37766347412271	44.26240775292425 -0.09205884056643296	0.18367343341932837
162.053050397878	44.56159420289855 90.56344316944714	21.607328408129913 0.12679589544670652	0.22334983740287329
155.29528535980148	58.20074349442379 53.315854118196526	31.368724500218942 0.06677414610227886	0.24937353894114248
145.37570621468927	66.78947368421052 82.03270381108841	24.61518018772986 0.00954054478391259	0.24542670580121018
118.7896174863388	55.56704980842912 70.11467578942279	21.12760688110282 0.04104683952883368	0.326751384778846
183.6854219948849	107.87636363636364 111.54926551343414	74.22260857138137 -0.06053280627600587	0.037902671782391664
101.03260869565217	93.16600790513834 52.26473187095226	71.84384217709083 0.11317817533117143	0.08121199768803974
181.91022443890273	99.27816901408451 93.61566209628167	61.60171437183301 -0.12810195882013467	0.013797054560715701
234.5967365967366	151.940625 88.99225019860327	74.53602048412147 0.04057403840975803	0.3541989408738714
119.69268292682926	153.15666666666667 48.695702170469566	60.494342343359314 0.2000443983613194	-0.009212746385932842
252.59637188208617	99.87919463087249 113.81109935345987	61.76241692419285 -0.0061978507178889345	0.21093404727547482
281.43908629441626	112.12786885245902 75.50363957461161	49.87788409393204 -0.04328554474518573	0.07621610531676302
311.675057208238	156.82006920415225 69.13800509536358	63.76016490230333 -0.0951694030860089	0.10206904340050933
198.1238095238095	145.43243243243242 78.16858402417604	62.030197763861864 0.13234542993607448	0.012448875118540054
297.65848214285717	152.9 72.20105775231588	75.03442543259726 -0.020131864376658648	0.21165347639721538
241.0401891252955	89.52842809364549 110.46936523008428	38.60573840761678 -0.09107850852171047	0.26587453669865274
190.45316455696204	71.47222222222223 96.57090113321807	40.405057515606956 -0.02290907625324631	0.21211015263171254
221.08192771084336	100.01269841269841 115.14379919331077	36.96982678778153 -0.23830576173259532	0.1793320563812557
293.93556085918857	90.02721088435374 72.16239409872804	35.92801676713416 -0.023673617279770933	0.20423701628865126
175.08515815085158	51.350515463917525 100.35547547867846	20.122839891558726 0.1093603140144823	0.3669618213112158
223.41299303944317	146.57142857142858 119.95612584676401	91.39076253118952 0.07546397939339373	0.1472388479636764
168.62807881773398	117.22456140350877 66.64287662371308	55.640501090929604 0.025535439542229005	0.10306256436052949
223.2408376963351	141.68904593639576 92.27303899272374	52.10463229755695 -0.09825164580026914	0.058134477174656175
150.12299465240642	171.0177304964539 96.77622269303856	52.97031522993396 -0.14498229543689947	0.05166228582937131
182.72058823529412	145.08653846153845 82.43042442109717	61.94560950330298 -0.053592296138214764	-0.03889227036907819
262.4153846153846	173.88993710691824 87.81482130162702	64.24626234873286 0.015490827801211372	-0.03680057666606116
284.4188235294118	142.75087719298244 77.49175970479267	52.371859066081946 0.008184938233321165	0.10632090592443151
173.71495327102804	153.0273037542662 89.126881418307	54.757603663252674 -0.005158455303381514	0.09663337016500888
277.4942528735632	159.553125 76.13784739570063	70.49164615565716 0.0390724445306428	0.17659515484447355
278.0351288056206	182.0531561461794 87.98454294029139	39.29347580539683 0.13487627783655698	-0.004269961544666166
166.05454545454546	150.3984962406015 82.5838551333703	64.50755505669737 0.07400521853695446	0.0715435717904706
184.94736842105263	130.3044982698962 81.97722488803196	66.05699552633513 0.0963669134321394	0.18852506561810004
263.84708737864077	127.22758620689655 99.4895877669664	54.56135361193586 0.012767080118882043	0.15366503085239128
250.20098039215685	115.29452054794521 88.08075505355036	57.40974665569859 0.01137548981930047	0.12257108896622086
174.51891891891893	107.5478927203065 106.85383256564268	52.04458195513768 -0.025411486206312114	0.1825535656039969
119.59947643979058	52.30711610486891 69.21152265942307	25.941219674487222 -0.06349433470550861	0.27001188339436627
203.7657004830918	78.2756183745583 69.03041885230584	34.73628573810241 0.0630554387360684	0.20759212224770382
145.66929133858267	57.840304182509506 82.49104509911996	26.062902322535244 0.013524441323584092	0.22958940853605087
134.91689008042894	85.23371647509579 74.25545400379445	40.802145879966105 0.04307381771586383	0.17437894158475117
174.49131513647643	92.98561151079137 81.1260808345298	56.93306502982957 -0.02174317639544919	0.18583317249856482
137.75862068965517	118.890625 76.53899397103088	58.082811890518656 0.04984746653281887	0.13316949034017525
106.80890052356021	149.12937062937064 50.254198067410066	52.66533119039604 0.0832591882997317	0.17467194150917556
96.97097625329815	75.83657587548637 41.00005408126899	42.465052520297625 0.15796994638394735	0.1403061714111896
170.5325	53.56410256410256 96.96189428713734	23.46668811956293 -0.0641586789659941	0.24189199189627353
140.8503937007874	65.02573529411765 73.07876009491645	22.92513550002784 0.0801480255501178	0.1875254064985255
142.51822916666666	48.445283018867926 59.954450427226966	20.228082161657547 -0.0020430801704743305	0.2551870535264804
112.91711229946524	62.490272373540854 67.21460622555865	47.11432513577736 -0.0007098357973959594	0.20012584888657062
160.81976744186048	69.16349809885932 112.70744215101763	36.10641062392567 -0.009931494091713063	0.2543893597113757
202.06218905472636	49.667883211678834 90.97773831460024	25.940891357552015 -0.061572638129264515	0.1704454511158488
202.87841191066997	106.45583038869258 89.08313013639186	55.24779380593879 0.11116230403139966	0.15396381090242042
176.57894736842104	123.35593220338983 115.06930747031976	79.52549164098997 0.10532566606373357	0.2568047546154333
201.47445255474452	109.09964412811388 82.71697827983402	65.5539551202048 0.011464598091037224	0.1942546161702289
126.0048309178744	99.7844522968198 54.9848022555114	53.12628636031825 0.03679164160108443	0.1686633906837609
133.3132530120482	135.47222222222223 52.68248324846829	56.58234467035686 0.12010117111794301	0.10198600026802535
303.68080357142856	116.5663430420712 80.12834786451752	52.11928967169758 -0.010017861082617954	0.16669033929773264
