# /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/CVs/DBSCANanalysisSystem.py --model /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/DIPC/2/298K/2DIPC.psf --traj /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/DIPC/2/298K/fixed_2DIPC_100.dcd --lipid_list /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/DIPC/lipidList_NO_CHOL.dat --r /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/DIPC/298K/avgRcutoff_NO_CHOL.dat
# System consisting of species :	 DPPC	DIPC
# Cluster-count	Core lipid to total lipid	        Cluster lipids to total lipids	        Outlier lipids to total lipids	        Silhouette Coefficent for lipid species
43 0.1783625730994152 0.4656432748538012 0.5343567251461988 0.5093408464111163	0.15302759297062762
41 0.4064327485380117 0.7880116959064327 0.21198830409356725 0.24827849180198477	0.23440418363270712
24 0.48830409356725146 0.8194444444444444 0.18055555555555555 0.22128977034125996	0.2598008995171451
21 0.5665204678362573 0.8961988304093568 0.10380116959064327 0.12403660688727142	0.2909035376889181
24 0.5285087719298246 0.8647660818713451 0.13523391812865498 0.09171987975749976	0.061405217543117736
22 0.5109649122807017 0.8260233918128655 0.1739766081871345 0.10810776695297677	0.15817384178138616
17 0.5679824561403509 0.8786549707602339 0.12134502923976608 0.02693401894157828	0.0460361328702972
15 0.6133040935672515 0.8888888888888888 0.1111111111111111 0.09737987092918013	-0.11916389601456252
15 0.60453216374269 0.8823099415204678 0.11769005847953216 0.18913158212031267	0.13519676785522639
16 0.5723684210526315 0.8786549707602339 0.12134502923976608 0.03183038181780515	0.32847378963706364
11 0.6125730994152047 0.8896198830409356 0.11038011695906433 -0.06939316417955202	2
9 0.6030701754385965 0.8779239766081871 0.12207602339181287 0.12813080673510654	0.120471584372794
10 0.6264619883040936 0.8596491228070176 0.14035087719298245 0.18568830399319647	0.23943872643389277
12 0.6535087719298246 0.902046783625731 0.097953216374269 -0.019919847242304292	0.10303926559789883
12 0.6535087719298246 0.9035087719298246 0.09649122807017543 -0.020060555593364587	0.26954972808890826
10 0.6907894736842105 0.9144736842105263 0.08552631578947369 0.016396856970267354	0.13881449287887845
5 0.6739766081871345 0.8874269005847953 0.11257309941520467 2	0.18699269137638871
