# /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/CVs/cumulativeHardEnrichment.py --model /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/DAPC/1/423K/1DAPC.psf --traj /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/DAPC/1/423K/fixed_1DAPC_100.dcd --lipid_list /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/DAPC/lipidList_NO_CHOL.dat --r /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/DAPC/423K/avgRcutoff_NO_CHOL.dat
# cumEnrichmentAVG	DPPC-DPPC	DAPC-DAPC
2.9508854459310294 	 1.3749731544121322	1.5759122915188972
2.6796275396549616 	 1.2834717263224464	1.3961558133325154
2.6313812090945126 	 1.2698346526251831	1.3615465564693292
2.7209120155599695 	 1.308597692515863	1.4123143230441064
2.5906607147815808 	 1.2628948053592048	1.327765909422376
2.719366470735719 	 1.2686923174049638	1.4506741533307548
2.582394500276055 	 1.2421829071883725	1.3402115930876823
2.6535770179912226 	 1.2588873764905695	1.394689641500653
2.6807223658834234 	 1.2600238347273067	1.4206985311561167
2.7460039273507433 	 1.3231192567364451	1.4228846706142981
2.808048958371633 	 1.3320293969617787	1.4760195614098541
2.785453569495023 	 1.3260576880350254	1.4593958814599974
2.7769039826523962 	 1.3134176631156467	1.4634863195367496
2.686607394212297 	 1.2895495458977484	1.3970578483145486
2.8421298796237324 	 1.312019425205535	1.5301104544181974
2.818909755726371 	 1.348029212277952	1.4708805434484191
2.8432044173944013 	 1.3317181330987298	1.5114862842956716
2.789572670727516 	 1.3114755838389285	1.4780970868885874
2.751027991731022 	 1.2790357152029883	1.4719922765280335
2.7855650783888892 	 1.3114301622847393	1.4741349161041497
2.6919927722368886 	 1.286217034392056	1.4057757378448326
2.693920911758315 	 1.291710490901349	1.402210420856966
2.741775647796975 	 1.3009099042823633	1.4408657435146117
2.670607985811617 	 1.3068887257667319	1.3637192600448853
2.720282189129535 	 1.2700383184008217	1.450243870728713
2.862045565668894 	 1.3156359081674218	1.5464096575014725
2.695689516936551 	 1.2751048469011903	1.4205846700353608
