# evolution.py --suffix FLC --temperature 323 --plotscale energy --dat_file ClusterLipids2Total/DPPC_DIPC_CHOL/323K/1/pdist.h5
# # energy
2.978030641867191797e+00 2.834802165473665259e+00 2.389893881082889138e+00 2.533122357476416120e+00 2.457521316609617035e+00 inf inf inf inf 2.088214073085640443e+00 inf 2.834802165473665259e+00 inf 2.533122357476416120e+00 2.389893881082889138e+00 2.834802165473665259e+00 2.533122357476416120e+00 inf inf 1.883809139842843594e+00 2.717775979238404638e+00 2.834802165473665259e+00 2.978030641867191797e+00 3.867847210648743150e+00 3.162684263629180315e+00 2.533122357476416120e+00 2.457521316609617035e+00 2.173923464209319256e+00 1.913668801580531875e+00 2.533122357476416120e+00 1.567704747828065459e+00 1.752358369590053533e+00 1.168993875960746553e+00 1.663684229659407654e+00 1.319447948082198341e+00 1.410368737053260491e+00 1.031539354324636948e+00 1.239822649672550403e+00 1.178646192823280314e+00 8.166746517219904966e-01 1.208505854560968595e+00 9.183915301944929332e-01 1.178646192823280314e+00 8.929677325216405226e-01 1.438900855452067695e+00 1.453657067984099882e+00 1.063242932801668150e+00 2.533122357476416120e+00 1.729015179818543357e+00 inf inf 2.533122357476416120e+00 2.834802165473665259e+00 inf inf inf 3.867847210648743150e+00 2.618831748600094489e+00 2.834802165473665259e+00 2.717775979238404638e+00 1.855277021444036167e+00 1.855277021444036167e+00 1.623554477214056213e+00 1.272746121406620912e+00 1.229213036621322752e+00 1.105209966742239258e+00 1.113942985477544889e+00 1.383051126066077385e+00 1.284106895427767681e+00 1.208505854560968373e+00 1.484227939739750646e+00 1.468760517189755976e+00 1.855277021444036167e+00 1.913668801580531875e+00 3.162684263629180315e+00 inf inf inf inf inf 3.162684263629180315e+00 2.272867694847628961e+00 2.012613032218841358e+00 1.468760517189755976e+00 1.516327977139541261e+00 1.516327977139541261e+00 1.239822649672550403e+00 1.218775945268632199e+00 8.566259342717004177e-01 1.131773770272800794e+00 1.383051126066077385e+00 1.369816286551446272e+00 1.424476271434538699e+00 1.801757120298586035e+00 1.855277021444036167e+00 3.422938926257967474e+00 2.717775979238404638e+00 2.834802165473665259e+00 3.422938926257967474e+00 inf
inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf 3.663442277405946079e+00 inf 2.916854185017922596e+00 2.958279330386383243e+00 3.050131036091386250e+00 2.297400629122038129e+00 1.837388895525605692e+00 1.703179775623704373e+00 1.488941794283745512e+00 1.497674813019051143e+00 1.363299814585268832e+00 1.016444897434359174e+00 1.048385167073389468e+00 6.725614515832352147e-01 6.823611377439806613e-01 8.058383026566989793e-01 5.873080938539023688e-01 8.491614297264100664e-01 1.033281717867733374e+00 1.298889764118592138e+00 1.342253110181350850e+00 1.547953436347257128e+00 1.656477948948127166e+00 2.656599522389134993e+00 inf 4.696487322581025303e+00 inf 3.286161428541898744e+00 2.916854185017922596e+00 2.806549180358465900e+00 2.683917133376318542e+00 2.037145966493250082e+00 2.037145966493250082e+00 1.381381770182219526e+00 1.057178002869969546e+00 1.359743755763621165e+00 1.057178002869969324e+00 1.137221047454819889e+00 1.697152811384238236e+00 1.493293451464165367e+00 1.308639829702176849e+00 1.129742901016648426e+00 1.533845901965979364e+00 1.753548114092952748e+00 2.452194589146337922e+00 2.580998481522335908e+00 3.286161428541898744e+00 inf inf inf 2.656599522389134993e+00 3.101507806779910670e+00 1.951436575369571713e+00 1.691181912740784332e+00 1.282961726568176752e+00 1.392480611134830015e+00 1.228687131654957909e+00 1.137221047454819889e+00 1.095952627023174752e+00 1.292471040873465205e+00 1.016444897434359174e+00 1.022707063939389593e+00 1.502086287260745445e+00 1.951436575369571713e+00 2.916854185017922596e+00 3.447471860532377086e+00 inf 4.696487322581025303e+00 inf inf inf
inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf 3.622017132037485432e+00 4.108350561796721756e+00 3.622017132037485432e+00 2.447350287091369037e+00 2.235529886671769439e+00 2.667840912614617199e+00 1.851220060914221976e+00 1.336242271834722217e+00 1.356501252091513399e+00 9.923232151774341592e-01 1.106421838866463503e+00 7.526226996257308066e-01 5.757917164711509050e-01 5.888178473807050839e-01 8.226390862204291388e-01 6.093253693917705105e-01 1.204106010977948449e+00 1.208760614229143826e+00 1.060135920434281065e+00 1.612944864162829228e+00 2.630397232230868187e+00 2.414426815357298306e+00 2.452194589146337922e+00 3.923696940034733682e+00 3.991324375561461579e+00 3.286161428541898744e+00 2.452194589146337922e+00 2.722248937935871194e+00 2.013802776721740351e+00 1.939658869228834126e+00 1.363299814585269054e+00 1.151588650072734143e+00 1.271527356608688208e+00 1.160192893868827069e+00 1.254247233690080066e+00 1.385060101025485269e+00 1.258271491232928696e+00 1.584641534565425003e+00 1.526906731943339146e+00 1.227243110853470709e+00 1.670710615794084308e+00 2.142061095775013690e+00 2.897102873537113599e+00 3.002563576141601409e+00 2.937232625982465262e+00 4.436232659952237256e+00 inf 3.991324375561461579e+00 inf 1.891883044733949859e+00 1.960413882205082503e+00 1.703179775623704373e+00 1.381381770182219526e+00 1.121127107553432145e+00 1.255250935185519445e+00 1.098308104806188235e+00 1.194896857661484457e+00 1.091267445815743864e+00 9.980168286041410930e-01 1.347450442023681916e+00 1.515505597814307048e+00 2.232069678962902426e+00 3.025906765913111585e+00 3.663442277405946079e+00 inf inf inf inf inf
inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf 4.251579038190248738e+00 inf inf 4.251579038190248738e+00 3.010250697667256947e+00 3.731069712932673532e+00 2.420569129938621611e+00 2.930367673104560922e+00 2.108937696621309588e+00 2.193021421256207582e+00 2.168596736746039255e+00 2.074733668188096125e+00 1.232553811875741534e+00 1.219358548584296598e+00 1.000544862496523191e+00 9.300866970210879270e-01 7.469100686857659266e-01 5.287659190754878669e-01 3.418288977722472866e-01 8.866503602075899160e-01 8.599222345726611483e-01 1.287170705424149686e+00 1.302123357735998299e+00 1.971559445167870184e+00 2.102638657103169439e+00 2.321624899300311906e+00 2.287292278865157957e+00 3.534638385029947649e+00 2.578362473811178557e+00 2.300805766951796727e+00 2.208726489191390918e+00 1.760131422834900983e+00 1.463433789726476197e+00 1.544266049243709915e+00 1.261306328922300546e+00 1.432690622032994687e+00 1.296743049824793825e+00 1.232553811875741312e+00 1.248257762775518254e+00 1.374692428035749536e+00 1.174536275156720766e+00 1.401090100938557459e+00 1.713095921364835794e+00 2.410617504618557838e+00 1.930605588317890087e+00 2.149603685218198557e+00 3.342011157927888387e+00 3.019990899376308491e+00 4.620886281714224886e+00 4.881140944343012045e+00 3.546416091170685458e+00 2.958279330386382355e+00 2.225204726084997642e+00 1.829968385416259835e+00 1.740580663449315502e+00 1.370471587246997025e+00 1.385060101025484158e+00 1.493293451464164256e+00 1.294870546380197496e+00 8.580260235169498984e-01 6.503100249964892665e-01 1.291673194934141566e+00 1.308230606242001937e+00 1.927377415668229288e+00 2.508044318532327566e+00 4.998167130578272221e+00 4.998167130578272221e+00 inf inf inf inf inf
inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf 4.696487322581025303e+00 5.401650269600588139e+00 3.939947604872937159e+00 3.877276695717495780e+00 3.991324375561461579e+00 2.336791329124725536e+00 2.395602387756748275e+00 3.280245562005096538e+00 1.666089982139975278e+00 2.557973757138424897e+00 1.132986577383737536e+00 1.266055894810232729e+00 1.268914045105660193e+00 8.297820978575850548e-01 1.098045957783740478e+00 6.217459987927845821e-01 7.551908609068104239e-01 5.467484021955690832e-01 8.402421743519075115e-01 7.876455274849665233e-01 9.971763584362068888e-01 1.407159685465165344e+00 1.804258135891932291e+00 1.772004445305964460e+00 2.328717424233619493e+00 3.862520483185464037e+00 2.339505358434914584e+00 2.430938773492633764e+00 1.765298867453844345e+00 1.860179466256918435e+00 1.548481939444666944e+00 1.269470088900273907e+00 1.075892651446231918e+00 1.653357539421216105e+00 1.213449217805352864e+00 1.295672379058540935e+00 1.583453991256202897e+00 1.599280682173634061e+00 1.473409837194978644e+00 2.134606110977820492e+00 1.774631206545041362e+00 1.463433789726476641e+00 1.546963664407814409e+00 2.124798938134636384e+00 2.277340653545095073e+00 inf 4.696487322581025303e+00 inf inf 2.452194589146337478e+00 2.037145966493250082e+00 2.452194589146337478e+00 1.453610422369781663e+00 1.433408377961904234e+00 1.321874669216807519e+00 1.038903946300244074e+00 1.120210809074422054e+00 1.061620006588020360e+00 1.018786056171647525e+00 1.122121242580545353e+00 1.586532160308023798e+00 1.600730865489107924e+00 1.948656722711237244e+00 2.834601613378441076e+00 6.476120460144127122e+00 inf inf inf inf inf
inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf 4.553258846187497433e+00 4.917829042561180586e+00 3.321278248189492910e+00 4.532212141783579895e+00 2.151883854491901893e+00 2.190860250946678800e+00 1.949396840378182505e+00 1.520705992123271955e+00 1.378509991066846796e+00 1.099554767353495999e+00 8.870157773469175000e-01 1.064194363561364209e+00 6.897062989303704983e-01 7.454519895811401176e-01 7.516288606132145445e-01 8.067810423470332948e-01 7.696398865578697457e-01 6.630754775250479183e-01 1.211882541470951091e+00 1.440388380974244376e+00 1.871156756788817432e+00 2.802806505173956353e+00 3.349984763267960464e+00 2.535131332435824003e+00 2.065695237250343208e+00 2.022595612518319985e+00 1.888282098540309928e+00 1.795652843405829202e+00 1.223089651521281684e+00 1.369070785809090252e+00 1.378129745616927027e+00 1.205498851254427795e+00 1.269470088900273907e+00 1.099357764852934682e+00 1.172527934553825979e+00 1.452955150760575576e+00 1.443289658786932161e+00 1.549043951202351277e+00 2.330950007268982827e+00 2.388713753100414117e+00 4.620886281714225774e+00 3.185521379280326748e+00 5.770957513124564286e+00 inf 5.770957513124564286e+00 3.101507806779910670e+00 2.134606110977820936e+00 1.632305814332203786e+00 1.858249037807721660e+00 1.827207662985944614e+00 1.334641738276099110e+00 1.638777332424250277e+00 1.204744020946075356e+00 1.292471040873464760e+00 1.058216342771048479e+00 9.352139123373881535e-01 9.421723556188630333e-01 1.419271121199682240e+00 1.702423302966266538e+00 2.218834839448271090e+00 4.149775707165183292e+00 inf inf inf inf inf inf
inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf 5.443075414969047898e+00 2.853797903392348179e+00 4.723804933568207076e+00 2.154851736672925622e+00 2.345463547973722473e+00 2.730461745007899399e+00 2.515479392705112449e+00 1.682063894215130917e+00 1.716600221358751233e+00 1.263765072016129976e+00 1.395480814315739782e+00 8.928572083786472380e-01 8.636955383360364058e-01 6.536484128312418651e-01 6.722744855806324082e-01 9.117767626152423199e-01 7.489354064359023955e-01 6.474731291760467133e-01 1.270640780120828151e+00 1.002838052560655058e+00 1.627578734756904622e+00 1.729445145431723674e+00 3.991324375561461579e+00 2.047511922629445369e+00 1.758479254675489045e+00 2.694862755080074113e+00 1.563369320910147353e+00 1.434385078160515192e+00 1.322618001060787973e+00 1.507333606017797090e+00 1.032216378244676935e+00 1.135644319751443199e+00 1.056192493915403929e+00 1.179987912460199739e+00 1.530656134059234175e+00 1.370534194366965552e+00 1.817059857258481070e+00 2.040693377841388934e+00 1.948102193972175211e+00 2.383110020245715610e+00 6.215865797515339075e+00 6.215865797515339075e+00 inf inf 3.002563576141600077e+00 4.251579038190248738e+00 1.899031995053037214e+00 1.988124673587739144e+00 1.661896568185767809e+00 1.637295618069721570e+00 1.474999273357249008e+00 1.170314993752987087e+00 1.324946477007428847e+00 1.182334130224537816e+00 1.035306290863021728e+00 9.906374041527934438e-01 1.142676634846936601e+00 1.467265842753578076e+00 1.786802026679898070e+00 2.495784549300556154e+00 2.497521673434019984e+00 inf inf inf inf inf inf
inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf 6.005009885595085528e+00 inf 6.777800268141376705e+00 6.233947753112290435e+00 3.749321497072894083e+00 2.692346028314262618e+00 3.477647459532447805e+00 2.942031451435195510e+00 2.525003169107151280e+00 1.919033861846956457e+00 2.654490365101990434e+00 1.330353849836000801e+00 9.542820511882568191e-01 1.400636093860294862e+00 7.776831290600192403e-01 5.994669633480148585e-01 3.821028537188453922e-01 5.629594484198952031e-01 7.783273470290184015e-01 1.056389474693122832e+00 9.611563962004089356e-01 1.475470974260742585e+00 1.702899496602814811e+00 2.003963121218888865e+00 2.298817241869956618e+00 2.833377376929607117e+00 2.507455179458805805e+00 2.028711325074005423e+00 2.148648985485414720e+00 1.696597611128585203e+00 1.184763952833674416e+00 1.128447716279969759e+00 1.111888541208460035e+00 1.229718652369447218e+00 1.030221163436338294e+00 9.078428136050386010e-01 1.515788171878100554e+00 2.160485929037992747e+00 1.737889579864254630e+00 2.320578750877841046e+00 2.185355239480991862e+00 2.468888723714966371e+00 2.379662528555758438e+00 3.677866861423475964e+00 inf inf 3.892380144923152763e+00 3.892380144923152763e+00 2.580998481522335464e+00 2.423662470747530495e+00 2.216725514593899327e+00 1.538318860663445475e+00 1.211217860231996735e+00 1.070456073027859389e+00 1.110793140594826589e+00 8.136628904052101152e-01 7.945606558746169945e-01 1.172325606618663363e+00 1.427141384427613291e+00 1.926751596435035907e+00 2.656878170961143759e+00 3.923696940034733682e+00 inf inf inf inf inf inf inf
inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf 6.777800268141376705e+00 inf 6.777800268141376705e+00 6.332891983750601028e+00 3.282108925882901929e+00 3.734961082200824123e+00 3.500059198177460029e+00 1.777249096926577288e+00 1.814349818283933491e+00 1.690578588833739460e+00 9.391407301955614351e-01 1.434537821907524213e+00 1.027327947690274357e+00 6.416061924920066772e-01 1.313930108011721609e+00 6.053870398352544369e-01 7.897360242359386939e-01 4.746781589377606636e-01 9.010620887594027462e-01 1.131592778926047149e+00 1.011908589200200659e+00 1.519325621173782448e+00 1.816315440534026937e+00 3.092654328820165777e+00 2.759518174243117183e+00 3.278285661320383237e+00 2.437417911331970721e+00 2.062240265828195085e+00 1.505414904792358399e+00 1.072221193264463412e+00 1.377699072911795497e+00 7.900065008093258845e-01 9.901479844559664123e-01 1.154429030693422842e+00 1.225840643615338177e+00 1.626473899733029693e+00 1.548060753325933181e+00 1.798238187108052610e+00 2.291971289452436888e+00 2.767360296441004230e+00 3.006996459480796080e+00 3.235642424886737256e+00 3.484159958750544739e+00 inf 4.436232659952238144e+00 3.546416091170686791e+00 2.620840723559502372e+00 2.068908657402924955e+00 1.843952968551967775e+00 1.596710640799941405e+00 1.550136321966659070e+00 1.472176324439567807e+00 1.156575819881973111e+00 1.270481826339294518e+00 7.782833836795627347e-01 7.021691069008063613e-01 1.306324338897387305e+00 1.712679675587546191e+00 1.825869922057864692e+00 3.663442277405946967e+00 3.612065506717422547e+00 4.108350561796722644e+00 5.258421793207062045e+00 inf inf inf inf inf
inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf 7.667616836922928059e+00 7.667616836922928059e+00 7.667616836922928059e+00 6.962453889903364335e+00 7.667616836922928059e+00 4.228191076893206279e+00 2.955517970272614203e+00 2.078856543864784356e+00 2.586594567322705984e+00 2.160109130726959759e+00 2.035007059092004855e+00 1.335413349274665373e+00 1.003824849285195997e+00 8.737790528783654365e-01 6.043336704592843223e-01 6.840082286069243400e-01 6.543910354771148574e-01 7.625890123591670955e-01 7.497711698341227304e-01 1.030193222822669785e+00 1.118788755740107943e+00 1.409728455293125515e+00 1.413637350471278920e+00 2.097021895175491757e+00 2.145067503967070355e+00 1.657495357035560613e+00 2.144676989085719576e+00 2.752435232918376773e+00 2.275970606118765893e+00 1.118768312444129442e+00 1.136395245981785429e+00 1.138721662226383158e+00 1.036915790896487000e+00 9.040387640151915649e-01 8.931572274440330306e-01 1.692524666345387230e+00 1.486578152798888386e+00 1.685593278928653405e+00 2.151260225957991157e+00 2.922977413919624290e+00 2.654374677958671214e+00 inf inf inf 2.799549471125637012e+00 3.016077064228240179e+00 2.399323366151641324e+00 1.997633987893028040e+00 1.594434766590941521e+00 1.297100337323884078e+00 1.270937360934875970e+00 1.141810176211777383e+00 1.489073572450627214e+00 8.940491862103011611e-01 9.730452898675798767e-01 1.069979616015600987e+00 1.268588128018151684e+00 2.004506452097227331e+00 2.205349962758443194e+00 3.104999638781533289e+00 4.329692281776877927e+00 4.032749520929922227e+00 5.258421793207060269e+00 inf inf inf inf inf
