# /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/CVs/DBSCANanalysisSpecies.py --model /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/DAPC/2/323K/2DAPC.psf --traj /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/DAPC/2/323K/fixed_2DAPC_100.dcd --lipid_list /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/DAPC/lipidList_NO_CHOL.dat --r /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/DAPC/323K/avgRcutoff_NO_CHOL.dat
# Individual Species Contribution :	 DPPC-DPPC	DAPC-DAPC
# Cluster-count	Core to Total Lipids	Cluster lipids to        Total Lipids	Outliers To Total Lipids	Mean Core lipids per cluster        	STD Core lipids per cluster	 Mean lipids per cluster	 STD lipids         per cluster	 Silhouette Coefficent
19	12 0.13333333333333333	0.10833333333333334 0.4583333333333333	0.3861111111111111 0.5416666666666666	0.6138888888888889 4.2105263157894735	3.25 2.80185929562235	3.722118572354549 14.473684210526315	11.583333333333334 6.953745079963682	7.319589393462511 0.469168442823686	0.5450706482610534
8	5 0.47833333333333333	0.5861111111111111 0.91	0.9416666666666667 0.09	0.058333333333333334 35.875	42.2 53.1917228053388	18.08203528367313 68.25	67.8 91.15611608663458	25.332982453710418 0.015152336374056972	0.41372660088528945
2	2 0.5683333333333334	0.7361111111111112 0.9166666666666666	0.9416666666666667 0.08333333333333333	0.058333333333333334 170.5	132.5 19.5	5.5 275.0	169.5 9.0	2.5 2	2
2	2 0.6083333333333333	0.7361111111111112 0.9566666666666667	0.95 0.043333333333333335	0.05 182.5	132.5 2.5	4.5 287.0	171.0 1.0	3.0 2	2
3	2 0.63	0.7416666666666667 0.9483333333333334	0.9638888888888889 0.051666666666666666	0.03611111111111111 126.0	133.5 87.68504243408147	0.5 189.66666666666666	173.5 129.22933963393228	2.5 0.17862174369742592	2
3	2 0.6683333333333333	0.7638888888888888 0.9583333333333334	0.9666666666666667 0.041666666666666664	0.03333333333333333 133.66666666666666	137.5 92.91334074764984	4.5 191.66666666666666	174.0 129.88798592975752	2.0 0.1224316313333529	2
3	2 0.68	0.7472222222222222 0.9566666666666667	0.9666666666666667 0.043333333333333335	0.03333333333333333 136.0	134.5 94.78748159259568	4.5 191.33333333333334	174.0 124.98088742772723	3.0 0.15041558664290633	2
2	2 0.705	0.7805555555555556 0.9616666666666667	0.9861111111111112 0.03833333333333333	0.013888888888888888 211.5	140.5 0.5	1.5 288.5	177.5 4.5	1.5 2	2
3	2 0.625	0.7694444444444445 0.9333333333333333	0.9722222222222222 0.06666666666666667	0.027777777777777776 125.0	138.5 86.45615459102184	1.5 186.66666666666666	175.0 123.57543804854139	1.0 0.13921879673258988	2
2	2 0.6933333333333334	0.7888888888888889 0.9533333333333334	0.9861111111111112 0.04666666666666667	0.013888888888888888 208.0	142.0 1.0	4.0 286.0	177.5 3.0	0.5 2	2
3	2 0.6866666666666666	0.8083333333333333 0.9633333333333334	0.975 0.03666666666666667	0.025 137.33333333333334	145.5 92.55748964232387	1.5 192.66666666666666	175.5 126.04320246998205	0.5 0.13407082615708238	2
2	2 0.6366666666666667	0.7638888888888888 0.9266666666666666	0.9611111111111111 0.07333333333333333	0.03888888888888889 191.0	137.5 2.0	10.5 278.0	173.0 2.0	5.0 2	2
2	2 0.665	0.7527777777777778 0.955	0.9638888888888889 0.045	0.03611111111111111 199.5	135.5 4.5	3.5 286.5	173.5 3.5	2.5 2	2
2	2 0.7	0.7555555555555555 0.9516666666666667	0.9777777777777777 0.04833333333333333	0.022222222222222223 210.0	136.0 12.0	3.0 285.5	176.0 6.5	2.0 2	2
2	2 0.6783333333333333	0.7472222222222222 0.9566666666666667	0.9722222222222222 0.043333333333333335	0.027777777777777776 203.5	134.5 5.5	2.5 287.0	175.0 2.0	2.0 2	2
2	2 0.6533333333333333	0.7583333333333333 0.9683333333333334	0.9722222222222222 0.03166666666666667	0.027777777777777776 196.0	136.5 13.0	1.5 290.5	175.0 0.5	2.0 2	2
2	2 0.6366666666666667	0.7694444444444445 0.95	0.9722222222222222 0.05	0.027777777777777776 191.0	138.5 2.0	4.5 285.0	175.0 2.0	4.0 2	2
3	2 0.67	0.7277777777777777 0.9566666666666667	0.9416666666666667 0.043333333333333335	0.058333333333333334 134.0	131.0 90.74506414492562	3.0 191.33333333333334	169.5 127.92271972649041	1.5 0.13605479511562893	2
2	2 0.7066666666666667	0.7361111111111112 0.9583333333333334	0.9666666666666667 0.041666666666666664	0.03333333333333333 212.0	132.5 14.0	13.5 287.5	174.0 7.5	9.0 2	2
2	2 0.6216666666666667	0.7944444444444444 0.95	0.9722222222222222 0.05	0.027777777777777776 186.5	143.0 8.5	1.0 285.0	175.0 1.0	3.0 2	2
2	2 0.675	0.8111111111111111 0.9483333333333334	0.9833333333333333 0.051666666666666666	0.016666666666666666 202.5	146.0 4.5	3.0 284.5	177.0 1.5	1.0 2	2
2	2 0.6983333333333334	0.7194444444444444 0.9566666666666667	0.9638888888888889 0.043333333333333335	0.03611111111111111 209.5	129.5 8.5	6.5 287.0	173.5 3.0	3.5 2	2
2	2 0.6633333333333333	0.7722222222222223 0.9616666666666667	0.9805555555555555 0.03833333333333333	0.019444444444444445 199.0	139.0 1.0	1.0 288.5	176.5 4.5	0.5 2	2
2	2 0.655	0.7138888888888889 0.94	0.95 0.06	0.05 196.5	128.5 6.5	4.5 282.0	171.0 0.0	3.0 2	2
2	2 0.6316666666666667	0.775 0.9333333333333333	0.975 0.06666666666666667	0.025 189.5	139.5 1.5	3.5 280.0	175.5 1.0	0.5 2	2
2	2 0.6333333333333333	0.7638888888888888 0.9366666666666666	0.975 0.06333333333333334	0.025 190.0	137.5 5.0	0.5 281.0	175.5 4.0	0.5 2	2
2	2 0.69	0.7722222222222223 0.96	0.9805555555555555 0.04	0.019444444444444445 207.0	139.0 14.0	3.0 288.0	176.5 6.0	0.5 2	2
3	2 0.6133333333333333	0.7555555555555555 0.9366666666666666	0.95 0.06333333333333334	0.05 122.66666666666667	136.0 84.64172861078761	2.0 187.33333333333334	171.0 126.8183302558778	2.0 0.08555517029346908	2
2	2 0.6533333333333333	0.7194444444444444 0.9433333333333334	0.9638888888888889 0.056666666666666664	0.03611111111111111 196.0	129.5 7.0	0.5 283.0	173.5 6.0	0.5 2	2
2	2 0.6716666666666666	0.7805555555555556 0.9516666666666667	0.9861111111111112 0.04833333333333333	0.013888888888888888 201.5	140.5 7.5	0.5 285.5	177.5 1.5	0.5 2	2
2	2 0.64	0.7222222222222222 0.9316666666666666	0.9527777777777777 0.06833333333333333	0.04722222222222222 192.0	130.0 4.0	7.0 279.5	171.5 8.5	3.5 2	2
2	2 0.71	0.7694444444444445 0.9783333333333334	0.975 0.021666666666666667	0.025 213.0	138.5 4.0	1.5 293.5	175.5 0.5	1.5 2	2
2	2 0.6866666666666666	0.7527777777777778 0.9683333333333334	0.9638888888888889 0.03166666666666667	0.03611111111111111 206.0	135.5 2.0	3.5 290.5	173.5 0.5	2.5 2	2
2	2 0.6583333333333333	0.7472222222222222 0.96	0.9611111111111111 0.04	0.03888888888888889 197.5	134.5 9.5	2.5 288.0	173.0 3.0	1.0 2	2
2	2 0.6783333333333333	0.7694444444444445 0.9383333333333334	0.9805555555555555 0.06166666666666667	0.019444444444444445 203.5	138.5 1.5	7.5 281.5	176.5 0.5	1.5 2	2
2	2 0.6716666666666666	0.7361111111111112 0.93	0.9444444444444444 0.07	0.05555555555555555 201.5	132.5 6.5	6.5 279.0	170.0 2.0	2.0 2	2
2	2 0.6966666666666667	0.7722222222222223 0.9683333333333334	0.975 0.03166666666666667	0.025 209.0	139.0 7.0	6.0 290.5	175.5 0.5	1.5 2	2
2	2 0.6233333333333333	0.7361111111111112 0.9516666666666667	0.9611111111111111 0.04833333333333333	0.03888888888888889 187.0	132.5 0.0	2.5 285.5	173.0 5.5	1.0 2	2
2	2 0.6583333333333333	0.7472222222222222 0.95	0.9722222222222222 0.05	0.027777777777777776 197.5	134.5 5.5	0.5 285.0	175.0 4.0	1.0 2	2
2	2 0.6616666666666666	0.7722222222222223 0.9583333333333334	0.9666666666666667 0.041666666666666664	0.03333333333333333 198.5	139.0 0.5	3.0 287.5	174.0 0.5	1.0 2	2
2	2 0.6783333333333333	0.7583333333333333 0.9583333333333334	0.9777777777777777 0.041666666666666664	0.022222222222222223 203.5	136.5 8.5	0.5 287.5	176.0 2.5	0.0 2	2
2	2 0.6233333333333333	0.7361111111111112 0.9416666666666667	0.9527777777777777 0.058333333333333334	0.04722222222222222 187.0	132.5 3.0	3.5 282.5	171.5 3.5	0.5 2	2
2	2 0.6416666666666667	0.7777777777777778 0.965	0.9583333333333334 0.035	0.041666666666666664 192.5	140.0 3.5	3.0 289.5	172.5 0.5	2.5 2	2
2	2 0.6866666666666666	0.8138888888888889 0.9566666666666667	0.9777777777777777 0.043333333333333335	0.022222222222222223 206.0	146.5 3.0	0.5 287.0	176.0 2.0	1.0 2	2
2	2 0.66	0.7638888888888888 0.9516666666666667	0.9722222222222222 0.04833333333333333	0.027777777777777776 198.0	137.5 5.0	4.5 285.5	175.0 0.5	1.0 2	2
2	2 0.6283333333333333	0.7527777777777778 0.9433333333333334	0.9694444444444444 0.056666666666666664	0.030555555555555555 188.5	135.5 13.5	3.5 283.0	174.5 4.0	2.5 2	2
2	2 0.6533333333333333	0.7722222222222223 0.9366666666666666	0.9666666666666667 0.06333333333333334	0.03333333333333333 196.0	139.0 4.0	2.0 281.0	174.0 1.0	1.0 2	2
