# /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/CVs/segregationIndex.py --model /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/DAPC/2/323K/2DAPC.psf --traj /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/DAPC/2/323K/fixed_2DAPC_100.dcd --lipid_list /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/DAPC/lipidList.dat --r /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/DAPC/323K/avgRcutoff.dat
# segregationIndex	DPPC	DAPC	CHOL
1.1581890448579966 	 0.5695531431456703	0.4154244977316915	0.17321140398063475
1.4341356666338891 	 0.627939142461964	0.6116676487919859	0.1945288753799392
1.5677891010643774 	 0.6453600308047748	0.7078474629687992	0.21458160729080364
1.5904679681868825 	 0.6517110266159696	0.720560152768937	0.21819678880197613
1.6110658291472206 	 0.6520257478227944	0.7431309904153355	0.2159090909090909
1.6305360517169831 	 0.6633240482822655	0.7529262891490035	0.21428571428571427
1.6467392187551033 	 0.6661715558856294	0.7572627501613944	0.2233049127080796
1.660599533893509 	 0.6655555555555556	0.7765089722675367	0.21853500607041684
1.637822861979146 	 0.658251695553881	0.7741306467338317	0.2054405196914332
1.6622063796244575 	 0.6609047443913203	0.7893864013266998	0.21191523390643743
1.6821800879786102 	 0.6740559834679692	0.7889908256880734	0.21913327882256745
1.6238655050624573 	 0.6604633497911128	0.7505491057420772	0.21285304952926729
1.6662006850560276 	 0.6746806912096168	0.7775551102204409	0.21396488362596977
1.6597432162862378 	 0.6638609332113449	0.7726822830748927	0.2232
1.653183186396594 	 0.6620248400451637	0.7662293979145645	0.22492894843686562
1.6315150030902568 	 0.6547842401500938	0.7570215545395167	0.2197092084006462
1.6603751715163977 	 0.656615152657369	0.7716171617161716	0.23214285714285715
1.6239846413225894 	 0.6557984438680993	0.7528015820698748	0.2153846153846154
1.6479550026225318 	 0.6704902867715079	0.7671957671957672	0.21026894865525672
1.6457659209121396 	 0.6590096027113538	0.7789748612471433	0.2077814569536424
1.6687699538799001 	 0.6529400853273976	0.783180026281209	0.23264984227129337
1.607267126396341 	 0.6581339269152291	0.7254650416933932	0.2236681577877186
1.6436092203564148 	 0.6551269990592662	0.7641907233214401	0.2242914979757085
1.6147456225343586 	 0.662379421221865	0.740620957309185	0.21174524400330852
1.6205713160174178 	 0.6524584034398954	0.7486797141969556	0.2194331983805668
1.6542082343175668 	 0.6519023282226007	0.7741505662891406	0.22815533980582525
1.635097421167819 	 0.6586892488954345	0.7595505617977528	0.21685761047463176
1.6221134369129753 	 0.6509774150692731	0.7514638906961614	0.21967213114754097
1.648265742936057 	 0.6561026221467647	0.7704862291737504	0.2216768916155419
1.659940985986294 	 0.6590279061171688	0.7745888423089327	0.22632423756019263
1.614366747319437 	 0.6522399392558846	0.7531353135313531	0.20899149453219928
1.6800323165473554 	 0.6751994064181043	0.7802600866955652	0.22457282343368593
1.615921231341191 	 0.6687921980495124	0.7449838187702266	0.20214521452145215
1.6067638869867962 	 0.6587837837837838	0.7438984705499512	0.20408163265306123
1.6493477116280886 	 0.6598740274175621	0.7692307692307693	0.2202429149797571
1.6145828822079464 	 0.6639082189204438	0.733632862644416	0.2170418006430868
1.6502883295079644 	 0.6654261257908448	0.766887417218543	0.21797478649857666
1.6152642930285968 	 0.6473813575345055	0.7426104284290933	0.225272507064998
1.6307638092533663 	 0.6542056074766355	0.7563081009296149	0.22025010084711577
1.645425196141821 	 0.652450430228208	0.7678630227197892	0.22511174319382365
1.6711714931543658 	 0.6598245941406979	0.7804223935635266	0.2309245054501413
1.6304984591526384 	 0.6445603576751118	0.7597617471872932	0.2261763542902333
1.620501276804031 	 0.6532531026701768	0.7431517885916855	0.22409638554216868
1.6649906571831936 	 0.6640769515353311	0.7693767795001581	0.2315369261477046
1.6520111225289458 	 0.6591928251121076	0.7711394058112961	0.22167889160554197
1.6440034903892382 	 0.6518771331058021	0.7734401067734401	0.21868625050999593
1.6094164760248475 	 0.6585320067580251	0.7503974562798092	0.200487012987013
1.6264963456733874 	 0.6527444095361301	0.755570117955439	0.21818181818181817
1.646617657845362 	 0.657813352737857	0.7664941785252264	0.22231012658227847
1.6065349609001647 	 0.6612136199353243	0.736	0.20932134096484056
1.6557596124501792 	 0.6543232734678763	0.774657086871326	0.22677925211097708
1.6262462270264064 	 0.6656766289214776	0.7474548440065681	0.21311475409836064
1.649806553660678 	 0.6526710402999063	0.7603252032520326	0.23681031010873943
1.6251886119405923 	 0.6509186351706037	0.7594278283485045	0.21484214842148422
1.6443894283880383 	 0.650990557304203	0.7658730158730159	0.22752585521081942
1.6040933926537164 	 0.6498303807010931	0.7385123966942149	0.21575061525840852
1.6270130453650504 	 0.6630332644239805	0.7529706066291432	0.21100917431192662
1.635285429818269 	 0.6704545454545454	0.7635782747603834	0.2012526096033403
1.6724945486380525 	 0.6642080029503965	0.7863304578633046	0.2219560878243513
1.6157612978258942 	 0.658356940509915	0.7448680351906158	0.21253632212536322
1.6068211028178043 	 0.6545386346586647	0.744426494345719	0.2078559738134206
1.6222298624146838 	 0.6484503942783789	0.7550546900894929	0.21872477804681195
1.6193196053345522 	 0.6485044770432463	0.7535680304471931	0.21724709784411278
1.6319844384224225 	 0.6590611557882925	0.7551813471502591	0.21774193548387097
1.6207647236322476 	 0.651356993736952	0.7535862288810966	0.21582150101419878
1.6273969468708434 	 0.661878453038674	0.7497609180745936	0.21575757575757576
1.6570920445760418 	 0.654181346189505	0.7775251705099058	0.22538552787663108
1.6642257646884004 	 0.6592284417549168	0.7834041163018621	0.22159320663162152
1.642099886951634 	 0.6609410007468259	0.7643108410617205	0.21684804514308748
1.6361801485046812 	 0.6526433358153388	0.7634720877702484	0.22006472491909385
1.6477913136344173 	 0.6611970911803096	0.7624633431085044	0.22413087934560327
1.6741398441189583 	 0.661535642294301	0.7803410230692076	0.23226317875544986
1.6491851873608594 	 0.6506248834172729	0.77125041023958	0.22730989370400653
1.6219591757843959 	 0.6562974203338392	0.7525401507702393	0.2131216046803176
1.6370569112451818 	 0.6608011980531636	0.7726975832789027	0.20355812991311542
1.6352938552942917 	 0.6544571108204074	0.768975803778588	0.2118609406952965
1.6165739161896115 	 0.6505035434539351	0.7514677103718199	0.2146026623638564
1.6297965928614535 	 0.6568047337278107	0.7540019601437439	0.21898989898989898
1.6411032340541405 	 0.6582848564458622	0.7567037279267496	0.22611464968152867
1.6143945210460715 	 0.6543898809523809	0.7574521493567619	0.20255249073692877
1.6608108164326467 	 0.6567773039124791	0.784932388924662	0.21910112359550563
1.6312602303692039 	 0.6595174262734584	0.7580213903743316	0.21372141372141373
1.6283041325629253 	 0.6508295625942685	0.7450487268154669	0.23242584315318976
1.618030174391058 	 0.649428517893948	0.7405458730680697	0.2280557834290402
1.6328250005869536 	 0.6539838010924844	0.7557989690721649	0.22304223042230423
1.596346520072514 	 0.6449583718778908	0.7338582677165354	0.21752988047808766
1.6157130787416394 	 0.6584084084084084	0.7398241615109085	0.21748050882232253
1.6061261496696995 	 0.6568389624930024	0.7341282629713181	0.21515892420537897
1.634354850934105 	 0.6601832803441182	0.7504067686300032	0.22376480195998366
1.6272155183715187 	 0.6562325321408609	0.7617471872931834	0.20923579893747446
1.5978535618713374 	 0.6558839933073062	0.7248963978323238	0.21707317073170732
1.6422199253851102 	 0.6569259962049336	0.7535031847133759	0.2317907444668008
1.6343675872475485 	 0.6515409340139913	0.7632348164988633	0.21959183673469387
1.6330075857054018 	 0.6511453248216298	0.7589167767503302	0.2229454841334418
1.6223561436134124 	 0.6661668228678538	0.7374265186152841	0.21876280213027446
1.646497942407972 	 0.664382257757472	0.7590673575129534	0.22304832713754646
1.6553624042115938 	 0.6539459058910708	0.7669172932330827	0.23449920508744038
1.6487218317294978 	 0.6561974200785193	0.7676962676962676	0.22482814395471087
1.5808118760957672 	 0.6490963855421686	0.7141457040182947	0.2175697865353038
1.6213052184690115 	 0.6502166132981729	0.7442012414243712	0.2268873637464675
1.6370053653864185 	 0.6574330563250231	0.7574385510996119	0.22213375796178345
1.6046109786411489 	 0.6566596997909937	0.7448717948717949	0.20307948397836037
1.5948567390200912 	 0.6550218340611353	0.7243994943109987	0.21543541064795707
1.6005877629075174 	 0.6512333965844402	0.7361729179910999	0.21318144833197722
1.6147840716133568 	 0.6517311608961304	0.7451602665820375	0.21789264413518886
1.5694063430091216 	 0.649026649026649	0.7079254815282602	0.21245421245421245
1.6170050002583152 	 0.6567724967123802	0.7537915456598903	0.20644095788604458
