# /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/CVs/cumulativeHardEnrichment.py --model /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/DAPC/2/450K/2DAPC.psf --traj /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/DAPC/2/450K/fixed_2DAPC_100.dcd --lipid_list /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/DAPC/lipidList.dat --r /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/DAPC/450K/avgRcutoff.dat
# cumEnrichmentAVG	DPPC-DPPC	DAPC-DAPC	CHOL-CHOL
4.109219429789053 	 1.2630153579551284	1.4163612621221549	1.4298428097117697
4.432651278281299 	 1.3127284269586394	1.448811406921577	1.6711114444010826
4.28245018285641 	 1.277878323397987	1.3886055206894372	1.6159663387689853
4.118946388022906 	 1.2192940007723898	1.3514326180018255	1.5482197692486896
4.163641179322486 	 1.228609845725642	1.3919777953456691	1.5430535382511743
4.068791852166118 	 1.2307791740606207	1.334787954643695	1.5032247234618026
4.3099231636115665 	 1.2886939480322317	1.3717868903997494	1.6494423251795856
4.377327305910559 	 1.2746623014044838	1.441216664117786	1.6614483403882896
4.154012883943333 	 1.2372967652243385	1.3481978873695593	1.5685182313494352
4.226375358530624 	 1.2864191716414501	1.3708829995068548	1.569073187382319
4.365288066868122 	 1.291620591312355	1.4008608312441377	1.6728066443116294
3.9574299252830696 	 1.250525747397431	1.3446698212437433	1.362234356641895
4.19071546264909 	 1.2817663452696042	1.4298950919551658	1.4790540254243192
4.157837819383766 	 1.2337314909448058	1.3506639602650634	1.5734423681738965
4.215205087387216 	 1.25373060008195	1.396188154480365	1.565286332824901
4.132890109109627 	 1.2473226034483753	1.3793153835411402	1.5062521221201113
4.18614912265847 	 1.2402123389516169	1.358066333589334	1.5878704501175198
4.360263352820537 	 1.2876384741369962	1.4317590794972694	1.640865799186272
4.457190017593722 	 1.3033164214895696	1.4397818830490872	1.7140917130550648
4.186580241841753 	 1.2672808433456335	1.3953307378612019	1.5239686606349174
4.22881335392086 	 1.261219900527243	1.405069238980786	1.5625242144128315
4.25859948766056 	 1.2293279852872838	1.3801238884919202	1.6491476138813561
4.182556918140009 	 1.284771872149889	1.4584673068429312	1.439317739147189
4.549457426463691 	 1.275464458149567	1.4373112530790932	1.8366817152350303
4.5516510024567225 	 1.3324312676231744	1.429749952868221	1.7894697819653271
4.217911759164638 	 1.2637236640036544	1.3318806598338284	1.6223074353271554
4.251971342715165 	 1.2486293355998228	1.3670176570132488	1.636324350102093
4.178886280502354 	 1.2318375980774685	1.4017519946680146	1.5452966877568715
4.234609630830993 	 1.2600925890252415	1.3722753745156786	1.6022416672900723
4.235799366261015 	 1.272413005739538	1.3941952434979	1.5691911170235775
4.154592301715241 	 1.2707757675799072	1.4173363842572249	1.4664801498781095
4.299233988429146 	 1.2861374831332886	1.4469447039743704	1.5661518013214868
4.353177430185281 	 1.2927795210232018	1.4206375430028446	1.6397603661592344
4.322402106767045 	 1.286138300858566	1.4131536710999058	1.6231101348085737
4.139921750804452 	 1.2221739047714832	1.3261961750469373	1.5915516709860311
4.1249951182118165 	 1.280248509072583	1.3634263115049623	1.4813202976342712
4.339930353202062 	 1.2536511713077947	1.416262967948172	1.6700162139460955
4.3598271550023355 	 1.2767681198607703	1.3873615383030051	1.6956974968385605
4.26620481261761 	 1.2744314743696399	1.4468395407632695	1.5449337974847004
4.239211703766662 	 1.2500609177663382	1.3412182036575149	1.6479325823428081
4.157445391435429 	 1.2625539437898892	1.3543619546518224	1.5405294929937172
4.234752342598382 	 1.2553150308872052	1.4115046952367203	1.5679326164744567
4.405540291570258 	 1.3111780811856866	1.448565653119998	1.645796557264573
4.2143787820160235 	 1.2382036984615732	1.3307301423099167	1.6454449412445333
4.344180061935466 	 1.2790241363690924	1.4419229665715019	1.6232329589948722
4.373679412120506 	 1.2962666583185962	1.4015902543569312	1.6758224994449789
4.336938065106555 	 1.2838496943995357	1.4125443314612642	1.6405440392457544
4.397180280172368 	 1.2886667909371756	1.3933218618220804	1.7151916274131114
4.391501896595258 	 1.3267852638572468	1.4268067127894761	1.6379099199485356
4.345939987474815 	 1.2745444196641325	1.3731836301169738	1.698211937693709
4.29590408845252 	 1.2812966278444964	1.3972535148542469	1.6173539457537776
4.248711209793832 	 1.261082887051988	1.4058899302141121	1.5817383925277317
4.312255191261901 	 1.3320315320419593	1.4974207795186716	1.4828028797012704
4.354166069047495 	 1.3281376301225563	1.4120903914060463	1.6139380475188925
4.34930711826945 	 1.2884028708435444	1.44308666755272	1.6178175798731853
4.183934985383742 	 1.2347825161552801	1.3925798326650773	1.5565726365633852
4.141131749899076 	 1.2548268131074165	1.3729939420394852	1.5133109947521741
4.3278366888136395 	 1.3027688886590134	1.4384490997364539	1.586618700418172
4.319184691610033 	 1.2889726781024258	1.384708228839528	1.6455037846680796
4.36104026436747 	 1.2734067405323244	1.3797672848493516	1.707866238985794
4.414931901166415 	 1.2976614755641167	1.4338681624352456	1.6834022631670535
4.229297247016586 	 1.270713503810788	1.3720299844899166	1.5865537587158807
4.267309766260696 	 1.2754723443518055	1.3774593276836116	1.6143780942252786
4.166495035905053 	 1.2290248257459055	1.3071877645125776	1.6302824456465703
4.096130204470654 	 1.2292468788765372	1.3479085811199412	1.5189747444741757
4.425873760732388 	 1.2677334263730202	1.3887766410644715	1.769363693294896
4.192616457957946 	 1.2271797187758047	1.358409731677145	1.607027007504997
3.869563039610509 	 1.2159741752025117	1.2963507423579863	1.3572381220500107
4.280084087007136 	 1.275344044453659	1.3915212605784841	1.6132187819749935
4.531249392390926 	 1.3295399693778913	1.4289721919575755	1.7727372310554586
4.276605796272648 	 1.2779308359580326	1.4400761687745753	1.55859879154004
4.146087302491635 	 1.2228985772666472	1.3417928946290607	1.5813958305959264
4.113859547846852 	 1.2595192053503739	1.4138352348680405	1.4405051076284372
4.282106590089553 	 1.3500346464189645	1.380626662286849	1.5514452813837392
4.1786713403691405 	 1.2499523376967612	1.3908206419810383	1.537898360691341
4.197203733730014 	 1.2775201073590359	1.410184974062224	1.509498652308753
4.256205918430514 	 1.2515561560198067	1.4167784948964361	1.5878712675142714
4.255346668097865 	 1.3397987961651512	1.407288379017366	1.5082594929153483
4.2476530178951935 	 1.2727058946607706	1.4590991183791533	1.5158480048552696
4.429303822111354 	 1.2800027664383224	1.4230974546882398	1.7262036009847919
4.225674820166617 	 1.2707131007101071	1.4377596663672785	1.5172020530892312
4.090610429629768 	 1.2649678473853605	1.389576145753706	1.436066436490702
4.29154651413895 	 1.262905600963185	1.3790543537697375	1.649586559406028
4.19115269751498 	 1.2960047083567328	1.398374622864854	1.4967733662933935
4.204782712786633 	 1.2395514025799355	1.392414776212443	1.5728165339942541
4.22944064208312 	 1.2531415115281193	1.4017906130288549	1.5745085175261464
4.267888963159107 	 1.2407900974984183	1.3172870242738863	1.7098118413868022
4.296226717817932 	 1.2427586705248346	1.384644743594972	1.6688233036981255
4.385726758726074 	 1.2470784715197158	1.4161724262837798	1.722475860922578
4.267713126785285 	 1.2474560912231174	1.3643614926286984	1.6558955429334685
4.183719912503706 	 1.2526073795231254	1.3767766264915289	1.5543359064890514
4.219185555873754 	 1.2284560338642385	1.338612204741882	1.6521173172676336
4.319013660898458 	 1.272155561835567	1.3490741835844622	1.6977839154784284
4.183154728150578 	 1.2544278681891554	1.390381473817924	1.5383453861434986
4.357178254134325 	 1.307112882601559	1.458118003728273	1.5919473678044938
4.34442623172189 	 1.2671408087530325	1.387286691551211	1.6899987314176461
4.332376901045633 	 1.3075949413781212	1.367113370541099	1.6576685891264127
4.29067089552094 	 1.3011324495655896	1.4164237358204852	1.573114710134865
4.346811531906342 	 1.2756763393484865	1.4117831420407414	1.6593520505171138
4.553959057577487 	 1.3250653367259198	1.4422475339378578	1.7866461869137096
4.18923174243662 	 1.2417497760771803	1.3912769442058086	1.5562050221536317
4.3510287788247854 	 1.3205937434505717	1.4672429962296227	1.563192039144591
4.280167745109936 	 1.314400088212825	1.409296800841155	1.556470856055956
4.583716216981191 	 1.3340343421916172	1.460349532984085	1.7893323418054892
4.2555356026851054 	 1.27031583429129	1.4071192766857252	1.5781004917080903
4.219545818163335 	 1.2463057803947288	1.4460478709280218	1.5271921668405848
4.234208831461655 	 1.2551683111497605	1.3951493017974048	1.5838912185144896
4.194480782741472 	 1.2506653899850055	1.3696619303498192	1.574153462406647
4.211049629374498 	 1.2505899655333947	1.3459250004885766	1.6145346633525266
4.064815483197725 	 1.2363026397688672	1.3528769209664706	1.4756359224623872
4.665358388631892 	 1.312355335086477	1.551142353272085	1.80186070027333
4.2186009991379825 	 1.2695581925745363	1.3768907851663732	1.572152021397073
4.254915658376857 	 1.2476487807831806	1.3713763058919035	1.6358905717017724
4.064165363563001 	 1.2302619835247812	1.3436242354125771	1.4902791446256425
4.2868843196635025 	 1.2574897208374605	1.3330978152665174	1.6962967835595248
4.196610423877127 	 1.2578086092009348	1.4122432663401383	1.526558548336054
4.288207750817736 	 1.2433822547076412	1.4719781012552233	1.5728473948548716
4.306859104938243 	 1.2808102130359533	1.3287007372117188	1.6973481546905715
4.246389248763773 	 1.270749041375948	1.3773209132404793	1.5983192941473452
4.256819278806217 	 1.2980722495916663	1.5024880023556269	1.4562590268589246
4.319943233075968 	 1.2642380331805132	1.4017853198950168	1.6539198800004378
4.145466258739345 	 1.2395143799682269	1.3794522075438451	1.5264996712272736
4.080900972048628 	 1.2039523108469847	1.318715469785443	1.5582331914162002
4.216202577548524 	 1.2156205576140802	1.3681883999382656	1.632393619996178
4.260636719898026 	 1.2657879228219437	1.3890945882000385	1.6057542088760441
4.337850652768428 	 1.319565278921246	1.4127493481193674	1.6055360257278148
4.1762193467771045 	 1.2476901722137217	1.3588450143776736	1.569684160185709
4.371037349700629 	 1.2749798906431034	1.4863855087635174	1.6096719502940084
4.201810822872353 	 1.235051850276386	1.36307917700175	1.6036797955942175
4.158683225301859 	 1.2730755499417485	1.3568495341285662	1.528758141231544
4.355450429994226 	 1.2838065655825484	1.4110172762911142	1.660626588120563
4.271468572894858 	 1.2823976683716953	1.4266357624077224	1.5624351421154408
4.161139870471146 	 1.2147443826232882	1.3334382492729637	1.612957238574894
4.261409768638757 	 1.3004955151250792	1.451928089744324	1.5089861637693534
4.390663575286632 	 1.3491297246414862	1.4478629518047543	1.593670898840391
4.324465950016739 	 1.2909336321998204	1.4279750647773444	1.6055572530395747
4.1594011886408495 	 1.2510153812031954	1.398186590839882	1.5101992165977713
4.290024538925184 	 1.284006460096655	1.3935791402880642	1.6124389385404645
4.458234532641661 	 1.296628915264698	1.4249550408129226	1.73665057656404
4.139764561351409 	 1.2440283007429795	1.3577310259473971	1.5380052346610324
4.388589148844283 	 1.2748346793776	1.436329471791388	1.6774249976752957
4.2029254533783185 	 1.2275629896122484	1.3766991876690176	1.598663276097053
4.1710764782304075 	 1.2495373706204034	1.3316996636855305	1.5898394439244732
4.261628794385329 	 1.2942578881549403	1.3913357682645011	1.5760351379658877
4.055262748736165 	 1.234564893718472	1.3638868480691295	1.4568110069485645
4.264732229718863 	 1.2366245180462907	1.3533537983391095	1.674753913333463
4.324693485558331 	 1.280550120613213	1.378637073311805	1.6655062916333132
4.3192646645150266 	 1.3153005154044128	1.3582132092204722	1.6457509398901409
4.092876544669335 	 1.2508543244913444	1.3115484862552411	1.5304737339227492
4.207349103361821 	 1.250588874817963	1.3331755329716062	1.6235846955722515
4.189518473089823 	 1.2439009158020593	1.391644876242135	1.5539726810456291
4.237763994607521 	 1.2782174388178609	1.3702178062021289	1.5893287495875317
4.213190921287266 	 1.278676676631844	1.3919551905624838	1.5425590540929384
4.207160828104955 	 1.2854413903869153	1.4561445752565265	1.4655748624615135
4.22465018838276 	 1.2563544061448662	1.4057671280783337	1.5625286541595595
4.123779619800169 	 1.2413159300448422	1.3305766778649954	1.5518870118903314
4.281421151937204 	 1.2472020459350421	1.3970702322655133	1.6371488737366486
4.201733120071506 	 1.2657578396556124	1.3820239472066138	1.5539513332092798
4.247861661746805 	 1.242032385043803	1.3849445302365129	1.6208847464664888
4.371579958857899 	 1.2667469314697555	1.3675756649910875	1.7372573623970564
4.26143508734755 	 1.2611227755532626	1.3703543429834952	1.6299579688107926
4.369440523155241 	 1.2533178990518543	1.4497428904885987	1.6663797336147872
4.216496125293191 	 1.2626828143980995	1.401152029096044	1.5526612817990477
