# /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/CVs/cumulativeHardEnrichment.py --model /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/DAPC/2/450K/2DAPC.psf --traj /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/DAPC/2/450K/fixed_2DAPC_100.dcd --lipid_list /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/DAPC/lipidList_NO_CHOL.dat --r /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/DAPC/450K/avgRcutoff_NO_CHOL.dat
# cumEnrichmentAVG	DPPC-DPPC	DAPC-DAPC
2.6793766200772833 	 1.2630153579551284	1.4163612621221549
2.7615398338802164 	 1.3127284269586394	1.448811406921577
2.6664838440874243 	 1.277878323397987	1.3886055206894372
2.5707266187742155 	 1.2192940007723898	1.3514326180018255
2.620587641071311 	 1.228609845725642	1.3919777953456691
2.5655671287043154 	 1.2307791740606207	1.334787954643695
2.6604808384319814 	 1.2886939480322317	1.3717868903997494
2.7158789655222697 	 1.2746623014044838	1.441216664117786
2.5854946525938978 	 1.2372967652243385	1.3481978873695593
2.657302171148305 	 1.2864191716414501	1.3708829995068548
2.692481422556493 	 1.291620591312355	1.4008608312441377
2.5951955686411745 	 1.250525747397431	1.3446698212437433
2.71166143722477 	 1.2817663452696042	1.4298950919551658
2.5843954512098692 	 1.2337314909448058	1.3506639602650634
2.649918754562315 	 1.25373060008195	1.396188154480365
2.6266379869895156 	 1.2473226034483753	1.3793153835411402
2.5982786725409506 	 1.2402123389516169	1.358066333589334
2.7193975536342654 	 1.2876384741369962	1.4317590794972694
2.7430983045386568 	 1.3033164214895696	1.4397818830490872
2.6626115812068356 	 1.2672808433456335	1.3953307378612019
2.666289139508029 	 1.261219900527243	1.405069238980786
2.609451873779204 	 1.2293279852872838	1.3801238884919202
