# /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/CVs/cumulativeHardEnrichment.py --model /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/DAPC/1/450K/1DAPC.psf --traj /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/DAPC/1/450K/fixed_1DAPC_100.dcd --lipid_list /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/DAPC/lipidList_NO_CHOL.dat --r /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/DAPC/450K/avgRcutoff_NO_CHOL.dat
# cumEnrichmentAVG	DPPC-DPPC	DAPC-DAPC
2.943323922211347 	 1.367945104789528	1.5753788174218193
2.664804675965188 	 1.2664342242935582	1.3983704516716298
2.7330241132280455 	 1.2874432852006912	1.4455808280273543
2.5832645008380952 	 1.2508369138433553	1.33242758699474
2.5912332844669326 	 1.2646801435728832	1.3265531408940496
2.720733565787608 	 1.25971582809397	1.4610177376936382
2.6072606311759645 	 1.255463986263571	1.3517966449123935
2.662331313882251 	 1.2595589161983574	1.4027723976838935
2.5904512769273977 	 1.2394477335069212	1.3510035434204766
2.6869812093256655 	 1.2575531151541632	1.429428094171502
2.643244361503818 	 1.2782965467304408	1.3649478147733771
2.6528238232278287 	 1.257776241519108	1.3950475817087207
2.6737925213714986 	 1.2501441804326285	1.4236483409388698
2.873605533473055 	 1.3357748840393202	1.5378306494337348
2.6426115336218903 	 1.2642875471835482	1.3783239864383419
2.6793813322040556 	 1.257107191030887	1.4222741411731685
2.6794923164980657 	 1.2992618320250924	1.3802304844729734
2.656478159445371 	 1.2717124517378324	1.3847657077075386
2.811770520663398 	 1.3460345272141128	1.4657359934492848
2.6421269264610294 	 1.254413948128974	1.3877129783320554
2.6386853935413064 	 1.2653894134539527	1.3732959800873537
2.742427092531187 	 1.2974772960031697	1.4449497965280171
2.6273981277693226 	 1.2959280837391194	1.3314700440302034
2.62014028864058 	 1.2431567350791533	1.3769835535614268
2.6028317577549123 	 1.234397569312485	1.3684341884424276
2.606094549005625 	 1.262239099191702	1.343855449813923
2.6582342820462723 	 1.2783519099071565	1.3798823721391158
2.648843112361438 	 1.2598694609212595	1.3889736514401787
2.6998228247564287 	 1.3063969984374548	1.3934258263189738
2.6530510532912355 	 1.2398928354693117	1.4131582178219237
2.6150593428737494 	 1.2684602403420968	1.3465991025316524
2.530740085158014 	 1.2105511330385799	1.3201889521194343
2.6402567570978848 	 1.2566027048522825	1.383654052245602
2.603901878241304 	 1.2713294301947045	1.3325724480465997
2.7140023136883364 	 1.2823921172256296	1.431610196462707
2.7055015539035687 	 1.2971004811700682	1.4084010727335006
2.6909746964266517 	 1.2983557987873429	1.3926188976393088
2.617951569583786 	 1.249865270102812	1.3680862994809744
2.6322978149446516 	 1.2688995039649709	1.363398310979681
2.6433186737917076 	 1.2596508034529705	1.3836678703387368
2.539195102725367 	 1.2338794672116717	1.3053156355136957
2.701533156014685 	 1.3229942931851355	1.3785388628295494
2.632481673988242 	 1.2644402955842207	1.3680413784040213
2.6678490941508763 	 1.2785871087574947	1.3892619853933816
2.6806414928125353 	 1.3198913595813817	1.3607501332311536
2.8285699928545918 	 1.3081448996540819	1.52042509320051
2.7101385817396535 	 1.2868830881343682	1.4232554936052852
2.6781183016510726 	 1.2833157549572656	1.394802546693807
2.7430210617651656 	 1.3131570256867344	1.4298640360784312
2.6075455016829867 	 1.2659792871383575	1.341566214544629
2.589252641800603 	 1.236420911629171	1.352831730171432
2.610452984004908 	 1.2613850933295643	1.3490678906753437
2.6412754400626213 	 1.2280720564947463	1.413203383567875
2.677222261615659 	 1.2921922498960634	1.3850300117195955
2.632412986388282 	 1.2698518450391805	1.3625611413491017
2.649323262208445 	 1.234438104928496	1.4148851572799488
2.582386109610363 	 1.2418346176238315	1.3405514919865316
2.7009879913940384 	 1.276907141314668	1.4240808500793702
2.7430603744550304 	 1.2879559626745487	1.4551044117804814
2.6203004245269663 	 1.2443003340005756	1.3760000905263907
2.482170281643408 	 1.1982366299414786	1.2839336517019295
2.566211670602668 	 1.2616200665312738	1.3045916040713943
2.7018425751655926 	 1.2934752093468205	1.4083673658187719
2.698106351203598 	 1.2792358941442117	1.4188704570593862
2.695686004844773 	 1.2637783055539074	1.4319076992908653
2.700308774671135 	 1.2897109978660057	1.4105977768051292
2.629025272689805 	 1.2608804575548196	1.3681448151349853
2.8100194131856524 	 1.3432445520001504	1.4667748611855023
2.612921678667825 	 1.241399850007384	1.3715218286604411
2.671063080930243 	 1.2676080921692425	1.4034549887610006
2.7997894399022947 	 1.3067095751485014	1.4930798647537933
2.6610288855203335 	 1.2646912906888885	1.396337594831445
2.7297190394952495 	 1.3000374427025552	1.4296815967926944
2.5918354664716636 	 1.2311174438867483	1.3607180225849151
2.603013095531937 	 1.2750952727877636	1.3279178227441735
2.5770572590043814 	 1.2472790037020698	1.3297782553023114
2.663955284669287 	 1.276030747294566	1.3879245373747207
2.6859528030593243 	 1.2812832905553824	1.4046695125039421
2.585319583471531 	 1.2454625077337516	1.3398570757377795
2.6742918932645594 	 1.2399114186721047	1.4343804745924544
2.6801182810045923 	 1.261022500433839	1.4190957805707534
2.694805626976811 	 1.2472089266408637	1.4475967003359473
2.6163232724752508 	 1.2533897505572331	1.3629335219180174
2.7244580833753007 	 1.2757004573275466	1.4487576260477544
2.574386518322794 	 1.2075746204743414	1.3668118978484527
2.653804311639698 	 1.256720044690253	1.3970842669494452
2.6190159115596208 	 1.225620832932143	1.3933950786274778
2.634771269158271 	 1.2734195907645827	1.3613516783936883
2.7174158937859447 	 1.2931971850891621	1.4242187086967826
2.745816020504936 	 1.2852649723410494	1.4605510481638864
2.7195651174146906 	 1.2673669830496619	1.4521981343650285
2.699563008651255 	 1.2828485538453465	1.4167144548059085
2.657865007717279 	 1.2764335443474377	1.3814314633698412
2.626542360579867 	 1.2455779193829661	1.380964441196901
2.5689995070589955 	 1.243821910579313	1.3251775964796826
2.6068929653758928 	 1.2586454085557288	1.348247556820164
2.551998782483201 	 1.2124228189395758	1.3395759635436253
2.624180004050169 	 1.2622389105836502	1.3619410934665188
2.6635247453955793 	 1.2510943481941612	1.412430397201418
2.617664027050421 	 1.244749159845751	1.37291486720467
2.7469246840497004 	 1.2956995650082792	1.4512251190414212
2.7007284221810655 	 1.3013600589793164	1.399368363201749
