# /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/CVs/cumulativeHardEnrichment.py --model /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/DIPC/3/423K/3DIPC.psf --traj /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/DIPC/3/423K/fixed_3DIPC_100.dcd --lipid_list /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/DIPC/lipidList_NO_CHOL.dat --r /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/DIPC/423K/avgRcutoff_NO_CHOL.dat
# cumEnrichmentAVG	DPPC-DPPC	DIPC-DIPC
2.4959551267472007 	 1.1757037650115048	1.3202513617356957
2.3909783146555297 	 1.1430929452778371	1.2478853693776926
2.3961006473360644 	 1.1432052586802761	1.2528953886557885
2.4460906074710307 	 1.169958933674768	1.2761316737962627
2.495221600963194 	 1.1845264434689375	1.3106951574942565
2.441261306195994 	 1.1364475766458881	1.3048137295501059
2.4612202116975896 	 1.1672989031789625	1.2939213085186272
2.4130567517741275 	 1.1458567618552131	1.2671999899189146
2.3629358235959503 	 1.1356209483212965	1.2273148752746539
2.3866718587534175 	 1.152121569872631	1.2345502888807864
2.4921389451037195 	 1.1705135924703818	1.3216253526333375
2.3913792342440137 	 1.1536420704719093	1.2377371637721044
2.415881919272916 	 1.1489560185923655	1.2669259006805504
2.384487867069619 	 1.1464009519310703	1.2380869151385485
2.471595728246466 	 1.166970268062102	1.304625460184364
2.3686361663037205 	 1.1296161809637677	1.2390199853399526
2.470672165105845 	 1.1492088473142887	1.3214633177915562
2.4389012531093104 	 1.1609596108133213	1.277941642295989
2.413854858515437 	 1.1540838892878504	1.2597709692275867
2.418299717143242 	 1.1476593291560226	1.270640387987219
2.4516993633665045 	 1.1562987101749478	1.295400653191557
2.3780405396625746 	 1.135405451575517	1.2426350880870576
2.425993768828917 	 1.1543623674355334	1.2716314013933834
2.4604484202610655 	 1.1566862375549305	1.303762182706135
2.4301587177474118 	 1.1711874380405631	1.2589712797068486
2.428228332454425 	 1.1473030121953474	1.2809253202590778
2.454406384027962 	 1.165391856813856	1.2890145272141058
2.4510514862599284 	 1.1578802375390942	1.2931712487208342
2.4227375854909994 	 1.1509971043035108	1.2717404811874888
2.5092725804915794 	 1.1656120492384439	1.3436605312531358
2.397979659023475 	 1.1543478547231913	1.2436318043002839
2.4055476229848147 	 1.133776195243609	1.2717714277412058
2.442435984556491 	 1.1563221358830795	1.2861138486734118
2.4347585570729624 	 1.1485095571805735	1.286248999892389
2.399520799194377 	 1.144913081554472	1.2546077176399053
2.458584783190192 	 1.1758284004004018	1.2827563827897899
2.45447263708424 	 1.164468508362432	1.290004128721808
2.4181135769332522 	 1.1267535051887754	1.291360071744477
2.4022453766531466 	 1.1550275650663502	1.2472178115867965
2.431566324332739 	 1.1575210565208205	1.2740452678119185
2.44349059223875 	 1.161965947825414	1.2815246444133361
2.4723489089681907 	 1.1600859854087564	1.3122629235594343
2.439769418047764 	 1.155077087516704	1.28469233053106
2.4623949603920545 	 1.180739490360434	1.2816554700316203
2.426292536939049 	 1.1519704735932577	1.2743220633457915
2.4390703916810206 	 1.146995896403321	1.2920744952776997
2.402009835882272 	 1.1464379303640646	1.2555719055182073
2.4910638058668813 	 1.174037376302484	1.317026429564397
2.382771375257013 	 1.127547609386154	1.2552237658708592
2.432980482785576 	 1.1539978467762482	1.278982636009328
2.4676948143561193 	 1.1743209470176765	1.293373867338443
2.4251172839505712 	 1.14445075121434	1.2806665327362312
2.449808550012162 	 1.1429547706835956	1.3068537793285664
2.4599959696972045 	 1.165406483400408	1.2945894862967964
2.4050167259436765 	 1.1231916419404497	1.281825084003227
2.5158940117064836 	 1.1825444675374792	1.3333495441690044
2.43016079352347 	 1.1379704958615733	1.2921902976618964
2.4866772927258856 	 1.154323733838202	1.3323535588876836
2.409064729109013 	 1.151146265952856	1.257918463156157
2.4136753609029786 	 1.1397440527267175	1.273931308176261
2.4478985900113015 	 1.1681670326645053	1.2797315573467962
2.399792027412523 	 1.1388134631574336	1.2609785642550895
