# /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/CVs/segregationIndex.py --model /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/DIPC/4/423K/4DIPC.psf --traj /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/DIPC/4/423K/fixed_4DIPC_100.dcd --lipid_list /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/DIPC/lipidList_NO_CHOL.dat --r /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/DIPC/423K/avgRcutoff_NO_CHOL.dat
# segregationIndex	DPPC	DIPC
1.0879821829883358 	 0.646927374301676	0.44105480868665975
1.090070869553721 	 0.647704982346018	0.44236588720770287
1.0784807321056853 	 0.6383222116301239	0.4401585204755614
1.0739805917649472 	 0.6432861848478977	0.43069440691704947
1.0758277992146068 	 0.6422018348623854	0.43362596435222134
1.0830945794621363 	 0.6467507274490786	0.4363438520130577
1.0803251196514339 	 0.644999032694912	0.43532608695652175
1.1123604014316937 	 0.6561341915350107	0.456226209896683
1.0704976841178753 	 0.6371366422780305	0.4333610418398448
1.0416227394371909 	 0.6205701078582434	0.42105263157894735
1.0342414353934202 	 0.6247330615414483	0.4095083738519719
1.0920187459777875 	 0.6484813310118012	0.4435374149659864
1.0524998618195025 	 0.6279969064191802	0.4245029554003224
1.0535114837466462 	 0.6249014972419228	0.4286099865047234
1.084296470063096 	 0.6381667629501252	0.44612970711297073
1.076892868846429 	 0.6458536585365854	0.4310392103098437
1.0411905301670747 	 0.6277315799651905	0.4134589502018843
1.0631761466437188 	 0.6333398171561953	0.4298363294875235
1.0824249178389074 	 0.6425531914893617	0.4398717263495457
1.097678950481957 	 0.6505376344086021	0.4471413160733549
1.0917783226744686 	 0.6445408259475769	0.44723749672689184
1.0648031668617202 	 0.6404129229592812	0.424390243902439
1.0697458814903023 	 0.6395591867756033	0.43018669471469895
1.066166712681994 	 0.6358071920428462	0.4303595206391478
1.0832572909659883 	 0.6445408259475769	0.4387164650184114
1.0635582569189455 	 0.6344127975029262	0.4291454594160193
1.0710899412974664 	 0.6374639769452449	0.43362596435222134
1.0897472461741202 	 0.6531160115052732	0.4366312346688471
