# /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/CVs/wDBSCANanalysisSpecies.py --model /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/DIPC/3/298K/3DIPC.psf --traj /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/DIPC/3/298K/fixed_3DIPC_100.dcd --lipid_list /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/DIPC/lipidList_NO_CHOL.dat --r /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/DIPC/298K/avgRcutoff_NO_CHOL.dat
# Individual Species Contribution :	 DPPC-DPPC	DIPC-DIPC
# weighted-Mean-cluster-lipid	 wStd-cluster-lipid	        Silhouette Coefficent
20.98876404494382	33.02358490566038 14.017240092854577	13.10100134360176 0.5057009147731212	0.31276395979104077
59.503649635036496	215.2379679144385 32.33156783471793	48.745761391372675 0.2736973746335271	-0.014331587931855756
80.27	135.50395778364117 49.41467831862648	59.868429711798264 0.15329232145678087	0.030288657543538756
106.13529411764706	199.96915167095116 55.32140784623947	66.13913102312205 -0.018815498194651344	-0.12357624731202434
168.1638418079096	126.72815533980582 67.55914958453181	57.49646577146181 0.09513447712430545	0.13904242068790426
182.84910485933503	215.5152224824356 99.45452375128615	64.16720421013277 0.1478287861695161	0.13763947702196724
176.1212938005391	181.81042654028437 91.7433655698813	57.58457275390122 0.08434729699831044	0.14827046834943505
251.2069825436409	169.36255924170615 93.45701694405824	74.99351517677222 -0.0138964058128536	0.09900945755651773
208.3341836734694	158.70023419203747 97.35909784666909	74.85576497703062 0.04481847839723424	0.10248653410052509
243.40097799511003	176.4862385321101 86.51738154588922	81.26930141145799 -0.027119513596935204	0.3712731413827962
159.78688524590163	175.07469879518072 84.41572537976087	64.83321854820191 0.04434051126460803	0.15113228579716967
187.5	222.09443099273608 92.1259026396636	46.49656492795956 0.10303967621075763	0.10002747515160637
168.5259067357513	178.25694444444446 73.08246887114709	62.34856615652593 0.18557735122477273	0.07122724971423104
227.12213740458014	235.53521126760563 111.66822152354037	36.37222705597919 0.021832681022692455	0.1314687335733081
244.12655086848636	164.83333333333334 77.3719472939247	60.04803360535032 -0.05009438848287206	0.1544262991603096
228.8783068783069	171.0212765957447 113.99118598290582	65.12905552476258 -0.20207790017759886	0.03897218252760298
128.94736842105263	241.24113475177305 55.05688320102796	27.538213477806032 0.1024910984094826	0.1404184772076056
187.56914893617022	208.10344827586206 78.45282838913084	70.57407203273598 0.09657331286350071	0.10792951199265964
166.9002493765586	241.76443418013858 85.92994319266666	36.1097241221946 0.05893566868689397	0.060004283372510576
288.34123222748815	201.62155963302752 77.30261306778192	57.3869962042566 -0.06707926532001987	0.25221488964871475
257.0203619909502	204.40465116279069 81.50722168740191	60.78397873938445 -0.04081551246979896	0.2925911394488425
190.2549019607843	234.21510297482837 76.11674293085689	44.99320519054978 0.09043500837099644	0.22839056421676346
344.0218340611354	209.6004514672686 56.35263623478514	59.98724996038509 0.027121002695039254	0.22354599616339185
345.9432773109244	249.42669584245075 27.596106643225507	19.650657658535465 -0.05871399232555914	0.20263210779187565
338.02227171492206	245.34762979683973 41.184515471972446	27.149052048156562 0.12682008421728758	0.1275833578085199
323.28846153846155	255.17225950782998 71.57704679258335	6.997880154872773 -0.07258869678581982	2
339.8695652173913	249.48988764044944 59.50991675121408	11.680118947984251 -0.0692930375269713	0.14009501824049214
342.4190871369295	248.73451327433628 42.64704472836244	32.1068508387353 0.07850742060433301	0.13929890275398796
335.1547861507128	253.5796460176991 41.39438838195809	4.499295112777631 -0.1215323040436713	2
354.09741550695827	252.12249443207128 34.61352160662427	4.998499286196962 0.035321225414447883	2
372.47904191616766	246.5 1.4998535790943317	25.831522290791323 2	0.18568470087241087
386.15412844036695	248.62554112554113 11.481381275068914	19.924218909810683 2	0.23561318298396522
