# /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/CVs/segregationIndex.py --model /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/POPC/1/323K/1POPC.psf --traj /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/POPC/1/323K/fixed_1POPC_100.dcd --lipid_list /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/POPC/lipidList.dat --r /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/POPC/323K/avgRcutoff.dat
# segregationIndex	DPPC	POPC	CHOL
0.9327662139331812 	 0.39260830051499546	0.37940545510266627	0.16075245831551946
0.9428840859217142 	 0.3926412614980289	0.3903601694915254	0.1598826549321599
0.9517839928361369 	 0.392468841156192	0.40096618357487923	0.15834896810506566
0.9606995261008011 	 0.3935295677539114	0.4043010752688172	0.16286888307807246
0.9692442609213681 	 0.39504176771759636	0.40928495197438636	0.16491754122938532
0.9379995419835324 	 0.3949447077409163	0.39236479321314954	0.15069004102946662
0.9557081846732601 	 0.3945291951604419	0.38845845578413035	0.17272053372868792
0.922962231867045 	 0.3863995782814971	0.377488717812583	0.1590739357729649
0.9132605109070127 	 0.3787357841840783	0.38618524332810045	0.14833948339483394
0.9336543589306799 	 0.38060094886663154	0.3912122816304923	0.16184112843355605
0.9520011326374002 	 0.4019088016967126	0.3952	0.15489233094068758
0.9505293819648384 	 0.3905138339920949	0.39224023385596596	0.16777531411677754
0.9185701729539748 	 0.3816793893129771	0.3713527851458886	0.1655379984951091
0.9097562311952194 	 0.3715415019762846	0.374108322324967	0.16410640689396777
0.921220134054539 	 0.3844559585492228	0.38212877792378447	0.1546353975815317
0.9474080278425274 	 0.39312678989846395	0.39265762170790103	0.16162361623616237
0.9245078746573485 	 0.38511579495186055	0.38965153115100315	0.1497405485544848
0.9741598664533082 	 0.40084277060837503	0.398825413774693	0.1744916820702403
0.941412896004621 	 0.3878529568460309	0.39442658092175775	0.15913335823683228
0.9469528559568055 	 0.3939873417721519	0.38520475561426687	0.16776075857038658
0.9440472332381273 	 0.3918453799311623	0.3963480128893663	0.1558538404175988
0.9276941604722535 	 0.38496160974318244	0.382762312633833	0.15997023809523808
0.9495413123828575 	 0.38846657929226736	0.39863445378151263	0.16244027930907753
0.9358637791882861 	 0.39079257127910016	0.389630793401414	0.15544041450777202
0.9518350016762546 	 0.40062272963155166	0.3910342965163381	0.16017797552836485
0.9645885457031815 	 0.4011720831113479	0.39893048128342246	0.16448598130841122
0.9520270978495347 	 0.39213630406290956	0.39389152185360715	0.16599927193301783
0.9338690931663653 	 0.39457909825384413	0.3865276663993585	0.15276232851316277
0.9452128512040805 	 0.38964435146443516	0.3902053712480253	0.1653631284916201
0.9595521923176508 	 0.40446521287642784	0.4001054296257248	0.15498154981549817
0.9332384874871051 	 0.3879265091863517	0.39186691312384475	0.15344506517690876
0.9367377866269839 	 0.39073881373569197	0.38602846054333767	0.15997051234795429
0.9360332676525007 	 0.388263033796175	0.37758895379713225	0.1701812800591935
0.9320865538139744 	 0.3801782905086523	0.3897058823529412	0.16220238095238096
0.9185609667284176 	 0.381744966442953	0.38095238095238093	0.15586361933308354
0.9761601481109916 	 0.40427194581922377	0.40473061760841	0.16715758468335787
0.9232490464256775 	 0.3877019280875456	0.38136047134440276	0.15418664699372925
0.9524523765860522 	 0.395691014188124	0.39785522788203753	0.1589061345158906
0.9490870444196216 	 0.3937796520822351	0.3919062832800852	0.1634011090573013
0.9277832754826125 	 0.38579206637282865	0.38751966439433666	0.15447154471544716
0.9165308060230256 	 0.37398373983739835	0.3813044626353314	0.16124260355029585
0.918274030134363 	 0.38733509234828495	0.37436582109479305	0.15657311669128507
0.9359191112892289 	 0.39112271540469973	0.3867258949568853	0.1580705009276438
0.930842939496149 	 0.39112271540469973	0.38925467474321834	0.15046554934823092
0.9278208838865246 	 0.38663484486873506	0.3911671924290221	0.15001884658876743
0.9334051376658048 	 0.3808241314301104	0.392040871201936	0.16054013503375844
0.9293205172477728 	 0.38067734313468105	0.38406752835663416	0.16457564575645756
0.9248518245898937 	 0.3849216883461641	0.378941742383752	0.16098839385997754
0.9584923963582582 	 0.4009559214020181	0.4054982817869416	0.15203819316929856
0.9129443912727037 	 0.37825059101654845	0.37885923600209315	0.15583456425406203
0.9379964025632251 	 0.39021824875098604	0.39015352038115403	0.15762463343108504
0.951098207288458 	 0.3934685277850935	0.3913978494623656	0.16623183004099887
0.9539876061976753 	 0.3995810421576329	0.3898035050451407	0.16460305899490169
0.9006366304311242 	 0.37842105263157894	0.372773198617389	0.14944237918215614
0.9118156215760117 	 0.37265135699373697	0.38326226012793174	0.155902004454343
0.9445630990896444 	 0.3970747562296858	0.3916735141057245	0.1558148287542341
0.9708219887037619 	 0.40993132593766507	0.4014046461372231	0.15948601662887377
0.9128608138634644 	 0.3805239481344271	0.3800487937110328	0.1522880720180045
0.9447871639902115 	 0.3989756722151088	0.3927540036755054	0.1530574880995972
0.9129684132437684 	 0.37473684210526315	0.38021802712044667	0.1580135440180587
0.9224169727281657 	 0.38250517598343686	0.3818615751789976	0.15805022156573117
0.9692443388007507 	 0.4038814581694204	0.4004220522289633	0.16494082840236687
0.9399084899879914 	 0.39483593329747174	0.39082321187584346	0.15424934481467614
0.9220853896982777 	 0.3807773109243697	0.3915316257187663	0.1497764530551416
0.93745359695652 	 0.3889908256880734	0.38671978751660024	0.16174298375184637
0.9368248239026216 	 0.393717277486911	0.38678742674480554	0.156320119670905
0.9363604660215994 	 0.3968	0.38881419736488304	0.15074626865671642
0.9133216702782794 	 0.3804930332261522	0.3836427226257735	0.14918591442635365
0.9461360777198117 	 0.3963282937365011	0.399673735725938	0.15013404825737264
