# /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/CVs/DBSCANanalysisSpecies.py --model /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/DAPC/1/323K/1DAPC.psf --traj /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/DAPC/1/323K/fixed_1DAPC_100.dcd --lipid_list /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/DAPC/lipidList_NO_CHOL.dat --r /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/DAPC/323K/avgRcutoff_NO_CHOL.dat
# Individual Species Contribution :	 DPPC-DPPC	DAPC-DAPC
# Cluster-count	Core to Total Lipids	Cluster lipids to        Total Lipids	Outliers To Total Lipids	Mean Core lipids per cluster        	STD Core lipids per cluster	 Mean lipids per cluster	 STD lipids         per cluster	 Silhouette Coefficent
22	10 0.17666666666666667	0.26666666666666666 0.555	0.6111111111111112 0.445	0.3888888888888889 4.818181818181818	9.6 4.281422487024225	12.126005112979295 15.136363636363637	22.0 8.981270686294666	18.79893614011176 0.3579985600065351	0.36532813475428483
6	3 0.505	0.625 0.9016666666666666	0.8916666666666667 0.09833333333333333	0.10833333333333334 50.5	75.0 66.6001751749448	50.93787065304817 90.16666666666667	107.0 111.36339414527357	67.90189000805992 -0.02028167105657646	0.24448045464201115
2	3 0.5533333333333333	0.6694444444444444 0.9	0.9277777777777778 0.1	0.07222222222222222 166.0	80.33333333333333 5.0	56.387547876774676 270.0	111.33333333333333 5.0	73.06770072260991 2	0.24610995918350126
2	2 0.645	0.7111111111111111 0.9566666666666667	0.9444444444444444 0.043333333333333335	0.05555555555555555 193.5	128.0 1.5	3.0 287.0	170.0 0.0	1.0 2	2
2	2 0.5983333333333334	0.7222222222222222 0.9383333333333334	0.9555555555555556 0.06166666666666667	0.044444444444444446 179.5	130.0 0.5	6.0 281.5	172.0 2.5	2.0 2	2
2	2 0.59	0.7361111111111112 0.945	0.9388888888888889 0.055	0.06111111111111111 177.0	132.5 1.0	4.5 283.5	169.0 1.5	4.0 2	2
3	2 0.6316666666666667	0.7638888888888888 0.9466666666666667	0.9638888888888889 0.05333333333333334	0.03611111111111111 126.33333333333333	137.5 86.719214838594	3.5 189.33333333333334	173.5 124.15134133611105	0.5 0.1887857955050725	2
2	2 0.6016666666666667	0.7444444444444445 0.9366666666666666	0.9472222222222222 0.06333333333333334	0.05277777777777778 180.5	134.0 5.5	0.0 281.0	170.5 5.0	0.5 2	2
3	2 0.6533333333333333	0.7694444444444445 0.9566666666666667	0.975 0.043333333333333335	0.025 130.66666666666666	138.5 91.11287261169826	5.5 191.33333333333334	175.5 129.07448323437993	2.5 0.15880331979413	2
2	2 0.6583333333333333	0.7694444444444445 0.955	0.9888888888888889 0.045	0.011111111111111112 197.5	138.5 3.5	1.5 286.5	178.0 6.5	0.0 2	2
3	2 0.6533333333333333	0.7777777777777778 0.9683333333333334	0.9694444444444444 0.03166666666666667	0.030555555555555555 130.66666666666666	140.0 91.11287261169826	1.0 193.66666666666666	174.5 132.01599229722973	1.5 0.114575724789914	2
