# /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/CVs/segregationIndex.py --model /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/DIPC/2/323K/2DIPC.psf --traj /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/DIPC/2/323K/fixed_2DIPC_100.dcd --lipid_list /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/DIPC/lipidList.dat --r /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/DIPC/323K/avgRcutoff.dat
# segregationIndex	DPPC	DIPC	CHOL
0.9810307681114288 	 0.4244668624696718	0.29963595631475776	0.2569279493269992
1.0675408655327523 	 0.45570971184631803	0.34884582150351806	0.2629853321829163
1.0997655743110288 	 0.46503646503646506	0.3688888888888889	0.26584022038567495
1.1074112069066584 	 0.4664685908319185	0.3775497589318828	0.26339285714285715
1.1252054274749839 	 0.4672297658505292	0.3860354137887731	0.27194024783568155
1.1014344927779975 	 0.46789184621884244	0.3712027661150901	0.2623398804440649
1.098922323515458 	 0.4630046043473605	0.3672196582262692	0.26869806094182824
1.0963099860633507 	 0.4594105755931482	0.36708548903670857	0.26981392143349414
1.1027957224006872 	 0.4697813973424775	0.3728348909657321	0.26017943409247757
1.0939220768576048 	 0.46060474693833314	0.37291511077918843	0.2604022191400832
1.1106959825543208 	 0.46087704213241615	0.3724292658606506	0.2773896745612541
1.165250872466661 	 0.4726141078838174	0.40606361829025844	0.2865731462925852
1.1384655307369966 	 0.47027990355383165	0.3914135074064775	0.27677211977668753
1.1620705048357247 	 0.4786983515307215	0.4113421550094518	0.2720299982955514
1.172058325031303 	 0.47931287315387033	0.4181175876860964	0.27462786419133633
1.1570076090990917 	 0.4780260510431007	0.4111791730474732	0.2678023850085179
1.1887612242406957 	 0.48102574707889567	0.42602653190145295	0.2817089452603471
1.1300082614214926 	 0.4743167074337977	0.3958517769065385	0.2598397770811564
1.1296595449279963 	 0.47041388800677464	0.3994920634920635	0.2597535934291581
1.1560694587298712 	 0.4743952246308514	0.40683422062647023	0.27484001347254966
1.1527240795309825 	 0.4808731588428526	0.4069069069069069	0.26494401378122306
1.142324636411951 	 0.4785534062237174	0.38765308672831794	0.2761181434599156
1.1251039861508207 	 0.4676975217115018	0.3898708787764824	0.2675355856628366
1.1182269850821809 	 0.46674470575715654	0.38034825870646766	0.2711340206185567
1.1266887298442567 	 0.4689757756056099	0.38290899924376104	0.2748039549948858
1.1703406573803408 	 0.4713175036772431	0.4090099261898702	0.2900132275132275
1.1348964104415002 	 0.4721490997156997	0.395198989260897	0.26754832146490337
1.1513784409997185 	 0.4740771900304974	0.4038437223416361	0.27345752862758504
1.1505360780888594 	 0.46916692929929615	0.4037878787878788	0.27758127000168437
1.1513793742359277 	 0.4742875170890735	0.40709523210466725	0.26999662504218697
1.1332445957674002 	 0.4695083350917915	0.392406644186337	0.27132961648927184
1.1058797332750467 	 0.4628239026969857	0.378184516448182	0.26487131412987897
1.0954973530077357 	 0.4618044300378174	0.368	0.26569292296991825
