# /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/CVs/cumulativeHardEnrichment.py --model /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/DAPC/1/423K/1DAPC.psf --traj /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/DAPC/1/423K/fixed_1DAPC_100.dcd --lipid_list /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/DAPC/lipidList.dat --r /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/DAPC/423K/avgRcutoff.dat
# cumEnrichmentAVG	DPPC-DPPC	DAPC-DAPC	CHOL-CHOL
4.453519970786325 	 1.3749731544121322	1.5759122915188972	1.5026345248552957
4.071694950796777 	 1.2834717263224464	1.3961558133325154	1.392067411141816
4.049240287877465 	 1.2698346526251831	1.3615465564693292	1.4178590787829521
4.330412154573203 	 1.308597692515863	1.4123143230441064	1.609500139013234
4.099155952228299 	 1.2628948053592048	1.327765909422376	1.5084952374467189
4.202454460667738 	 1.2686923174049638	1.4506741533307548	1.4830879899320188
4.210642115399249 	 1.2421829071883725	1.3402115930876823	1.6282476151231942
4.1056784721178134 	 1.2588873764905695	1.394689641500653	1.452101454126591
4.19743626657986 	 1.2600238347273067	1.4206985311561167	1.5167139006964367
4.3745894648521055 	 1.3231192567364451	1.4228846706142981	1.6285855375013618
4.251160326546778 	 1.3320293969617787	1.4760195614098541	1.4431113681751446
4.2984456276691105 	 1.3260576880350254	1.4593958814599974	1.5129920581740879
4.178374207503383 	 1.3134176631156467	1.4634863195367496	1.401470224850987
4.022996495002706 	 1.2895495458977484	1.3970578483145486	1.3363891007904094
4.413484139835129 	 1.312019425205535	1.5301104544181974	1.5713542602113968
4.475114095183281 	 1.348029212277952	1.4708805434484191	1.65620433945691
4.356270841519369 	 1.3317181330987298	1.5114862842956716	1.5130664241249676
4.39614209077623 	 1.3114755838389285	1.4780970868885874	1.606569420048714
4.355146850421036 	 1.2790357152029883	1.4719922765280335	1.604118858690014
4.243980925548247 	 1.3114301622847393	1.4741349161041497	1.4584158471593576
4.22835731555284 	 1.286217034392056	1.4057757378448326	1.5363645433159507
4.276760908685986 	 1.291710490901349	1.402210420856966	1.582839996927671
4.27806887659339 	 1.3009099042823633	1.4408657435146117	1.5362932287964153
4.203456983322065 	 1.3068887257667319	1.3637192600448853	1.5328489975104476
4.295051759397678 	 1.2700383184008217	1.450243870728713	1.574769570268143
4.374304732901072 	 1.3156359081674218	1.5464096575014725	1.5122591672321781
4.331799683455717 	 1.2751048469011903	1.4205846700353608	1.6361101665191655
4.290980834047362 	 1.3438352947770555	1.5141456230621997	1.4329999162081066
4.240086011328515 	 1.2729471971083446	1.4765867139327224	1.4905521002874478
4.2803263985993105 	 1.2903865310418399	1.3945457991079526	1.595394068449518
4.192251928176631 	 1.2893994478564461	1.4628866266330904	1.4399658536870947
4.213509333818221 	 1.3101903436409128	1.4008498278781152	1.5024691622991928
4.160241374298302 	 1.2771875716648724	1.422660289324989	1.4603935133084407
4.451157695919211 	 1.329048937158053	1.4545233097599781	1.66758544900118
4.235104669626317 	 1.348867638148732	1.4576408257295104	1.428596205748074
4.21480717162496 	 1.2918592745275714	1.4408790948817383	1.4820688022156503
4.342561340561561 	 1.3035308452930465	1.4574885693666193	1.5815419259018952
4.358514884217072 	 1.3437509861079417	1.4654339316141227	1.5493299664950066
4.451560813045727 	 1.3359435839135014	1.4863988175561889	1.629218411576037
4.347464390975648 	 1.334710951166055	1.475548783143457	1.5372046566661355
4.155749112785587 	 1.2603773370089217	1.3914926952005677	1.5038790805760982
4.321468995113863 	 1.3117032877371386	1.4885799150110837	1.5211857923656402
4.373672946300987 	 1.338154913086604	1.487808964120105	1.5477090690942785
4.2649145866077305 	 1.2511430605015268	1.4254265251608702	1.5883450009453335
4.32690018521143 	 1.292761306869044	1.43799630500071	1.596142573341676
4.294788273373726 	 1.327014198916837	1.4816107913149044	1.4861632831419853
4.20396487662534 	 1.3108701674788068	1.4547430469874398	1.4383516621590942
4.23998335179262 	 1.299304645867503	1.4647693532184116	1.4759093527067055
4.326081059651119 	 1.3236752676236536	1.4983927653427735	1.5040130266846918
4.29276787985993 	 1.2949309791889354	1.4853874363349524	1.5124494643360427
4.201378170597664 	 1.2834447131964883	1.4173341571111484	1.5005993002900273
4.143413198675517 	 1.3068451727436625	1.4467943769263822	1.3897736490054717
4.228146305162694 	 1.2777254099653033	1.411336475197611	1.5390844199997802
4.326531036258811 	 1.3296917971651432	1.422987427492142	1.573851811601526
4.222888434885608 	 1.2937338668946032	1.3843853484359523	1.5447692195550524
4.1038727854703225 	 1.3083834703345718	1.446014681814005	1.3494746333217464
4.25137276965593 	 1.2796372901628668	1.456037484280507	1.5156979952125562
4.273674132836641 	 1.326413650409499	1.4934546802209088	1.4538058022062335
4.322440098289839 	 1.3099579579473974	1.4365680410870014	1.5759140992554401
4.3726951562263014 	 1.2820403830804925	1.4271977095636972	1.6634570635821115
4.244970291062989 	 1.296623190041763	1.4266868974246099	1.5216602035966165
4.342130529530101 	 1.2855939295001306	1.4687600818971123	1.5877765181328582
4.137323973975655 	 1.2691258999042296	1.416032770757191	1.4521653033142343
4.087574307119205 	 1.287980278052379	1.4130445833365894	1.3865494457302363
4.401058244425942 	 1.3372964362491713	1.5361965633668584	1.5275652448099122
4.500532436036414 	 1.3659440020802123	1.529484267678678	1.6051041662775232
4.149598674833481 	 1.2867973772757246	1.3722996873521023	1.4905016102056545
4.193471569620863 	 1.292973528550443	1.4230587097792526	1.4774393312911678
4.3264946431256845 	 1.2995174804335201	1.4348617420485994	1.5921154206435646
4.194185582518825 	 1.3104468058653165	1.4237030869917593	1.4600356896617492
4.228634189124843 	 1.2940274821587643	1.458574036906733	1.4760326700593458
4.358779496732202 	 1.3221900217371827	1.5096345104724347	1.5269549645225844
4.213256013518507 	 1.3013510303268574	1.4558977132510493	1.4560072699406004
4.335199373709097 	 1.3378320669733856	1.4401632610082886	1.5572040457274219
4.522295357893881 	 1.3194071922585544	1.4547382523767844	1.7481499132585423
4.169596305180387 	 1.3029811707616692	1.3927282141650008	1.473886920253717
4.2349434671934425 	 1.2644846980871285	1.3701842369765855	1.6002745321297285
4.311608648390392 	 1.2957248195340583	1.4307996214792311	1.5850842073771023
4.478714481743312 	 1.339797931355178	1.5589146507630913	1.5800018996250422
4.4207215395525 	 1.3082900060740108	1.4938668457329665	1.6185646877455229
4.274787546563095 	 1.3009628195876628	1.4830982814778007	1.4907264454976312
4.813122373170601 	 1.4128693024177026	1.5411197688538547	1.8591333018990435
4.137848301247823 	 1.2610888714741764	1.3973772471870212	1.4793821825866256
4.201726936045576 	 1.285100596937697	1.3871746633884214	1.5294516757194576
4.205178359766604 	 1.2918835595352527	1.470072223534177	1.443222576697174
4.35360753792672 	 1.3132287027011826	1.5457782387740218	1.4946005964515159
4.325556044180681 	 1.2765495990704303	1.4057836150003131	1.6432228301099379
4.248442789534636 	 1.3053112163006633	1.4765592246513213	1.466572348582651
4.339176317005746 	 1.3230612840778384	1.4811107422491874	1.5350042906787207
3.9974243881421296 	 1.2783203995118892	1.4015276486858061	1.3175763399444345
4.020179867203527 	 1.2726250015730192	1.3845291499533106	1.3630257156771979
4.427613203406997 	 1.3011707522350935	1.4975177543804334	1.62892469679147
4.2493054137288855 	 1.297033899626017	1.4461472547576806	1.5061242593451882
4.218892536192685 	 1.2583668175015372	1.3878866811698352	1.5726390375213124
4.419914606996603 	 1.3124334195705099	1.4527360616227587	1.6547451258033337
4.344334914711623 	 1.2903199945791695	1.4508345306853208	1.6031803894471324
4.39228348170815 	 1.3495969328249018	1.476875411875044	1.5658111370082035
4.363047152903821 	 1.2940352315993389	1.506494235170479	1.5625176861340027
4.1497503409756735 	 1.2670028565234317	1.401631549157654	1.481115935294588
4.376348682150156 	 1.30864139788486	1.3852920592363467	1.6824152250289495
4.134240088655643 	 1.258234835267614	1.3609569683141718	1.5150482850738567
4.372321275898178 	 1.32254708350984	1.4590088299845365	1.590765362403802
4.064646626753229 	 1.2613339026431505	1.4055878617679178	1.3977248623421605
4.346254507083004 	 1.3057695979707855	1.4156661941445625	1.624818714967656
4.380143247815074 	 1.3345180914060175	1.4941773817279045	1.5514477746811512
4.311327814508481 	 1.3268681147785548	1.5121640931451754	1.4722956065847508
4.4499367366554345 	 1.340838236672261	1.5413319921887725	1.5677665077944014
4.308777502317277 	 1.3082692474243716	1.4701464532952866	1.5303618015976186
4.39837235088235 	 1.3264913099962394	1.4864787451389783	1.585402295747132
4.299526028593148 	 1.321539413016095	1.5189165795309492	1.4590700360461035
4.216749597762789 	 1.3071428695416074	1.4239816538916008	1.4856250743295807
4.190747561607519 	 1.289724666358349	1.4328038650901505	1.4682190301590194
4.487530914663537 	 1.2802932757014118	1.4333267114986064	1.7739109274635187
4.466913823863482 	 1.355942290261643	1.532419160860568	1.5785523727412718
4.320645760299653 	 1.2871638241305106	1.4416470780666026	1.5918348581025406
4.355380019308768 	 1.318119135616004	1.4577342105918545	1.5795266731009097
