# /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/CVs/cumulativeHardEnrichment.py --model /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/DIPC/2/298K/2DIPC.psf --traj /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/DIPC/2/298K/fixed_2DIPC_100.dcd --lipid_list /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/DIPC/lipidList.dat --r /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/DIPC/298K/avgRcutoff.dat
# cumEnrichmentAVG	DPPC-DPPC	DIPC-DIPC	CHOL-CHOL
3.554545165074724 	 1.1701647239683686	1.1889209634370541	1.1954594776693015
3.7026295254081054 	 1.2296489086907085	1.2988324935067839	1.1741481232106132
3.856550989854446 	 1.2817061333995765	1.388405578449633	1.1864392780052364
4.005066664910979 	 1.3168537960030688	1.4708652262922022	1.2173476426157075
3.949588924104844 	 1.3021110244037752	1.4666855407921426	1.1807923589089264
3.913561809496852 	 1.2783463236758914	1.4350149813575048	1.2002005044634556
4.072678633394904 	 1.3345213321422895	1.5159696096001902	1.2221876916524241
4.109781932960543 	 1.3641551704225923	1.536517834415576	1.209108928122375
4.1419179671786335 	 1.363417562098347	1.5453323280377695	1.2331680770425173
4.082101157019549 	 1.3510635579729278	1.5073877933969562	1.2236498056496652
4.178856562671749 	 1.353247872164383	1.5969786717514125	1.228630018755953
4.197570400297658 	 1.3709848148800243	1.6019102010975477	1.224675384320086
4.266636398536854 	 1.3714974485009992	1.6079928425506278	1.2871461074852275
4.27913558358153 	 1.3944878535620677	1.652369106048369	1.232278623971094
4.312540680002277 	 1.4196728682202777	1.6486482850807644	1.2442195267012344
4.449624172347917 	 1.422050170331627	1.7328538377690204	1.2947201642472699
4.409837210198317 	 1.4157226682982293	1.6874887129954415	1.3066258289046457
4.42363442131197 	 1.4355633965820709	1.728158540570411	1.2599124841594889
4.370779391024789 	 1.4179705259657045	1.684043611735615	1.26876525332347
4.5346924352322215 	 1.4752295888358118	1.7551075472288131	1.3043552991675966
4.6176156304742095 	 1.491425883867624	1.813388599610553	1.3128011469960326
4.63274764380634 	 1.4908805508786884	1.8177218417677885	1.3241452511598628
4.626052240367143 	 1.4844711092288196	1.8513427985419872	1.2902383325963356
4.746044204825521 	 1.4995127053956978	1.896935927503778	1.3495955719260455
4.69321645556867 	 1.4908585571369817	1.8537026524473974	1.348655245984291
4.622304559893687 	 1.4893297938690733	1.8231427154682494	1.3098320505563643
4.666584527113201 	 1.478864843368704	1.8547086026976525	1.3330110810468447
4.7037988024237904 	 1.4935245121097704	1.8462001922214295	1.36407409809259
4.668274892304613 	 1.4982729140189068	1.8456380510737864	1.3243639272119196
4.590451245662367 	 1.5077056778367581	1.7992586203990322	1.283486947426576
4.7101749872964 	 1.486211630052253	1.8588158897670684	1.3651474674770783
4.678204788094549 	 1.5183021531079046	1.8381332394031644	1.321769395583479
4.59778298310313 	 1.490073575587089	1.8041447311762902	1.3035646763397515
4.609095421978339 	 1.4742598093197246	1.8130531639883838	1.3217824486702312
4.591172862145868 	 1.492270152964853	1.8085834435575832	1.2903192656234315
4.601111098481672 	 1.467772898164075	1.8382760719745916	1.2950621283430057
4.576038039196414 	 1.4771054114530147	1.8138602097528327	1.2850724179905662
4.676428070046776 	 1.4923817123671188	1.867286631398104	1.3167597262815534
4.71929645149384 	 1.4859187271886136	1.8824066054909676	1.3509711188142586
4.755141397427794 	 1.5091086820798074	1.8952998344371965	1.3507328809107895
4.72726076087614 	 1.5005380904479333	1.889213876822594	1.337508793605613
4.721356579537426 	 1.4926299246196133	1.8774390743853528	1.3512875805324596
4.72297425426927 	 1.4918358995448437	1.8691962187156592	1.3619421360087676
4.7102018064870785 	 1.481345509806461	1.8871142136092551	1.3417420830713624
4.767099460870497 	 1.4996791916024725	1.9136508815384439	1.3537693877295807
4.6959800548622725 	 1.5009248876050991	1.867182697055317	1.3278724702018563
4.678741384177139 	 1.4994027317569607	1.8693795600515144	1.3099590923686635
