# /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/CVs/DBSCANanalysisSystem.py --model /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/DIPC/3/423K/3DIPC.psf --traj /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/DIPC/3/423K/fixed_3DIPC_100.dcd --lipid_list /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/DIPC/lipidList_NO_CHOL.dat --r /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/DIPC/423K/avgRcutoff_NO_CHOL.dat
# System consisting of species :	 DPPC	DIPC
# Cluster-count	Core lipid to total lipid	        Cluster lipids to total lipids	        Outlier lipids to total lipids	        Silhouette Coefficent for lipid species
36 0.1652046783625731 0.45248538011695905 0.547514619883041 0.3296037580461972	0.5494072931987716
38 0.1118421052631579 0.3706140350877193 0.6293859649122807 0.3888344511254356	0.6731774192385623
36 0.10160818713450293 0.3304093567251462 0.6695906432748538 0.43802855628971876	0.6198721005450596
41 0.13230994152046785 0.40789473684210525 0.5921052631578947 0.31085010046154815	0.6627050822367853
43 0.14181286549707603 0.43640350877192985 0.5635964912280702 0.44926398804890205	0.6050587245182107
46 0.12353801169590643 0.40058479532163743 0.5994152046783626 0.4476507408975981	0.5630525956715958
45 0.12426900584795321 0.4108187134502924 0.5891812865497076 0.3606842857693873	0.6034995105234074
42 0.11257309941520467 0.3793859649122807 0.6206140350877193 0.44404816992958707	0.6501564786502834
35 0.09064327485380116 0.3033625730994152 0.6966374269005848 0.41489159288043304	0.7433117563722282
38 0.10526315789473684 0.34649122807017546 0.6535087719298246 0.4171916867889347	0.7598370937000434
45 0.12719298245614036 0.42178362573099415 0.5782163742690059 0.2945631358271653	0.5935115059591219
45 0.10964912280701754 0.39400584795321636 0.6059941520467836 0.4170460717676286	0.588018140363228
