# /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/CVs/cumulativeHardEnrichment.py --model /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/POPC/1/298K/1POPC.psf --traj /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/POPC/1/298K/fixed_1POPC_100.dcd --lipid_list /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/POPC/lipidList_NO_CHOL.dat --r /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/POPC/298K/avgRcutoff_NO_CHOL.dat
# cumEnrichmentAVG	DPPC-DPPC	POPC-POPC
2.349444783575043 	 1.194222649006662	1.1552221345683813
2.328160527213247 	 1.1651952830162084	1.1629652441970386
2.2567108476623874 	 1.1401500798294293	1.1165607678329583
2.2778877743493235 	 1.1361727341645045	1.141715040184819
2.287804497478203 	 1.1573204569354547	1.1304840405427485
2.3273900261914036 	 1.1803350752467365	1.147054950944667
2.285408237796903 	 1.1516054168061318	1.1338028209907711
2.289799300986574 	 1.1504466449239712	1.1393526560626024
2.284353341054297 	 1.1421766705271486	1.1421766705271486
2.2866063068816653 	 1.1522526888885105	1.1343536179931548
2.234862473684102 	 1.122452146044037	1.1124103276400648
2.316094889334612 	 1.1686003950024035	1.147494494332208
2.3001649525020267 	 1.145065150857771	1.1550998016442557
2.272642883309495 	 1.1368771000614246	1.1357657832480703
2.296239388623797 	 1.1642434091472713	1.1319959794765255
2.2751290070352286 	 1.1342220025278467	1.140907004507382
2.2524257631348443 	 1.1412736779033907	1.1111520852314536
2.274675364630407 	 1.1534190049808013	1.121256359649606
2.253503521769596 	 1.1233748824805478	1.130128639289048
2.269913066230326 	 1.1539656573151214	1.1159474089152044
2.29669007417775 	 1.1734912787769525	1.1231987954007976
2.24977697622972 	 1.1299177958113495	1.1198591804183704
2.2693757672932513 	 1.1473752056319793	1.122000561661272
2.252829475513205 	 1.143778664594223	1.109050810918982
2.246704650405003 	 1.1294484651024659	1.1172561853025373
2.2879707863130703 	 1.1428714833287292	1.1450993029843408
2.283950919274897 	 1.1364211042890173	1.1475298149858797
2.2706690117562625 	 1.1325694437595777	1.138099567996685
2.2647059992964333 	 1.1433360549309344	1.1213699443654987
2.2527993682557534 	 1.1236074191697014	1.129191949086052
2.2789972708654216 	 1.142859988339592	1.1361372825258296
2.278098764804291 	 1.1379424345086546	1.1401563302956366
2.2918632199203706 	 1.1603807961187522	1.1314824238016183
2.314168287564406 	 1.1576450183065763	1.1565232692578298
2.2567819837935437 	 1.133415988891859	1.1233659949016848
2.2279034439702787 	 1.1256540662381098	1.1022493777321687
2.282378470069505 	 1.1488851161958733	1.1334933538736318
2.2753040710952157 	 1.1442791347838075	1.1310249363114082
2.3143178135017033 	 1.1649624831932948	1.1493553303084085
2.3601359626077016 	 1.1906490533400818	1.16948690926762
2.2811165881606192 	 1.1510729023226802	1.130043685837939
2.307605034965096 	 1.1627380645685697	1.1448669703965262
2.300580138857263 	 1.1559067201582636	1.1446734186989995
2.3444651355368276 	 1.1810712676196367	1.1633938679171911
2.2467533452327046 	 1.1294849985673063	1.1172683466653983
2.2846900896922957 	 1.1570339524455542	1.1276561372467413
2.3062562869864305 	 1.1776390798766456	1.1286172071097846
2.281666334354266 	 1.1514015875459118	1.1302647468083542
2.3145893229734136 	 1.1639713614568223	1.1506179615165912
2.3407555035856316 	 1.1670591003227038	1.1736964032629276
2.3837566688906886 	 1.1969501571451118	1.1868065117455768
2.3099924869078663 	 1.1454600918566933	1.164532395051173
2.3042252309059315 	 1.1470961599430107	1.1571290709629205
2.2876462595331004 	 1.147154653445482	1.1404916060876185
2.2847887410244807 	 1.1440620995202873	1.1407266415041932
2.313390778486813 	 1.1666860403980999	1.146704738088713
2.314595652104228 	 1.1800989845663556	1.1344966675378725
2.290848325680299 	 1.1493487683907522	1.141499557289547
2.283126036754618 	 1.160093062453281	1.1230329743013368
2.212455360718921 	 1.0983098953262127	1.114145465392708
2.2399074863789696 	 1.1149315290944646	1.1249759572845048
2.236396892731637 	 1.1298290394186576	1.1065678533129795
2.3014046502070205 	 1.1635437387266934	1.1378609114803269
2.307462961029926 	 1.1509298013490694	1.1565331596808566
2.2591828242921372 	 1.1362165817187728	1.1229662425733644
2.230637871879966 	 1.1329698785463527	1.0976679933336135
2.2086643317401773 	 1.10599448222614	1.1026698495140375
2.2677047496260068 	 1.1400176620710079	1.1276870875549991
2.3264834706403583 	 1.156607276753714	1.169876193886644
