# /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/CVs/DBSCANanalysisSpecies.py --model /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/DAPC/4/323K/4DAPC.psf --traj /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/DAPC/4/323K/fixed_4DAPC_100.dcd --lipid_list /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/DAPC/lipidList_NO_CHOL.dat --r /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/DAPC/323K/avgRcutoff_NO_CHOL.dat
# Individual Species Contribution :	 DPPC-DPPC	DAPC-DAPC
# Cluster-count	Core to Total Lipids	Cluster lipids to        Total Lipids	Outliers To Total Lipids	Mean Core lipids per cluster        	STD Core lipids per cluster	 Mean lipids per cluster	 STD lipids         per cluster	 Silhouette Coefficent
3	2 0.6466666666666666	0.7666666666666667 0.9516666666666667	0.9555555555555556 0.04833333333333333	0.044444444444444446 129.33333333333334	138.0 88.03155999728482	2.0 190.33333333333334	172.0 128.2324278626727	7.0 0.08471775744816905	2
2	2 0.6516666666666666	0.6944444444444444 0.94	0.9305555555555556 0.06	0.06944444444444445 195.5	125.0 5.5	1.0 282.0	167.5 7.0	2.5 2	2
2	2 0.68	0.75 0.97	0.9611111111111111 0.03	0.03888888888888889 204.0	135.0 7.0	1.0 291.0	173.0 4.0	1.0 2	2
2	2 0.665	0.7611111111111111 0.935	0.9527777777777777 0.065	0.04722222222222222 199.5	137.0 5.5	1.0 280.5	171.5 0.5	0.5 2	2
2	2 0.6616666666666666	0.7166666666666667 0.9466666666666667	0.9444444444444444 0.05333333333333334	0.05555555555555555 198.5	129.0 7.5	0.0 284.0	170.0 4.0	2.0 2	2
2	2 0.6333333333333333	0.775 0.9383333333333334	0.9555555555555556 0.06166666666666667	0.044444444444444446 190.0	139.5 11.0	5.5 281.5	172.0 5.5	3.0 2	2
2	2 0.6283333333333333	0.7416666666666667 0.9366666666666666	0.9638888888888889 0.06333333333333334	0.03611111111111111 188.5	133.5 3.5	1.5 281.0	173.5 6.0	2.5 2	2
2	2 0.6716666666666666	0.7611111111111111 0.96	0.9694444444444444 0.04	0.030555555555555555 201.5	137.0 0.5	3.0 288.0	174.5 3.0	0.5 2	2
3	2 0.6516666666666666	0.8083333333333333 0.97	0.975 0.03	0.025 130.33333333333334	145.5 89.33208954358015	5.5 194.0	175.5 132.23463993976767	1.5 0.09719024357688213	2
2	2 0.6683333333333333	0.7138888888888889 0.9633333333333334	0.9527777777777777 0.03666666666666667	0.04722222222222222 200.5	128.5 4.5	8.5 289.0	171.5 1.0	1.5 2	2
3	2 0.66	0.7555555555555555 0.955	0.9555555555555556 0.045	0.044444444444444446 132.0	136.0 92.10139340241638	3.0 191.0	172.0 130.17168150817852	0.0 0.09174041201960884	2
2	2 0.6616666666666666	0.7722222222222223 0.955	0.9722222222222222 0.045	0.027777777777777776 198.5	139.0 1.5	1.0 286.5	175.0 2.5	1.0 2	2
2	2 0.6816666666666666	0.775 0.9616666666666667	0.9694444444444444 0.03833333333333333	0.030555555555555555 204.5	139.5 0.5	0.5 288.5	174.5 0.5	2.5 2	2
2	2 0.685	0.7944444444444444 0.96	0.975 0.04	0.025 205.5	143.0 0.5	0.0 288.0	175.5 5.0	1.5 2	2
2	2 0.63	0.7583333333333333 0.9383333333333334	0.9583333333333334 0.06166666666666667	0.041666666666666664 189.0	136.5 8.0	4.5 281.5	172.5 2.5	1.5 2	2
3	2 0.63	0.7416666666666667 0.935	0.9527777777777777 0.065	0.04722222222222222 126.0	133.5 87.68124086713189	0.5 187.0	171.5 127.30278865759382	2.5 -0.01007557995435434	2
2	2 0.665	0.7972222222222223 0.95	0.975 0.05	0.025 199.5	143.5 0.5	1.5 285.0	175.5 1.0	1.5 2	2
2	2 0.6666666666666666	0.7722222222222223 0.9533333333333334	0.9694444444444444 0.04666666666666667	0.030555555555555555 200.0	139.0 7.0	8.0 286.0	174.5 2.0	3.5 2	2
2	2 0.6716666666666666	0.7333333333333333 0.9583333333333334	0.9722222222222222 0.041666666666666664	0.027777777777777776 201.5	132.0 0.5	4.0 287.5	175.0 3.5	1.0 2	2
2	2 0.6933333333333334	0.7777777777777778 0.9583333333333334	0.9722222222222222 0.041666666666666664	0.027777777777777776 208.0	140.0 5.0	1.0 287.5	175.0 1.5	0.0 2	2
3	2 0.6266666666666667	0.7722222222222223 0.9366666666666666	0.9527777777777777 0.06333333333333334	0.04722222222222222 125.33333333333333	139.0 83.67529835952517	0.0 187.33333333333334	171.5 120.87550988057461	2.5 0.08606701085388511	2
2	2 0.6366666666666667	0.7416666666666667 0.95	0.9555555555555556 0.05	0.044444444444444446 191.0	133.5 2.0	0.5 285.0	172.0 3.0	0.0 2	2
2	2 0.6383333333333333	0.7722222222222223 0.9433333333333334	0.95 0.056666666666666664	0.05 191.5	139.0 0.5	3.0 283.0	171.0 2.0	3.0 2	2
2	2 0.6983333333333334	0.7305555555555555 0.9516666666666667	0.9666666666666667 0.04833333333333333	0.03333333333333333 209.5	131.5 1.5	1.5 285.5	174.0 3.5	2.0 2	2
2	2 0.7	0.725 0.935	0.95 0.065	0.05 210.0	130.5 2.0	10.5 280.5	171.0 1.5	7.0 2	2
2	2 0.6916666666666667	0.7638888888888888 0.9733333333333334	0.9416666666666667 0.02666666666666667	0.058333333333333334 207.5	137.5 3.5	1.5 292.0	169.5 1.0	2.5 2	2
2	2 0.685	0.7666666666666667 0.9616666666666667	0.9722222222222222 0.03833333333333333	0.027777777777777776 205.5	138.0 7.5	2.0 288.5	175.0 2.5	4.0 2	2
3	2 0.6716666666666666	0.7777777777777778 0.95	0.9777777777777777 0.05	0.022222222222222223 134.33333333333334	140.0 91.31751687868483	3.0 190.0	176.0 120.67587441848792	1.0 0.20026045370578785	2
3	2 0.6566666666666666	0.775 0.96	0.9666666666666667 0.04	0.03333333333333333 131.33333333333334	139.5 91.45612184114424	1.5 192.0	174.0 130.84596541990382	2.0 0.1200955521428953	2
2	2 0.6633333333333333	0.7777777777777778 0.9483333333333334	0.9694444444444444 0.051666666666666666	0.030555555555555555 199.0	140.0 1.0	0.0 284.5	174.5 5.5	0.5 2	2
2	2 0.6633333333333333	0.7416666666666667 0.9516666666666667	0.9583333333333334 0.04833333333333333	0.041666666666666664 199.0	133.5 7.0	9.5 285.5	172.5 0.5	4.5 2	2
2	2 0.6166666666666667	0.7222222222222222 0.9433333333333334	0.9583333333333334 0.056666666666666664	0.041666666666666664 185.0	130.0 8.0	9.0 283.0	172.5 8.0	7.5 2	2
2	2 0.68	0.7805555555555556 0.9733333333333334	0.9694444444444444 0.02666666666666667	0.030555555555555555 204.0	140.5 5.0	3.5 292.0	174.5 0.0	3.5 2	2
2	2 0.6816666666666666	0.7472222222222222 0.9583333333333334	0.9638888888888889 0.041666666666666664	0.03611111111111111 204.5	134.5 1.5	4.5 287.5	173.5 3.5	0.5 2	2
3	2 0.6516666666666666	0.7888888888888889 0.9283333333333333	0.9777777777777777 0.07166666666666667	0.022222222222222223 130.33333333333334	142.0 90.09747807544646	1.0 185.66666666666666	176.0 126.37861985144305	1.0 0.07971962316526515	2
2	2 0.6683333333333333	0.7916666666666666 0.96	0.9805555555555555 0.04	0.019444444444444445 200.5	142.5 0.5	4.5 288.0	176.5 1.0	0.5 2	2
2	2 0.66	0.7722222222222223 0.9583333333333334	0.9527777777777777 0.041666666666666664	0.04722222222222222 198.0	139.0 3.0	8.0 287.5	171.5 2.5	3.5 2	2
2	2 0.6533333333333333	0.7638888888888888 0.9483333333333334	0.9638888888888889 0.051666666666666666	0.03611111111111111 196.0	137.5 7.0	4.5 284.5	173.5 1.5	2.5 2	2
3	2 0.64	0.7555555555555555 0.96	0.9666666666666667 0.04	0.03333333333333333 128.0	136.0 87.86732422616878	3.0 192.0	174.0 128.7167432776327	2.0 0.14428111670437455	2
2	2 0.675	0.7555555555555555 0.9566666666666667	0.9805555555555555 0.043333333333333335	0.019444444444444445 202.5	136.0 1.5	0.0 287.0	176.5 5.0	0.5 2	2
2	2 0.6533333333333333	0.775 0.97	0.9611111111111111 0.03	0.03888888888888889 196.0	139.5 4.0	5.5 291.0	173.0 0.0	4.0 2	2
2	2 0.6433333333333333	0.7444444444444445 0.9533333333333334	0.9777777777777777 0.04666666666666667	0.022222222222222223 193.0	134.0 2.0	9.0 286.0	176.0 2.0	4.0 2	2
2	2 0.6983333333333334	0.7694444444444445 0.9516666666666667	0.95 0.04833333333333333	0.05 209.5	138.5 1.5	1.5 285.5	171.0 1.5	2.0 2	2
2	2 0.6433333333333333	0.7666666666666667 0.9533333333333334	0.975 0.04666666666666667	0.025 193.0	138.0 0.0	0.0 286.0	175.5 7.0	0.5 2	2
2	2 0.665	0.7166666666666667 0.9683333333333334	0.9638888888888889 0.03166666666666667	0.03611111111111111 199.5	129.0 1.5	5.0 290.5	173.5 3.5	0.5 2	2
2	2 0.6616666666666666	0.7416666666666667 0.9533333333333334	0.9611111111111111 0.04666666666666667	0.03888888888888889 198.5	133.5 6.5	8.5 286.0	173.0 2.0	2.0 2	2
3	2 0.68	0.775 0.965	0.9611111111111111 0.035	0.03888888888888889 136.0	139.5 95.48123724935002	1.5 193.0	173.0 131.53199864164867	1.0 -0.014949649738097013	2
3	2 0.6033333333333334	0.7194444444444444 0.9133333333333333	0.9416666666666667 0.08666666666666667	0.058333333333333334 120.66666666666667	129.5 81.08157757605744	11.5 182.66666666666666	169.5 118.40420412956439	2.5 0.14313096609419368	2
3	2 0.63	0.7416666666666667 0.9616666666666667	0.9472222222222222 0.03833333333333333	0.05277777777777778 126.0	133.5 87.25059694160646	3.5 192.33333333333334	170.5 129.07448323437993	4.5 0.15339503327283913	2
2	2 0.6033333333333334	0.7222222222222222 0.9433333333333334	0.9388888888888889 0.056666666666666664	0.06111111111111111 181.0	130.0 1.0	2.0 283.0	169.0 6.0	0.0 2	2
2	2 0.6633333333333333	0.7638888888888888 0.98	0.9611111111111111 0.02	0.03888888888888889 199.0	137.5 11.0	1.5 294.0	173.0 2.0	3.0 2	2
3	2 0.6483333333333333	0.7666666666666667 0.9516666666666667	0.9638888888888889 0.04833333333333333	0.03611111111111111 129.66666666666666	138.0 86.79989759338558	2.0 190.33333333333334	173.5 126.21234311887073	1.5 0.08984239489852053	2
2	2 0.6816666666666666	0.7416666666666667 0.9433333333333334	0.95 0.056666666666666664	0.05 204.5	133.5 4.5	1.5 283.0	171.0 2.0	2.0 2	2
3	2 0.6466666666666666	0.8194444444444444 0.97	0.9722222222222222 0.03	0.027777777777777776 129.33333333333334	147.5 87.92547349254873	3.5 194.0	175.0 127.54084313139327	2.0 0.15223584649112518	2
2	2 0.6533333333333333	0.7444444444444445 0.965	0.9611111111111111 0.035	0.03888888888888889 196.0	134.0 3.0	4.0 289.5	173.0 3.5	1.0 2	2
2	2 0.6783333333333333	0.7888888888888889 0.9666666666666667	0.9694444444444444 0.03333333333333333	0.030555555555555555 203.5	142.0 5.5	1.0 290.0	174.5 3.0	2.5 2	2
2	2 0.6233333333333333	0.75 0.9466666666666667	0.9611111111111111 0.05333333333333334	0.03888888888888889 187.0	135.0 2.0	4.0 284.0	173.0 5.0	3.0 2	2
2	2 0.6566666666666666	0.7694444444444445 0.9433333333333334	0.9666666666666667 0.056666666666666664	0.03333333333333333 197.0	138.5 20.0	1.5 283.0	174.0 4.0	0.0 2	2
2	2 0.6716666666666666	0.7277777777777777 0.9533333333333334	0.9666666666666667 0.04666666666666667	0.03333333333333333 201.5	131.0 5.5	5.0 286.0	174.0 1.0	2.0 2	2
2	2 0.6583333333333333	0.7472222222222222 0.945	0.9472222222222222 0.055	0.05277777777777778 197.5	134.5 4.5	1.5 283.5	170.5 2.5	1.5 2	2
3	2 0.6916666666666667	0.7361111111111112 0.9666666666666667	0.9638888888888889 0.03333333333333333	0.03611111111111111 138.33333333333334	132.5 95.37411715042096	6.5 193.33333333333334	173.5 130.42068683899635	4.5 0.1130701160293446	2
3	2 0.59	0.7083333333333334 0.915	0.9305555555555556 0.085	0.06944444444444445 118.0	127.5 82.17055433669655	8.5 183.0	167.5 123.89511693363868	9.5 0.17516500679921734	2
