# /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/CVs/DBSCANanalysisSpecies.py --model /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/DAPC/3/450K/3DAPC.psf --traj /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/DAPC/3/450K/fixed_3DAPC_100.dcd --lipid_list /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/DAPC/lipidList.dat --r /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/DAPC/450K/avgRcutoff.dat
# Individual Species Contribution :	 DPPC-DPPC	DAPC-DAPC	CHOL-CHOL
# Cluster-count	Core to Total Lipids	Cluster lipids to        Total Lipids	Outliers To Total Lipids	Mean Core lipids per cluster        	STD Core lipids per cluster	 Mean lipids per cluster	 STD lipids         per cluster	 Silhouette Coefficent
10	7	1 0.545	0.46111111111111114	0.0125 0.8583333333333333	0.7805555555555556	0.04583333333333333 0.14166666666666666	0.21944444444444444	0.9541666666666667 32.7	23.714285714285715	1.5 36.61707252088839	15.6999935005836	1.5 51.5	40.142857142857146	5.5 53.08342490834592	21.047080363716358	5.5 0.1468072908021449	0.31887767583890475	-2
12	10	0 0.39666666666666667	0.37777777777777777	0.0 0.79	0.6944444444444444	0.0 0.21	0.3055555555555556	1.0 19.833333333333332	13.6	0.0 17.756845315414434	17.19418506356146	0.0 39.5	25.0	0.0 32.33032632065442	26.279269396237027	0.0 0.0930828516110449	0.26313009642819307	-2
12	13	1 0.4533333333333333	0.30277777777777776	0.025 0.7916666666666666	0.6666666666666666	0.05416666666666667 0.20833333333333334	0.3333333333333333	0.9458333333333333 22.666666666666668	8.384615384615385	3.0 33.54184782559774	8.722547806500483	3.0 39.583333333333336	18.46153846153846	6.5 49.609236931128954	11.868610083975451	6.5 0.14816392523394212	0.4226179704210841	-2
15	13	1 0.37166666666666665	0.325	0.004166666666666667 0.7383333333333333	0.6694444444444444	0.029166666666666667 0.26166666666666666	0.33055555555555555	0.9708333333333333 14.866666666666667	9.0	0.5 16.161133073588072	8.476211054837758	0.5 29.533333333333335	18.53846153846154	3.5 27.388237540147696	12.536809707143842	3.5 0.2446544435817218	0.42305674332181625	-2
11	10	0 0.43	0.3611111111111111	0.0 0.7733333333333333	0.7361111111111112	0.0 0.22666666666666666	0.2638888888888889	1.0 23.454545454545453	13.0	0.0 27.476812162468377	12.00833044182246	0.0 42.18181818181818	26.5	0.0 43.555227599447456	18.510807653908568	0.0 0.19040541299500754	0.36057834893769486	-2
13	10	0 0.43833333333333335	0.33611111111111114	0.0 0.8083333333333333	0.6444444444444445	0.0 0.19166666666666668	0.35555555555555557	1.0 20.23076923076923	12.1	0.0 30.3318919396574	13.996070877214075	0.0 37.30769230769231	23.2	0.0 48.976265233406856	21.390652163971062	0.0 0.032284348480622733	0.3178202673909394	-2
13	6	1 0.4	0.3194444444444444	0.004166666666666667 0.7566666666666667	0.6138888888888889	0.029166666666666667 0.24333333333333335	0.3861111111111111	0.9708333333333333 18.46153846153846	19.166666666666668	0.5 31.020130894470118	10.761298971571952	0.5 34.92307692307692	36.833333333333336	3.5 47.93659520411638	17.883108106689832	3.5 0.11459309374883665	0.3621458738708256	-2
15	15	1 0.38166666666666665	0.29444444444444445	0.004166666666666667 0.76	0.6527777777777778	0.029166666666666667 0.24	0.3472222222222222	0.9708333333333333 15.266666666666667	7.066666666666666	0.5 19.150166810993813	9.212069377844601	0.5 30.4	15.666666666666666	3.5 31.34496238100576	12.626251313126248	3.5 -0.018586578268808936	0.3165311651485728	-2
13	11	0 0.37	0.3194444444444444	0.0 0.7666666666666667	0.6555555555555556	0.0 0.23333333333333334	0.34444444444444444	1.0 17.076923076923077	10.454545454545455	0.0 17.255819702624024	17.57769059380584	0.0 35.38461538461539	21.454545454545453	0.0 30.294803975747953	25.19871438410242	0.0 0.19871484184771332	0.22117880186470437	-2
20	10	0 0.3616666666666667	0.32222222222222224	0.0 0.7666666666666667	0.6388888888888888	0.0 0.23333333333333334	0.3611111111111111	1.0 10.85	11.6	0.0 20.23184371232637	15.850552040859649	0.0 23.0	23.0	0.0 33.668976818430345	24.06241883103193	0.0 -0.03529086279135758	0.08418202300231334	-2
9	11	0 0.4583333333333333	0.34444444444444444	0.0 0.8166666666666667	0.6638888888888889	0.0 0.18333333333333332	0.33611111111111114	1.0 30.555555555555557	11.272727272727273	0.0 48.22196620515756	12.606570502508236	0.0 54.44444444444444	21.727272727272727	0.0 73.81224094674437	19.278301080800237	0.0 -0.0036098543778360116	0.24720435084934245	-2
10	8	0 0.4116666666666667	0.375	0.0 0.7933333333333333	0.6722222222222223	0.0 0.20666666666666667	0.3277777777777778	1.0 24.7	16.875	0.0 37.62459302105472	24.11139512761549	0.0 47.6	30.25	0.0 61.82588454684656	36.91459738369091	0.0 0.058966752759153196	0.13271830855734862	-2
12	9	3 0.395	0.30833333333333335	0.0125 0.7433333333333333	0.6416666666666667	0.0875 0.25666666666666665	0.35833333333333334	0.9125 19.75	12.333333333333334	0.75 41.77743609493846	16.57307052620807	0.4330127018922193 37.166666666666664	25.666666666666668	5.25 62.38300160211024	26.4365067451978	3.031088913245535 0.04022412963793146	0.19486034589843673	-2
