# /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/CVs/binaryShannonEntropy.py --model /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/DIPC/1/423K/1DIPC.psf --traj /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/DIPC/1/423K/fixed_1DIPC_100.dcd --lipid_list /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/DIPC/lipidList_NO_CHOL.dat --r /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/DIPC/423K/avgRcutoff_NO_CHOL.dat
# radius	15.25
# Avg Binary Entropy	Upper Leaflet BSE         	Lower Leaflet BSE	likeUp	likeLo	unlikeUp        	unlikeLo
397.83435961265906 	 398.55141096540166 	 397.11730825991646 	 192.9024380527663 	 192.3344597150632 	 205.64897291263534 	 204.78284854485327
384.25004040177794 	 385.0892035787325 	 383.41087722482337 	 185.42727566220913 	 185.13163118468586 	 199.6619279165234 	 198.2792460401375
398.9911349683325 	 404.8778679273622 	 393.1044020093028 	 198.68894127019914 	 189.97189810852635 	 206.1889266571631 	 203.13250390077647
388.22169415117065 	 391.32181564056987 	 385.12157266177144 	 189.0150700787393 	 185.95527411220388 	 202.30674556183058 	 199.16629854956759
381.6765462622717 	 385.4722414913529 	 377.88085103319054 	 185.3213340764732 	 182.5356742984668 	 200.15090741487973 	 195.3451767347237
391.59234974899255 	 396.1544806990604 	 387.03021879892475 	 192.22755221897785 	 184.8247230695291 	 203.92692848008252 	 202.20549572939564
387.5261601717806 	 387.3719552684672 	 387.680365075094 	 186.58461767996192 	 185.83816265272048 	 200.78733758850532 	 201.84220242237353
395.68236171609726 	 396.902570167583 	 394.4621532646116 	 192.30325300810102 	 191.49229832434162 	 204.59931715948198 	 202.96985494026995
388.6144301832077 	 378.408718155922 	 398.8201422104934 	 180.26824279443795 	 193.95233976404907 	 198.14047536148402 	 204.8678024464443
382.5022049596485 	 381.2545557037201 	 383.74985421557693 	 186.05277433076466 	 184.67003856769182 	 195.20178137295542 	 199.0798156478851
394.63880390663047 	 400.62701009132707 	 388.6505977219339 	 195.56567462302868 	 188.52456794891003 	 205.06133546829838 	 200.12602977302387
381.15020940946465 	 384.2276380464691 	 378.0727807724602 	 185.30890853812275 	 180.09001258173043 	 198.91872950834636 	 197.98276819072973
392.0395279671408 	 396.0345450286968 	 388.04451090558484 	 193.02236994961973 	 187.26144386448703 	 203.01217507907705 	 200.7830670410978
385.23471034815805 	 380.05708928024745 	 390.4123314160687 	 183.85226881191386 	 190.73053062641426 	 196.2048204683336 	 199.68180078965443
395.78730150044134 	 399.326571349166 	 392.24803165171664 	 195.002442881945 	 189.92009500522872 	 204.324128467221 	 202.32793664648793
389.687143956905 	 389.77980665246946 	 389.59448126134055 	 187.1359943474084 	 185.93796797598193 	 202.64381230506106 	 203.65651328535859
389.61206783179387 	 388.0514093731539 	 391.17272629043384 	 184.25650820349296 	 189.83833515288836 	 203.79490116966096 	 201.33439113754545
382.88715754802115 	 392.38722398640573 	 373.3870911096366 	 188.37689561332886 	 179.34684429677222 	 204.01032837307687 	 194.04024681286438
385.6349876364484 	 385.9915103582327 	 385.2784649146641 	 182.38595246474762 	 185.86795460305112 	 203.60555789348507 	 199.41051031161297
390.48654357294737 	 393.9480825942869 	 387.0250045516078 	 189.7292788210687 	 188.05370007537994 	 204.21880377321818 	 198.9713044762279
382.2627988883084 	 375.6962663711728 	 388.829331405444 	 179.79100349745198 	 186.36736073948344 	 195.9052628737208 	 202.46197066596056
382.4634668717945 	 389.2938555102823 	 375.6330782333066 	 186.89113202273455 	 177.65434221770604 	 202.40272348754775 	 197.9787360156006
393.99259063061925 	 391.8160543968662 	 396.1691268643723 	 189.37425614680546 	 192.8403267939639 	 202.44179825006077 	 203.32880007040842
387.0720465972474 	 393.4989931119244 	 380.64510008257037 	 189.07059279606847 	 181.25596402462153 	 204.42840031585595 	 199.3891360579488
389.22801427693594 	 391.43615779293475 	 387.0198707609371 	 186.0729812665457 	 188.09724815848824 	 205.36317652638908 	 198.92262260244885
393.2548397265761 	 393.387194940462 	 393.1224845126902 	 190.38923672300027 	 188.68622179091093 	 202.99795821746176 	 204.4362627217793
388.2141644351175 	 381.0598649929166 	 395.3684638773184 	 184.63514701267596 	 192.74634633522194 	 196.4247179802406 	 202.62211754209648
387.42925097664204 	 383.44123306425536 	 391.4172688890287 	 185.22370628669202 	 191.4419889323133 	 198.21752677756334 	 199.97527995671544
388.6642604460147 	 390.9268162189111 	 386.4017046731183 	 188.27682629130695 	 184.13363822214058 	 202.6499899276041 	 202.26806645097773
392.43868045233387 	 396.67483786545904 	 388.20252303920864 	 191.94760126426894 	 185.6590763891498 	 204.72723660119013 	 202.54344665005885
381.342143137348 	 387.9295986729578 	 374.7546876017381 	 186.98268978116207 	 178.518136726433 	 200.94690889179572 	 196.2365508753051
386.9190169542126 	 387.0124318212153 	 386.82560208721 	 186.144373977002 	 185.43997140078477 	 200.86805784421324 	 201.38563068642523
392.4903450715416 	 396.5046842294786 	 388.4760059136046 	 192.39607131413604 	 186.95939970956755 	 204.10861291534255 	 201.51660620403706
390.6543454871847 	 391.12903700553613 	 390.17965396883324 	 188.84438737602468 	 186.90938377319017 	 202.28464962951145 	 203.2702701956431
390.4943997471734 	 392.4870266401158 	 388.50177285423104 	 191.1266688577719 	 185.73445592117747 	 201.36035778234387 	 202.76731693305356
390.41209236899147 	 380.34677215023976 	 400.4774125877432 	 182.64436813208945 	 194.8059151486722 	 197.7024040181503 	 205.671497439071
382.15813031643984 	 378.1192773467892 	 386.1969832860905 	 180.92497077965444 	 185.4328846379548 	 197.19430656713473 	 200.76409864813567
389.8851154700275 	 386.66116201506287 	 393.10906892499213 	 185.11558280834427 	 189.20110805947948 	 201.5455792067186 	 203.90796086551262
375.8020270351136 	 378.27739154070036 	 373.3266625295269 	 182.60025345256045 	 176.18845624361484 	 195.67713808813994 	 197.13820628591208
388.65170654837186 	 387.20322518550756 	 390.1001879112362 	 185.96962288789962 	 189.15624282316585 	 201.23360229760794 	 200.94394508807036
385.9674068474662 	 389.1180472080393 	 382.8167664868931 	 187.58523280889077 	 183.3301497130373 	 201.53281439914852 	 199.4866167738558
