# /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/CVs/cumulativeHardEnrichment.py --model /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/POPC/1/298K/1POPC.psf --traj /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/POPC/1/298K/fixed_1POPC_100.dcd --lipid_list /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/POPC/lipidList.dat --r /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/POPC/298K/avgRcutoff.dat
# cumEnrichmentAVG	DPPC-DPPC	POPC-POPC	CHOL-CHOL
3.4624517182789467 	 1.1428714833287292	1.1450993029843408	1.1744809319658764
3.4270755128133668 	 1.1364211042890173	1.1475298149858797	1.1431245935384697
3.4767629848974253 	 1.1325694437595777	1.138099567996685	1.2060939731411628
3.432534500356139 	 1.1433360549309344	1.1213699443654987	1.1678285010597058
3.4629691387307195 	 1.1236074191697014	1.129191949086052	1.2101697704749659
3.468150227676282 	 1.142859988339592	1.1361372825258296	1.18915295681086
3.429321385628271 	 1.1379424345086546	1.1401563302956366	1.15122262082398
3.5344596870757963 	 1.1603807961187522	1.1314824238016183	1.242596467155426
3.468792170029424 	 1.1576450183065763	1.1565232692578298	1.154623882465018
3.4630205648634025 	 1.133415988891859	1.1233659949016848	1.206238581069859
3.4095444946766307 	 1.1256540662381098	1.1022493777321687	1.1816410507063517
3.4571341924635774 	 1.1488851161958733	1.1334933538736318	1.1747557223940723
3.4079100987783795 	 1.1442791347838075	1.1310249363114082	1.1326060276831635
3.5491787556549617 	 1.1649624831932948	1.1493553303084085	1.2348609421532584
3.543068122074455 	 1.1906490533400818	1.16948690926762	1.1829321594667532
3.478536418419926 	 1.1510729023226802	1.130043685837939	1.1974198302593067
3.518010075767071 	 1.1627380645685697	1.1448669703965262	1.210405040801975
3.5053316791078535 	 1.1559067201582636	1.1446734186989995	1.2047515402505902
3.541351624797709 	 1.1810712676196367	1.1633938679171911	1.1968864892608813
3.385602383295886 	 1.1294849985673063	1.1172683466653983	1.1388490380631815
3.474572201065445 	 1.1570339524455542	1.1276561372467413	1.1898821113731493
3.4830502148603304 	 1.1776390798766456	1.1286172071097846	1.1767939278739
3.39565765183439 	 1.1514015875459118	1.1302647468083542	1.113991317480124
3.5497551252969024 	 1.1639713614568223	1.1506179615165912	1.2351658023234888
3.5699160586311347 	 1.1670591003227038	1.1736964032629276	1.2291605550455031
3.6358123708282792 	 1.1969501571451118	1.1868065117455768	1.2520557019375906
3.5473569999238976 	 1.1454600918566933	1.164532395051173	1.2373645130160313
3.51072987235879 	 1.1470961599430107	1.1571290709629205	1.2065046414528586
3.4380023032974734 	 1.147154653445482	1.1404916060876185	1.1503560437643727
3.4606261224309867 	 1.1440620995202873	1.1407266415041932	1.175837381406506
3.497782976759304 	 1.1666860403980999	1.146704738088713	1.1843921982724912
3.561873719981539 	 1.1800989845663556	1.1344966675378725	1.247278067877311
3.535263114069481 	 1.1493487683907522	1.141499557289547	1.2444147883891818
3.469757656652134 	 1.160093062453281	1.1230329743013368	1.186631619897516
3.4113696654873125 	 1.0983098953262127	1.114145465392708	1.1989143047683917
3.4050172948604924 	 1.1149315290944646	1.1249759572845048	1.1651098084815228
3.459550254484266 	 1.1298290394186576	1.1065678533129795	1.2231533617526287
3.5421209423020232 	 1.1635437387266934	1.1378609114803269	1.2407162920950028
3.52853601394446 	 1.1509298013490694	1.1565331596808566	1.2210730529145342
3.447450256630953 	 1.1362165817187728	1.1229662425733644	1.1882674323388158
3.3982429003671646 	 1.1329698785463527	1.0976679933336135	1.1676050284871986
3.3720642553292124 	 1.10599448222614	1.1026698495140375	1.163399923589035
3.414456712712704 	 1.1400176620710079	1.1276870875549991	1.1467519630866971
3.5330287013060886 	 1.156607276753714	1.169876193886644	1.2065452306657303
