# /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/CVs/cumulativeHardEnrichment.py --model /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/DAPC/2/323K/2DAPC.psf --traj /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/DAPC/2/323K/fixed_2DAPC_100.dcd --lipid_list /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/DAPC/lipidList_NO_CHOL.dat --r /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/DAPC/323K/avgRcutoff_NO_CHOL.dat
# cumEnrichmentAVG	DPPC-DPPC	DAPC-DAPC
2.8233178493942197 	 1.35729434574815	1.4660235036460696
3.3394464667007497 	 1.5097580155883144	1.8296884511124354
3.5362671650783777 	 1.5791127577703985	1.9571544073079792
3.58109793080844 	 1.6099506206257717	1.9711473101826682
3.637421256480695 	 1.6177912470240403	2.019630009456655
3.665038394571675 	 1.6406091774523313	2.024429217119344
3.67229899710209 	 1.6585426885602614	2.0137563085418284
3.715417060255218 	 1.6677641406111645	2.0476529196440536
3.6941242881122327 	 1.6354002313299438	2.058724056782289
3.714365312933864 	 1.6671758875540865	2.0471894253797775
3.743096354215981 	 1.6693379655760627	2.0737583886399182
3.719911575538882 	 1.6404741591001104	2.079437416438772
3.7540623574824155 	 1.7023003192680424	2.051762038214373
3.6875267298131527 	 1.6751229528522802	2.0124037769608725
3.6620956710179478 	 1.6615335607043686	2.000562110313579
3.6410306815255913 	 1.6322585195857742	2.008772161939817
3.6964427413095966 	 1.649416871181478	2.0470258701281185
3.640484936078054 	 1.6544866916393302	1.9859982444387239
3.718070232674654 	 1.6975333871300764	2.020536845544578
3.705550966658966 	 1.640465037603162	2.0650859290558037
3.6856398358450804 	 1.6367393044895273	2.048900531355553
3.595444805926453 	 1.6434710477550087	1.9519737581714447
3.6731341070562995 	 1.6321501954091708	2.0409839116471287
3.6593379270260344 	 1.652977487933238	2.0063604390927967
3.6611401450651475 	 1.6107446665378053	2.050395478527342
3.660370029513125 	 1.628671359502436	2.031698670010689
3.671622971868067 	 1.6491723374753242	2.022450634392743
3.6391746305598742 	 1.6208241412280748	2.0183504893317994
3.644916402515504 	 1.6490409990162802	1.9958754034992234
3.7087807532938513 	 1.6512270084335126	2.0575537448603387
3.6187266478084563 	 1.6224773613956924	1.9962492864127637
3.7223948287484863 	 1.6943968551705195	2.0279979735779667
3.656782204540872 	 1.6614180160664436	1.9953641884744286
3.6269059787519176 	 1.6410985062615637	1.985807472490354
3.660607863400768 	 1.636263831005011	2.024344032395757
3.629075510865179 	 1.6466113479119264	1.9824641629532525
3.6743559587225767 	 1.666808547853714	2.0075474108688627
3.5859901196730863 	 1.6207467332496757	1.9652433864234107
3.634307675742484 	 1.644927580127867	1.9893800956146168
3.637968748544581 	 1.6257557719056637	2.012212976638917
3.7071582598272026 	 1.6687429961465168	2.038415263680686
3.618852666971709 	 1.6231101632379636	1.9957425037337453
3.6252482215113204 	 1.6255827100546016	1.999665511456719
3.727060573679541 	 1.6546792193926443	2.0723813542868967
3.707895419851691 	 1.655772080056213	2.052123339795478
3.6526643502560328 	 1.6259222171748862	2.0267421330811466
3.6671233707773996 	 1.633830494271454	2.0332928765059455
3.647284021723677 	 1.648339022263488	1.998944999460189
3.657356392978472 	 1.6499665612308676	2.0073898317476044
3.6046009606934692 	 1.6188833444307116	1.9857176162627574
3.6755760788515857 	 1.6394658057592442	2.0361102730923415
3.6536428080907704 	 1.6732288085007898	1.9804139995899805
3.6478306901032505 	 1.6268318094755227	2.0209988806277277
3.650206516165155 	 1.6263481612677713	2.0238583548973836
3.6424079901379107 	 1.6392599553918292	2.0031480347460815
3.5918656491953147 	 1.6293803445010693	1.9624853046942454
3.6800183333960947 	 1.6280960826123674	2.0519222507837274
3.7116788148832875 	 1.6507876103619323	2.060891204521355
3.6831544764808672 	 1.658236277877423	2.0249181986034444
3.655596598467071 	 1.6488461982815878	2.0067504001854832
3.61004495224567 	 1.62304893018941	1.9869960220562604
3.631294516111999 	 1.6514850837013342	1.9798094324106648
3.660504211035116 	 1.6024413413412502	2.058062869693866
3.6472235095517016 	 1.6383263267662769	2.0088971827854247
3.638509433614226 	 1.602996995320805	2.035512438293421
3.678588746618157 	 1.660469898522296	2.018118848095861
3.687912610389823 	 1.636309677227801	2.0516029331620222
3.7168891462665776 	 1.6383118871340103	2.078577259132567
3.667762622404156 	 1.6312077808920327	2.0365548415121233
3.662507247704782 	 1.6293400138428389	2.0331672338619433
3.6909052933176576 	 1.6595639007483656	2.031341392569292
3.6969595668752726 	 1.6783496334805603	2.0186099333947123
3.674440741839187 	 1.6360040027498923	2.0384367390892946
3.634010972741291 	 1.6299088926741263	2.004102080067165
3.7089169464182357 	 1.6553262790405494	2.0535906673776863
3.6618748788156585 	 1.6435803335824568	2.0182945452332017
3.625256972207872 	 1.6294493618946753	1.9958076103131963
3.6460794921205686 	 1.6515080449618103	1.9945714471587581
3.6352926952208433 	 1.634980013123084	2.0003126820977593
3.6451333310402427 	 1.6085355825754986	2.036597748464744
3.7254002333510003 	 1.6413814922308232	2.084018741120177
3.62484472570387 	 1.631761635349135	1.9930830903547347
3.639575250288562 	 1.6059318653673993	2.033643384921163
3.5967404028074133 	 1.6293826147110027	1.9673577880964106
3.6610507504488776 	 1.6282250046489537	2.032825745799924
3.596660314816888 	 1.607294855803522	1.989365459013366
3.6207311380313043 	 1.6426361159909733	1.978095022040331
3.6224500716052197 	 1.6440189275911936	1.978431144014026
3.6397455243714165 	 1.6445474357733492	1.9951980885980674
3.6456645181823424 	 1.6467749776179599	1.9988895405643823
3.5900149240893624 	 1.6323387713016662	1.957676152787696
3.656061768361881 	 1.6167507287793004	2.0393110395825804
3.664006845553399 	 1.6219348303599128	2.042072015193486
3.653811841725692 	 1.6398887297289995	2.0139231119966925
3.6424127367903965 	 1.6673427117006239	1.9750700250897726
3.6714142726623162 	 1.6371104140472224	2.034303858615094
3.6597739763668353 	 1.6401948688074341	2.019579107559401
3.6825106282208804 	 1.6324785286316972	2.0500320995891834
3.555434302327333 	 1.629326706237916	1.9261075960894172
3.5854509740872986 	 1.6124116230860044	1.9730393510012942
3.6665763916536958 	 1.6510119182302003	2.0155644734234954
3.6255625754150556 	 1.6157173454988614	2.0098452299161944
3.594181841338053 	 1.611192457645335	1.982989383692718
3.6028174208434893 	 1.604597674143474	1.9982197467000153
3.6292901891623996 	 1.6237310459067418	2.005559143255658
3.5314423086624047 	 1.5962446589589536	1.935197649703451
3.6551676128982864 	 1.633866571739076	2.0213010411592105
3.706597796585066 	 1.6346334785519427	2.071964318033123
3.6592984036354794 	 1.6410508523472958	2.0182475512881837
3.639479915826926 	 1.653142454089225	1.9863374617377008
3.658225341126769 	 1.638627562425536	2.019597778701233
3.6914983593136133 	 1.6686499921112499	2.0228483672023634
3.666928874379992 	 1.6442871650461561	2.022641709333836
3.611278542152524 	 1.6347713191382414	1.9765072230142826
3.635564617093789 	 1.6098418001532222	2.0257228169405668
3.6701918763382544 	 1.652186771923415	2.0180051044148395
3.617636842763301 	 1.6295458502886402	1.988090992474661
3.7141362977735763 	 1.6525540414690951	2.061582256304481
3.6619201100101018 	 1.6436722303469726	2.018247879663129
3.626763640032495 	 1.6294856816114902	1.9972779584210048
3.6071166794956 	 1.5886612896168835	2.0184553898787168
3.6155540328201994 	 1.6051732180478533	2.010380814772346
3.6245921362792277 	 1.6120705591310343	2.0125215771481937
3.5996251102305217 	 1.6159925763227831	1.9836325339077385
3.544334365329022 	 1.5983460840880157	1.945988281241006
3.6373020696642464 	 1.635839115182904	2.0014629544813425
3.6650904463335183 	 1.6294158635078744	2.035674582825644
3.6285618475539496 	 1.6484844776890517	1.980077369864898
3.751230452958051 	 1.6849914827907648	2.0662389701672863
3.6686975422799817 	 1.7004591358372267	1.9682384064427547
3.6776043738993653 	 1.6584775756248158	2.0191267982745496
3.708011978326679 	 1.6634732833558639	2.0445386949708153
3.575207193442562 	 1.622615485711886	1.9525917077306763
3.6696431351654826 	 1.6460027293517183	2.0236404058137643
3.6208873124425764 	 1.6457683229116924	1.975118989530884
3.683435645195163 	 1.6698982000910165	2.0135374451041463
3.62535378549106 	 1.6576638842881004	1.9676899012029594
3.6752913739360618 	 1.6620137617505448	2.013277612185517
3.600739905341904 	 1.6079562469188615	1.9927836584230425
3.5743392204364226 	 1.62277087526393	1.9515683451724926
3.635071425758354 	 1.655564145106444	1.9795072806519098
3.6494919221866615 	 1.6318321412151484	2.0176597809715133
3.579251179876669 	 1.6350637664882557	1.9441874133884132
3.6629025928312515 	 1.6219528368294345	2.040949756001817
3.6729558669919107 	 1.6654933224647182	2.0074625445271925
3.712031798819744 	 1.6325459088099215	2.0794858900098228
