# /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/CVs/cumulativeHardEnrichment.py --model /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/DIPC/3/450K/3DIPC.psf --traj /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/DIPC/3/450K/fixed_3DIPC_100.dcd --lipid_list /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/DIPC/lipidList.dat --r /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/DIPC/450K/avgRcutoff.dat
# cumEnrichmentAVG	DPPC-DPPC	DIPC-DIPC	CHOL-CHOL
3.670055381519472 	 1.1757037650115048	1.3593791170996083	1.134972499408359
3.791821735071021 	 1.1757005555111915	1.3791619351359419	1.2369592444238875
3.7238086956488554 	 1.1732366096833982	1.3135782068917377	1.2369938790737196
3.6530106019721216 	 1.1232765430253715	1.3061024612666108	1.2236315976801393
3.768265508967761 	 1.1734432918109121	1.3535851218731385	1.2412370952837102
3.734787425983775 	 1.1388184505849637	1.2648340576574046	1.3311349177414071
3.644142973695348 	 1.1474469379502805	1.2953041598368142	1.201391875908253
3.692302108795166 	 1.155443049231657	1.3102313189429018	1.2266277406206072
3.625227429211529 	 1.133388705344537	1.3049956346530824	1.1868430892139097
3.6685490422708136 	 1.1285413241175857	1.3003323309183246	1.2396753872349033
3.646464656707862 	 1.1409313706857565	1.285578274764255	1.2199550112578503
3.7588628394601646 	 1.1595641472513634	1.3245457752753709	1.2747529169334304
3.679716055017636 	 1.1361736192938556	1.2803558482109434	1.2631865875128372
3.7465118434260534 	 1.1526300877821756	1.3292024400802462	1.2646793155636311
3.6892440839494833 	 1.147617903337761	1.2943099782025649	1.2473162024091575
3.692316071621658 	 1.1552498548243118	1.3190136926445994	1.2180525241527467
3.664006585923051 	 1.14551993889047	1.3146403221081118	1.2038463249244689
3.6615242702323614 	 1.136330708646453	1.247913645241402	1.2772799163445065
3.752390254399832 	 1.1696661669140145	1.3481385329697766	1.2345855545160411
3.714749909303757 	 1.1697354132613773	1.3304696540476626	1.2145448419947171
3.643261219140028 	 1.157805826834573	1.271541197925528	1.2139141943799272
3.719585161329884 	 1.1547171460818986	1.332412008266962	1.2324560069810238
3.6840047188968024 	 1.155804384712189	1.3020409377551512	1.226159396429462
3.6938023397877835 	 1.1436873372135148	1.3429811657209587	1.20713383685331
3.620731129925922 	 1.1337288273849895	1.2948820277287205	1.1921202748122122
3.6585393799694246 	 1.1491940997842751	1.2909406237129177	1.2184046564722317
3.6499103136900377 	 1.1465192229293562	1.2991814354475193	1.2042096553131625
3.786497608624916 	 1.148629289620342	1.3291050092670254	1.3087633097375488
3.7007054272328075 	 1.1741108395809965	1.2989485385291175	1.2276460491226935
3.6365463610074804 	 1.1470633326906774	1.302394985393443	1.1870880429233601
3.6848312144066875 	 1.1320259008851408	1.330057368520944	1.2227479450006027
3.694457100241638 	 1.1495682264242668	1.2877226837867333	1.2571661900306381
