# /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/CVs/segregationIndex.py --model /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/DIPC/2/450K/2DIPC.psf --traj /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/DIPC/2/450K/fixed_2DIPC_100.dcd --lipid_list /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/DIPC/lipidList_NO_CHOL.dat --r /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/DIPC/450K/avgRcutoff_NO_CHOL.dat
# segregationIndex	DPPC	DIPC
1.072320138648561 	 0.6353244837758112	0.43699565487274983
1.0618653655694044 	 0.6318864774624374	0.42997888810696694
1.0759704880856817 	 0.6368624263361106	0.4391080617495712
1.057070216598863 	 0.6328492534260585	0.42422096317280455
1.0807578286759412 	 0.6379203631112028	0.4428374655647383
1.082644719889822 	 0.6375227686703097	0.4451219512195122
1.0750338557602954 	 0.640827922077922	0.4342059336823735
1.030244036239992 	 0.6237399711993417	0.4065040650406504
1.063175236978016 	 0.630686517783292	0.43248871919472404
1.0553407672808386 	 0.6319933692498964	0.42334739803094235
1.0622019630364528 	 0.6331456154465004	0.4290563475899525
1.1134890812896177 	 0.6563067608476286	0.457182320441989
1.0393374010980614 	 0.6239316239316239	0.4154057771664374
1.06830176597756 	 0.6396809571286142	0.4286208088489457
1.0475245097142272 	 0.6279683377308707	0.41955617198335643
1.0915827803355196 	 0.6431309259632843	0.44845185437223545
1.0727037816886371 	 0.6431735803463552	0.42953020134228187
1.0600024673357114 	 0.6308889799262597	0.42911348740945154
1.0653627996424053 	 0.6397415185783522	0.4256212810640532
1.0732561259411362 	 0.6352	0.4380561259411362
1.0490181936368472 	 0.6234138354482194	0.42560435818862785
1.090413068121443 	 0.6452004860267315	0.4452125820947114
1.023129197022611 	 0.6200447245375076	0.4030844724851034
1.0621569136731215 	 0.6348303190408453	0.42732659463227607
1.0792215187753325 	 0.6451612903225806	0.43406022845275183
1.036917077368086 	 0.6260834509171538	0.41083362645093213
1.100135857360999 	 0.64874696847211	0.4513888888888889
1.1043844054614138 	 0.6496762063923125	0.4547081990691013
1.0619415711379425 	 0.6382721033508276	0.42366946778711484
1.0916779472560405 	 0.6474645030425964	0.4442134442134442
1.0688675356077888 	 0.6330128205128205	0.43585471509496837
1.0702027035943371 	 0.6397694524495677	0.43043325114476927
1.064746861621151 	 0.6326911124922312	0.43205574912891986
1.02131719028722 	 0.6181524156054174	0.40316477468180256
1.0671587647033882 	 0.6304392236976507	0.43671954100573745
1.0467142560978673 	 0.6251833228577415	0.4215309332401258
1.0730516004074027 	 0.6372895447931823	0.4357620556142203
1.0597569405966196 	 0.6356589147286822	0.4240980258679374
1.050045124468325 	 0.6264914054600607	0.42355371900826444
1.0844504350578357 	 0.6457861116834948	0.43866432337434097
1.1016851273312507 	 0.6493041749502982	0.4523809523809524
1.0394340520425784 	 0.6264814058030241	0.4129526462395543
1.067577641381257 	 0.6408550110909458	0.4267226302903113
1.085273492286115 	 0.6434782608695652	0.4417952314165498
1.035327862095483 	 0.6218730618151747	0.41345480028030834
1.0371691651504844 	 0.6279164961113385	0.4092526690391459
1.0587869746617227 	 0.6288804326056479	0.42990654205607476
1.0684006453000923 	 0.6401802170796641	0.4282204282204282
1.056914659545015 	 0.6351983723296033	0.42171628721541154
1.059607659982669 	 0.6338373518594197	0.4257703081232493
