# /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/CVs/cumulativeHardEnrichment.py --model /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/DIPC/1/450K/1DIPC.psf --traj /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/DIPC/1/450K/fixed_1DIPC_100.dcd --lipid_list /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/DIPC/lipidList.dat --r /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/DIPC/450K/avgRcutoff.dat
# cumEnrichmentAVG	DPPC-DPPC	DIPC-DIPC	CHOL-CHOL
3.520926759334351 	 1.1212651642249134	1.2527629981214328	1.146898596988005
3.7142159955439022 	 1.1677519827845533	1.3158620003015384	1.2306020124578105
3.7233186791592443 	 1.1457833573247405	1.3289659253030761	1.248569396531428
3.660225648045528 	 1.171180343673866	1.3097420016161627	1.1793033027554993
3.7174972589063113 	 1.164282332182247	1.3000967675285142	1.2531181591955496
3.718320998274293 	 1.1579505757509403	1.330886119696875	1.2294843028264775
3.7215658266506413 	 1.1681735110704106	1.3236498199575684	1.2297424956226624
3.655715372114183 	 1.1524269706696426	1.299373072693312	1.2039153287512283
3.747861874396702 	 1.1502061469729825	1.361106980303008	1.2365487471207115
3.7690321941815257 	 1.1775028275354436	1.3621952028268258	1.229334163819256
3.6672200533034074 	 1.142378169336833	1.3004181157905	1.2244237681760746
3.715662633286892 	 1.1443536027626782	1.3137992928117557	1.257509737712458
3.6946264997877023 	 1.1428068230373227	1.2939799324213257	1.257839744329054
3.7378691120413507 	 1.1567771573006411	1.3237677548892264	1.257324199851483
3.7587659804162388 	 1.1766973002891135	1.3199530420057162	1.2621156381214091
3.7025602342166146 	 1.154501968574428	1.2750465953012788	1.273011670340908
3.756709742720696 	 1.1673786441454128	1.385331610086305	1.2039994884889782
3.643549299627754 	 1.144160116821391	1.2924344439392281	1.206954738867135
3.668786442267443 	 1.143942731820127	1.3234665793091323	1.2013771311381836
3.7267212256685074 	 1.153341882637465	1.3271393013841317	1.2462400416469108
3.680220973355606 	 1.1737279620245848	1.297350937235298	1.209142074095723
3.8524993108295424 	 1.1835534824616736	1.3883942968183	1.2805515315495688
3.7407724421041215 	 1.1566113478391151	1.3239000996468053	1.2602609946182013
3.611917170207094 	 1.14024916155057	1.2653558495666488	1.2063121590898749
