# /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/CVs/cumulativeHardEnrichment.py --model /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/DIPC/3/450K/3DIPC.psf --traj /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/DIPC/3/450K/fixed_3DIPC_100.dcd --lipid_list /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/DIPC/lipidList_NO_CHOL.dat --r /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/DIPC/450K/avgRcutoff_NO_CHOL.dat
# cumEnrichmentAVG	DPPC-DPPC	DIPC-DIPC
2.535082882111113 	 1.1757037650115048	1.3593791170996083
2.5548624906471336 	 1.1757005555111915	1.3791619351359419
2.486814816575136 	 1.1732366096833982	1.3135782068917377
2.4293790042919823 	 1.1232765430253715	1.3061024612666108
2.5270284136840506 	 1.1734432918109121	1.3535851218731385
2.4036525082423683 	 1.1388184505849637	1.2648340576574046
2.4427510977870948 	 1.1474469379502805	1.2953041598368142
2.4656743681745588 	 1.155443049231657	1.3102313189429018
2.4383843399976195 	 1.133388705344537	1.3049956346530824
2.4288736550359102 	 1.1285413241175857	1.3003323309183246
2.4265096454500115 	 1.1409313706857565	1.285578274764255
2.4841099225267342 	 1.1595641472513634	1.3245457752753709
2.416529467504799 	 1.1361736192938556	1.2803558482109434
2.481832527862422 	 1.1526300877821756	1.3292024400802462
2.441927881540326 	 1.147617903337761	1.2943099782025649
2.474263547468911 	 1.1552498548243118	1.3190136926445994
2.460160260998582 	 1.14551993889047	1.3146403221081118
2.384244353887855 	 1.136330708646453	1.247913645241402
2.517804699883791 	 1.1696661669140145	1.3481385329697766
2.50020506730904 	 1.1697354132613773	1.3304696540476626
2.429347024760101 	 1.157805826834573	1.271541197925528
2.4871291543488603 	 1.1547171460818986	1.332412008266962
2.45784532246734 	 1.155804384712189	1.3020409377551512
2.4866685029344735 	 1.1436873372135148	1.3429811657209587
2.42861085511371 	 1.1337288273849895	1.2948820277287205
2.440134723497193 	 1.1491940997842751	1.2909406237129177
2.4457006583768752 	 1.1465192229293562	1.2991814354475193
2.477734298887367 	 1.148629289620342	1.3291050092670254
2.473059378110114 	 1.1741108395809965	1.2989485385291175
2.4494583180841203 	 1.1470633326906774	1.302394985393443
2.462083269406085 	 1.1320259008851408	1.330057368520944
2.437290910211 	 1.1495682264242668	1.2877226837867333
2.426269232393616 	 1.1575777968027676	1.2686914355908483
2.517467844732767 	 1.1607292555859994	1.3567385891467676
2.4093196957360363 	 1.1316609232947066	1.2776587724413297
2.5016977610637197 	 1.150498399315249	1.3511993617484706
2.4282157263980224 	 1.1387203219039015	1.289495404494121
2.5167417133429666 	 1.16057281256856	1.3561689007744064
2.5208932765767993 	 1.196389666429917	1.3245036101468823
2.443478265097 	 1.1430403867439451	1.3004378783530548
2.4516728555623457 	 1.1577928986010044	1.293879956961341
2.4497529054466285 	 1.1406485530178547	1.3091043524287738
2.5146005200166694 	 1.1733085412059912	1.3412919788106783
2.45544279115889 	 1.1345011519142472	1.3209416392446431
2.463436107914121 	 1.1567314472031625	1.3067046607109587
2.487872059967396 	 1.178935044059953	1.3089370159074427
2.4835612703607715 	 1.1663522253863445	1.317209044974427
2.424179855745247 	 1.1465836035178354	1.2775962522274118
2.455449481870261 	 1.1436884604914708	1.3117610213787902
2.509924727425844 	 1.1831365551992192	1.3267881722266246
2.4386502401809382 	 1.1426945385323268	1.2959557016486114
2.539388452086445 	 1.1855024274802028	1.353886024606242
2.484215200639645 	 1.1586951045601952	1.3255200960794502
2.4488502214242867 	 1.1360952723946247	1.312754949029662
2.514695135157114 	 1.149710408651245	1.364984726505869
2.4790373947866122 	 1.1696070606298377	1.3094303341567746
2.487404822133037 	 1.1773428956865075	1.3100619264465294
2.417961673224295 	 1.1388313329689561	1.279130340255339
2.4409935526177287 	 1.1363055058421323	1.3046880467755964
2.4250255778746763 	 1.1304507130057333	1.294574864868943
2.4926249352162957 	 1.1603213569180362	1.3323035782982597
2.3921907527299817 	 1.144197810646779	1.247992942083203
2.4833620024100105 	 1.1648382263356252	1.318523776074385
2.4440838630674064 	 1.1546644763201015	1.289419386747305
2.5058823051714825 	 1.157852678182969	1.3480296269885133
2.4462260064471644 	 1.1311199637249523	1.315106042722212
2.4918215717725705 	 1.1709155520343681	1.320906019738202
2.4560151382864905 	 1.1399354734995086	1.3160796647869821
2.530899976674531 	 1.1847951488393202	1.3461048278352106
2.4584699837618462 	 1.1559833291004402	1.302486654661406
2.4595404227337014 	 1.1532872443103739	1.3062531784233276
2.4633319381058083 	 1.1664432455444256	1.296888692561383
2.512462359504859 	 1.1661018755987655	1.3463604839060936
2.4566020551419605 	 1.1553425269463533	1.3012595281956072
2.4547061638728107 	 1.1495191394423159	1.3051870244304948
2.48010439241302 	 1.15954153738353	1.3205628550294903
2.4750774227918892 	 1.1574484171972221	1.3176290055946673
2.4889960782006084 	 1.161667934930964	1.3273281432696444
2.4660507388515867 	 1.1561995942539975	1.3098511445975891
2.47293356213454 	 1.1703681574356808	1.3025654046988593
2.428336830800842 	 1.1398117414974536	1.2885250893033886
2.479830276854417 	 1.1512409070717826	1.3285893697826343
2.474726889440106 	 1.146657875461936	1.32806901397817
2.4819168952834225 	 1.1475983815488835	1.334318513734539
2.504788382194958 	 1.1709374117314537	1.3338509704635042
2.439763031122263 	 1.1434462186194057	1.2963168125028575
2.4450909894960846 	 1.1562613384225338	1.288829651073551
2.419189205160865 	 1.144276686174614	1.274912518986251
2.4679049654670524 	 1.1543536378244919	1.3135513276425606
2.4599815698260867 	 1.1308977928100903	1.3290837770159967
2.4345056354766723 	 1.152273739516811	1.2822318959598613
2.464477181843657 	 1.134691497706334	1.329785684137323
