# /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/CVs/segregationIndex.py --model /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/DAPC/4/450K/4DAPC.psf --traj /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/DAPC/4/450K/fixed_4DAPC_100.dcd --lipid_list /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/DAPC/lipidList_NO_CHOL.dat --r /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/DAPC/450K/avgRcutoff_NO_CHOL.dat
# segregationIndex	DPPC	DAPC
1.3026398733274975 	 0.7617383708233239	0.5409015025041736
1.1821941466990145 	 0.707647628267183	0.4745465184318315
1.2143263777821425 	 0.7232837933474876	0.4910425844346549
1.1967927227805002 	 0.7161112503132047	0.4806814724672954
1.2120388057873293 	 0.7296116504854369	0.48242715530189245
1.1647089424127346 	 0.7051344743276283	0.4595744680851064
1.1564090480678606 	 0.7064090480678605	0.45
1.2154795113095664 	 0.7189638318670577	0.4965156794425087
1.2348002307998318 	 0.7378415933302455	0.49695863746958635
1.205176764951232 	 0.7229832572298326	0.4821935077213993
1.1738736812393658 	 0.715028472394157	0.45884520884520885
1.2265826545608376 	 0.7340083971350951	0.49257425742574257
1.1633846114813438 	 0.7080274686242009	0.45535714285714285
1.1446022650758167 	 0.6930835734870316	0.45151869158878505
1.2341418427100295 	 0.7338375213466699	0.5003043213633597
1.1477975530578581 	 0.6988664366683095	0.4489311163895487
1.1701866658126865 	 0.7100417382764547	0.4601449275362319
1.2215924102105535 	 0.7291361639824304	0.4924562462281231
1.2041736505229315 	 0.7204301075268817	0.4837435429960498
1.209258937465698 	 0.7290246768507638	0.4802342606149341
1.2396769862637016 	 0.7346144490391632	0.5050625372245384
1.1892498719567755 	 0.7135187896534895	0.4757310823032861
1.2548961754030765 	 0.7455445544554455	0.5093516209476309
1.126098590208666 	 0.6913159815130139	0.43478260869565216
1.179021520158975 	 0.7156142927068038	0.4634072274521713
1.219264196136313 	 0.7330338141404588	0.48623038199585433
1.185326364298259 	 0.7161829808165273	0.4691433834817317
1.21438941848149 	 0.7265700483091787	0.48781937017231136
1.1721427104480828 	 0.7071823204419889	0.46496039000609385
1.291867932741117 	 0.7584505304712559	0.5334174022698613
1.1702928009674125 	 0.7077890662796323	0.4625037346877801
1.1664002669891578 	 0.7079910380881255	0.4584092289010322
1.1771304767481499 	 0.7086461612981352	0.4684843154500147
1.2088018178887976 	 0.7284039243838238	0.4803978935049737
1.2033933250784692 	 0.7175609756097561	0.4858323494687131
1.227806309611152 	 0.7278063096111519	0.5
1.2093033593121354 	 0.7284421152929966	0.48086124401913877
1.1864904814713673 	 0.7113993514592167	0.47509113001215064
1.1949454457640885 	 0.7160975609756097	0.47884788478847884
1.2113623590862508 	 0.7222222222222222	0.4891401368640286
1.1756946977103848 	 0.711733462095606	0.4639612356147789
1.164042437130209 	 0.7015169194865811	0.46252551764362787
1.2057125074571209 	 0.7210109018830525	0.48470160557406844
1.182388455592681 	 0.7114548090865153	0.4709336465061656
1.26053784696483 	 0.7405847953216375	0.5199530516431925
1.227387753330426 	 0.7342452369320958	0.49314251639833034
1.2139559249816645 	 0.723444976076555	0.4905109489051095
1.190932188752091 	 0.7171197648787656	0.47381242387332523
1.193520363948727 	 0.7150035893754487	0.4785167745732784
1.2149184886054198 	 0.7267483777937995	0.48817011081162026
1.1771363281954872 	 0.7166139625395281	0.46052236565595916
1.153132317374449 	 0.6948118006103764	0.4583205167640726
1.1453475582289958 	 0.6984435797665369	0.4469039784624589
1.1675465761228199 	 0.706875753920386	0.46067082220243394
1.1636036919055788 	 0.7017887772604754	0.4618149146451033
1.1747861316542882 	 0.7121398670278256	0.46264626462646263
1.1528728952379668 	 0.7003501750875438	0.45252272015042305
1.1911851229831742 	 0.7152477152477152	0.4759374077354591
1.2479855883933337 	 0.7395732298739088	0.5084123585194249
1.202172642332353 	 0.7207920792079208	0.48138056312443234
1.163010334266563 	 0.7047146401985112	0.4582956940680518
1.2106022254774405 	 0.7318235995232419	0.47877862595419846
1.2067854011873451 	 0.7207872078720787	0.4859981933152665
1.1981433310310883 	 0.7150459603289792	0.48309737070210923
1.2008911253781733 	 0.7193540494250061	0.4815370759531672
1.2093572871059233 	 0.7171767028627838	0.4921805842431396
1.1601530126143986 	 0.7038480272771553	0.4563049853372434
1.2454200946773535 	 0.733848840109753	0.5115712545676004
1.2246263023864445 	 0.725211097708082	0.4994152046783626
1.2464928911074347 	 0.7334360554699538	0.5130568356374808
1.179241635696516 	 0.7188851513695339	0.4603564843269822
1.2125197544893513 	 0.7199597787833082	0.4925599757060431
1.147158036846234 	 0.6916440719743653	0.4555139648718687
1.139084634458762 	 0.7039132484677039	0.43517138599105815
1.160621116213045 	 0.7017975868012805	0.4588235294117647
1.2169952862464037 	 0.7258421440865502	0.49115314215985356
1.2086491024476662 	 0.7271014834000471	0.48154761904761906
1.1873964677366156 	 0.7183133120862957	0.4690831556503198
1.1961578149394971 	 0.711897738446411	0.4842600764930862
1.2446998696553249 	 0.7358351729212657	0.5088646967340591
1.1749994816826654 	 0.7079731027857828	0.4670263788968825
1.220266277155426 	 0.7258907363420427	0.4943755408133833
1.1919272811333839 	 0.7219626168224299	0.46996466431095407
1.1875392584986089 	 0.7187053783912423	0.46883388010736654
1.1916776724123272 	 0.7227954971857411	0.4688821752265861
1.2234413254975696 	 0.7329312424607961	0.4905100830367734
1.1318710920602462 	 0.688135593220339	0.4437354988399072
1.164439881268429 	 0.7040039302382707	0.4604359510301583
1.1217895469633326 	 0.6853932584269663	0.43639628853636636
1.1865827508424072 	 0.7123681687440077	0.4742145820983995
1.1872172737216817 	 0.7189898489725179	0.4682274247491639
1.2152042819303588 	 0.7276731098605334	0.48753117206982544
1.2513101061698082 	 0.737527114967462	0.513782991202346
1.188695056825962 	 0.726605504587156	0.462089552238806
1.201032571754873 	 0.7270548765875868	0.4739776951672863
1.1915607773393166 	 0.7171449240414758	0.47441585329784086
1.164553563807085 	 0.7073939393939394	0.45715962441314556
1.1676849641203353 	 0.7078544061302682	0.45983055799006717
1.2350413888651404 	 0.7365817462280485	0.4984596426370918
1.1689755275815563 	 0.7059098341508994	0.46306569343065695
1.1623924583364782 	 0.7013496932515337	0.46104276508494435
1.1835415565941882 	 0.7069701280227596	0.4765714285714286
1.208877760796598 	 0.7199225369160009	0.48895522388059703
1.2003656268380696 	 0.7231833910034602	0.4771822358346095
1.2301967697474345 	 0.7328865485878411	0.49731022115959356
1.1946644733806746 	 0.7206128800574575	0.474051593323217
1.1899662538271376 	 0.7168544713497962	0.47311178247734137
1.211016853934241 	 0.7221144519883608	0.4889024019458802
1.1800301321950126 	 0.7109239534307654	0.46910617876424715
1.191494242573592 	 0.7151306062099556	0.4763636363636364
1.2435352319828854 	 0.7398315282791817	0.5037037037037037
1.1496603884966357 	 0.6958837772397094	0.4537766112569262
1.2164450809983436 	 0.722915138175593	0.49352994282275053
1.1788853017666576 	 0.713276836158192	0.4656084656084656
1.1510154624864146 	 0.704739336492891	0.4462761259935237
1.194435632179221 	 0.7234338747099768	0.4710017574692443
1.17312437914793 	 0.7075705096486887	0.46555386949924127
1.1503713984386685 	 0.7043804755944931	0.4459909228441755
1.2368162058070618 	 0.737118320610687	0.49969788519637465
1.1983846376478442 	 0.7264678471575023	0.47191679049034174
1.1543197822673805 	 0.6943488943488944	0.45997088791848617
1.1718687559031782 	 0.7134335480792173	0.45843520782396086
1.2043391311940237 	 0.7314181486548108	0.4729209825392128
1.2259858259838796 	 0.7339173967459324	0.49206842923794714
1.1790427574475624 	 0.7154902433148639	0.4635525141326986
1.229669036229152 	 0.7304015296367112	0.4992675065924407
1.1641525907079753 	 0.708803611738149	0.4553489789698263
1.1951049432247927 	 0.7157174285015888	0.4793875147232038
1.2026668491466659 	 0.7201789264413518	0.482487922705314
1.216114020608443 	 0.7213833414515344	0.49473067915690866
1.2303509568980964 	 0.7298948912246395	0.500456065673457
1.2314000066956217 	 0.7368162864851606	0.49458372021046115
1.174772091074206 	 0.7081653225806451	0.4666067684935609
1.2019595985945275 	 0.7226207556193209	0.4793388429752066
1.1759288317356502 	 0.7119053368751509	0.46402349486049926
1.2206722359622881 	 0.7287886218734674	0.4918836140888208
1.1838258439669544 	 0.7142499373904333	0.4695759065765212
1.2069158778971472 	 0.728377065111759	0.4785388127853881
1.197647302685544 	 0.7197982345523329	0.4778490681332111
1.1725332479820492 	 0.7083734359961501	0.46415981198589895
1.2530588292039808 	 0.7432432432432432	0.5098155859607376
1.198662382883722 	 0.7121140142517814	0.48654836863194045
1.1785607031573222 	 0.7118148599269184	0.4667458432304038
1.181975354998556 	 0.7146401985111662	0.4673351564873898
1.217543705541996 	 0.7279824347401805	0.48956127080181544
1.1939357820930356 	 0.7205701646596215	0.47336561743341404
1.2172720254260267 	 0.7332509270704574	0.48402109835556933
1.2012813773605249 	 0.7300417587816261	0.4712396185788988
1.1642278489073523 	 0.7069340420391399	0.4572938068682125
1.2166143412992627 	 0.7321384728701203	0.4844758684291423
1.2103304648173494 	 0.7243322715020828	0.4859981933152665
1.1809024300866158 	 0.7096313912009512	0.4712710388856645
1.1562794707061181 	 0.7059118236472945	0.45036764705882354
1.2233165951422378 	 0.7321428571428571	0.49117373799938063
1.1838161964169456 	 0.7109412326803631	0.47287496373658255
1.2150320660988974 	 0.7345289214448093	0.48050314465408805
1.2066193778373457 	 0.7281903388608507	0.4784290389764951
1.1513616417307968 	 0.6991304347826087	0.4522312069481881
1.2251853623535038 	 0.725185362353504	0.5
1.2331047992164543 	 0.7331047992164544	0.5
1.1892518666023788 	 0.7225255162591977	0.46672635034318116
1.1576896843961566 	 0.7053783912422655	0.4523112931538912
1.2458997012377293 	 0.7335757575757575	0.5123239436619719
1.1333132678258213 	 0.6875438186492171	0.4457694491766042
1.2282496138520322 	 0.7381121362668559	0.49013747758517634
1.2296929224074815 	 0.7279029462738301	0.5017899761336515
1.1923817422886809 	 0.7150757393604231	0.4773060029282577
